Player,Position,Mid 3rd,Starts,90s_stats_possession,90s,MP_stats_playing_time,Unnamed: 0,Pass,PrgP,Att 3rd,Tkl+Int,Fld_stats_misc,onxGA,Blocks_stats_defense,onGA,onG,1/3,onxG,xG+/-90,Att,Carries,Cmp,PassLive,GCA,Mn/MP,+/-90,Off,G/SoT,KP,Int_stats_misc,SCA,1/3_stats_possession,GCA90,A-xAG,xG+/-,Sw,Def 3rd,FK_stats_passing_types,PassDead,Ast,TotDist,CK,SCA90,Att 3rd_stats_possession,Crs,+/-,PPA,xA,xAG,G/Sh,Dead,Won%,PrgDist,G+A,Out,TB,In,PrgC,npxG/Sh,SoT/90,G-xG,PKcon,PrgR,npxG+xAG,Sh/90,Tkl%,Tkld,Succ,CrsPA,Gls,Def 3rd_stats_possession,Sh_stats_defense,npxG,xG,FK,CPA,TI,PKwon,Str,PK,OG,SoT%,Cmp%,Succ%,Tkld%,Total Score
Enzo Loiodice,Central Midfield,-6382.218419469613,-7659.888495917131,-7455.904533057318,-7275.162052556375,-5163.529204742286,-6134.171592208471,-6964.571442077443,-5970.0052963433,-7112.865443658838,-5611.761241596271,-5297.199474374877,-3776.623023610222,-6114.333219433578,-2002.9632550187002,-5951.104260831042,-3659.3538000041485,-5516.634096604374,-6816.295719577116,-3706.1697265873727,-3575.899900428791,-3263.948932078286,-5009.872470985786,-4320.2742302056995,-4694.656151273539,-7657.279649075659,-3884.231988548634,-3358.9040557653193,-3385.613002974538,-2603.97064159399,-3463.714143927702,-3017.6334021294056,-3579.815879458043,76.58754927403653,-1785.9516633991998,-1633.4594531235664,-1624.3869585854122,-1679.824129448558,-305.7653387319616,-1889.9232976744254,-1508.302967454846,-597.3392322964985,-1869.4593356645792,-1980.047373533902,-946.2137010861446,-1632.5884282622128,-1663.7493071003737,-1505.3395556871374,-1461.9166078824492,-1113.6011405039048,-877.1135469738898,883.9317243243073,-908.5785648743557,-1046.2296686187192,-363.27897147925023,-774.0019764184703,-250.81773923093138,-860.7910370296119,-898.625219615203,13.861736103483366,3.025345828690316,-237.32503087250984,-567.0015685725799,-551.134259071087,-301.14917553478625,-450.0975756777193,-249.8529883316888,-271.2033119818825,-211.6678427507204,-199.00504427886347,-184.7384713378548,-152.91899608397162,-155.6939748818661,-132.85227421139388,-49.93337433446553,-75.23367035331118,-33.178071677834616,-19.505345370531522,95.8120537370948,-8.846413982038792,-4.017790942439866,,,,,-192346.0107317694
Ethan Mbappé,Central Midfield,-8791.061818354447,-10994.668447965487,-10495.923751783355,-10241.486575766003,-12468.84383524584,-6008.6336417892035,-5548.9209487694325,-7557.730009138429,-5410.72940565491,-7615.238929724764,-6992.714340081676,-8175.917760588457,-5626.251467519432,-8289.437601612717,-5213.225468392852,-5411.002703400391,-4827.199917478981,12023.59596972979,-5740.801127526399,-5364.527361044935,-5223.245769117939,-3668.6681047673096,-1955.9450494961131,-5774.138113823951,9171.136330173196,-3884.231988548634,-3358.9040557653193,-2567.9118873500465,-4010.9461826926668,-2342.8565488672016,-3423.427624909644,9310.869516563906,-3717.9389038839613,1040.1643729289235,-1155.5856769437996,-2482.5209441774923,-1920.8947807718998,-305.7653387319616,-1889.9232976744254,-2441.240073959092,-189.007908303035,8622.121063435601,-1531.5242054110108,-791.404320144931,605.8085858184112,-1054.3849659870293,-438.28967362778167,-2.201617483602499,-1113.6011405039048,-830.106243603791,-852.9822861621943,-1235.6960747719831,-1046.2296686187192,-363.27897147925023,-774.0019764184703,-89.63009766090732,-734.2229207873253,369.4409119126644,3289.3386375932723,-524.3101137949714,-237.32503087250984,-205.61691616808486,-80.80704422110081,1995.1384004242564,-1361.3380663135927,-249.8529883316888,-309.9970237088098,26.458480343840062,-199.00504427886347,-303.1258846840606,-209.81106903516738,-47.326661915711355,-47.37016522909951,-49.93337433446553,-3.375171897181827,-33.178071677834616,-19.505345370531522,-10.645783748566089,-8.846413982038792,-4.017790942439866,,,,,-159396.33721586596
Exequiel Palacios,Central Midfield,-5579.270619841335,-5158.803531880865,-4237.060654406218,-4134.347851510886,-1510.8718894905091,-5940.158396105967,-1301.9694688453985,-280.65840882742214,-304.32129164312636,-3163.066289439226,-2753.927175814679,-4270.925803045979,-2209.679204120408,-3350.064900717418,1058.7442673317678,1945.922690863825,-767.1986404072148,4763.085345138635,1030.7065037237996,988.183964591714,1651.683369133625,1472.615299070186,6319.207082987441,-2895.5195470228505,4893.24814354422,-2385.054729810565,-1395.5770393640314,2338.294806396906,-845.2512152206442,397.0175723918002,-988.662288228216,10160.804817400514,10647.05409735703,1753.2964568621883,-1155.5856769437996,-1338.3422967213855,-1318.2181524635457,-1285.4018608829065,6370.668599445578,256.13649329825853,-1107.7533872883278,2776.811983936928,711.091635203445,-1255.8324629685717,1445.207466098645,316.68480151799554,308.64524381376697,727.655877715821,572.5120798048292,-618.5733784383461,-3019.245827330752,93.40299697423261,1609.5841055672602,-493.30289836444825,2220.3784716248497,-412.00538080095544,-692.033548706563,1094.0501299285886,917.4415709972183,-172.75314071253032,-237.32503087250984,-147.79537178336565,144.13205853324038,-78.15011960175579,-97.09450272868703,-249.8529883316888,-154.82217680110068,-52.916960687680096,-55.3033711672115,-138.1598169065607,-152.91899608397162,0.8365882914685148,-9.378116792524247,-49.93337433446553,-57.269045739278845,-18.968125339501814,-19.505345370531522,-10.645783748566089,-8.846413982038792,-4.017790942439866,,,,,1100.7642309668008
Fabio Miretti,Central Midfield,844.3117771848853,5679.231312276291,3452.3997223714105,3368.708295431116,3054.949754574212,-5883.0956913699365,3652.8072577326407,-1603.762336156696,6504.222860372584,-1382.1972333250105,12505.70661554651,-69.35217784204548,1206.8930592786162,1589.3078001778813,-1892.7709024209942,-3425.80061288465,-843.802438087814,-445.80022573685164,-1290.044937972278,-75.74099042995776,-1664.0497397027111,354.94499388812187,2772.7133119230602,1242.4946427537332,-1640.6627173238933,5110.831563879782,3652.978145667851,1520.593690772414,-1900.4828710446518,2016.034098590301,431.61749150261704,1236.4841586160915,3058.001191041035,-544.5735913672203,1711.6569801348012,-1624.3869585854122,248.74108113817516,2306.5987203372247,2240.3726508855766,-664.3264365532216,2158.8972046593803,628.5359974545113,1065.1888731952013,1633.9426479340814,-1212.8889881220957,164.34371623965944,628.7602084315737,519.1251648016998,1078.3460458974494,439.0909473888778,-1048.141163744947,-332.14446635205024,1230.182137826406,2237.1995662247105,723.1882476031898,152.15136469412874,447.0794974740165,912.8978254246075,-31.317255641203293,3.025345828690251,-237.32503087250984,791.8047244683215,450.8671986527964,84.57892121423937,130.03150544782193,1029.4243242975288,543.4646342835904,-52.916960687680096,232.0999750560924,-76.05494433150191,-152.91899608397162,205.53040167198304,152.08808906292066,40.60516154670823,176.27107424314156,-16.59980094977968,-19.505345370531522,-10.645783748566089,-8.846413982038792,-4.017790942439866,,,,,59467.14917546761
Federico Valverde,Central Midfield,4859.050775326274,9847.706252336735,10515.973789411324,10261.050569947605,6707.60706982599,-5768.970281897875,10023.234477618691,14141.174399061661,1397.8147463608013,10638.66889544594,-1482.29102653458,2748.173664941768,7063.874082248372,2038.3416820774542,12864.804946342818,14207.465014637517,12638.465953697672,6714.603658779323,11140.28127713959,10455.574144059925,11471.354499148929,8402.171191198984,8683.536263697028,4121.113209554835,4935.243618906477,6610.008822617851,988.462909123246,4246.264076187387,13224.504195766123,4008.669823142302,5301.1481648654735,2511.3871098710088,1702.8131720560352,7247.054733088819,14614.248936988502,950.0149981908277,1454.0943377548833,-958.856353499258,2240.3726508855766,5940.750101086446,-801.5048942932302,162.24353527228067,2540.5940314941854,-378.57930430169495,4243.203733699425,1840.0956543013565,1162.2851494612519,1040.4519470870023,1246.957367928323,321.5726889636307,1118.122377423611,3177.148603792947,1988.9860733081143,-493.30289836444825,124.31215799452568,-170.22391844591934,1164.298822846974,-536.320610607241,601.1886287844111,1877.9958689350426,-237.32503087250984,141.3123501402304,307.7241332636704,90.6059227259429,488.50749425652873,-126.05195807724841,77.94009356046301,-132.29240171920026,519.5033212793963,442.1325862166448,17.75722276961564,61.040651050443365,38.111943753194836,402.75930507140333,-21.339796511214168,28.39836245494085,-19.505345370531522,-10.645783748566089,-8.846413982038792,-4.017790942439866,,,,,280992.2544320578
Felix Nmecha,Central Midfield,2450.2073764414404,-156.63360380833157,-1018.2167757551175,-993.5336504653965,-597.707560677565,-5746.145200003462,113.68102446261273,-148.3480160944948,6504.222860372584,843.8890868177584,1908.7387048790179,-1057.9577367135591,718.81130736447,2038.3416820774542,2534.5018522081486,2413.0290651028226,-1.1606636012215072,1275.5759991791797,416.07826802346847,664.3807174112052,828.5468281288005,-2103.92967751242,408.38413121347384,-376.72830107188656,1075.281995328621,-3884.231988548634,10664.860347101021,-1750.2107717255544,1968.6998669767092,-1969.2373505137011,-2206.04495656893,811.5165081977851,889.700360665036,538.3306842351446,1711.6569801348012,-2482.5209441774923,-715.5415241551916,-1285.4018608829065,-513.157981487758,733.4378841698892,-1107.7533872883278,-1652.9664067942579,-976.7718658905928,-1204.2293359881671,326.0089590583333,-445.02062487368494,-1078.519602863395,-732.0591126830257,3101.68191026793,-806.6025919187416,435.06630588397553,147.03848057906882,91.97623460384337,-493.30289836444825,-175.12588680980633,-412.00538080095544,-523.2760603835143,-898.625219615203,-437.928181343384,1057.6962650760133,-237.32503087250984,-422.44770761078195,-367.0931749993532,-355.392189140118,179.2877481848961,-249.8529883316888,0.35267010660845366,-211.6678427507204,88.39830194444045,19.043141799056855,74.64929572081141,-131.61234977827615,-113.85624999310623,-49.93337433446553,-57.269045739278845,-33.178071677834616,-19.505345370531522,-10.645783748566089,-8.846413982038792,-4.017790942439866,,,,,6809.534365063584
Florian Neuhaus,Central Midfield,-8791.061818354447,-10994.668447965487,-10048.862101970704,-9805.262381176351,-7903.0221911811195,-5563.544544848164,-5548.9209487694325,-6102.315689076227,-7112.865443658838,-7392.630297710486,-5721.078190801577,-6495.288310506884,-5626.251467519432,-6493.302074014427,-7057.922449488328,-4827.119735601643,-5976.25688268797,-4595.7075074202785,-5497.069240955579,-5287.431349811481,-4945.002431313491,-2998.065921658071,-3138.109639850906,-7213.447397224502,-5739.695140584551,-2385.054729810565,-3358.9040557653193,-2567.9118873500465,-2955.7145268686595,-2467.3962816517014,-2408.942067959049,1661.451809034397,2244.888379650035,-650.2227889869632,-677.7119007640329,-2768.565606041519,-1559.2888037868872,-1285.4018608829065,-513.157981487758,-2262.005851527242,-1107.7533872883278,5624.526663692691,-2133.4895099969963,-1204.2293359881671,-653.2897346019397,-902.0438807086932,-971.8146146574595,-1253.385894968328,-1113.6011405039048,-947.6245020290381,61.011790517032345,-1108.385476325339,-666.827700877865,-493.30289836444825,-774.0019764184703,-412.00538080095544,-649.8441766258009,-174.01600159927875,872.2625792525315,-231.34596955960382,-237.32503087250984,-509.18002418786074,-428.4402030232645,831.9271086654762,-540.4006873623553,-249.8529883316888,-232.40960025495525,-52.916960687680096,-199.00504427886347,-244.902566644943,-209.81106903516738,-107.53072467468621,-94.86022577481859,-49.93337433446553,-57.269045739278845,-30.80974728811248,-19.505345370531522,-10.645783748566089,-8.846413982038792,-4.017790942439866,,,,,-193523.73582406968
Florian Tardieu,Central Midfield,-5579.270619841335,-5992.4985198929535,-5667.657933806708,-5530.265274197771,-3337.200547116398,-5540.719462953753,-3425.4452088074154,1174.755911234779,-3708.5933676509817,-4498.718081524887,-4449.442041521477,424.9506015937113,-3185.8427079487005,-655.861609319982,-4844.286072173756,1945.922690863825,-4252.6714348744845,-9148.675557975257,-738.9989335512917,-1263.0195634251568,-446.7351368082519,-1209.793433366768,-1955.9450494961131,-3615.174188723126,-5604.206112587342,-885.8774710724954,147.03704495126564,-1205.0766946425597,-1196.9951004953134,-1471.0784193757008,-988.662288228216,103.23709083394199,4142.151606229034,-3159.3912324558573,278.0356515955008,-2196.4762823134656,369.276406799846,-632.3108461156098,863.6073346989094,-257.9308919183669,-189.007908303035,994.9086463119775,-433.8227676365667,-533.3886852429084,-1632.5884282622128,12.002630961323359,-758.4046382455884,-940.5898255971467,-1113.6011405039048,-266.01860316260485,1482.4189489114165,304.40852588117065,-287.42573313701087,-233.2550445940522,-175.12588680980633,71.55754390911673,-565.4654324642764,-536.320610607241,-799.360115300878,-55.567483018383264,1186.6251543625494,-234.52768836044447,-428.4402030232645,-331.2841830933038,-540.4006873623553,-167.31896816206188,-309.9970237088098,-211.6678427507204,-199.00504427886347,-109.0481578870019,-96.02692313277589,-143.65316233007113,-123.35426210225005,-49.93337433446553,-75.23367035331118,-21.336449729223947,-19.505345370531522,-10.645783748566089,-8.846413982038792,-4.017790942439866,,,,,-94748.10957258123
Fran Beltrán,Central Midfield,41.3639775566077,6512.92630028838,5687.707971434675,5549.8292683793725,4881.2784122001,-5472.244217270515,2944.9820110786354,6996.413191483583,1397.8147463608013,3069.975406960527,-3601.684608668078,78.93865598868192,2671.1383150210554,2936.4094458765994,2534.5018522081486,6500.209839694054,2679.9722552197554,2292.4439332881057,5195.34265252087,4318.731649876947,5523.903153578857,-539.1912502575295,-1955.9450494961131,1782.2356240289396,340.05319243023837,2112.4770464036433,10664.860347101021,-1205.0766946425597,2320.4437522513786,-1097.4592210222006,228.7203801124981,-2163.2570447303565,-2904.8260924929614,1806.1210556720596,3145.2783086741015,1808.1489837829076,2418.37694304825,-1285.4018608829065,-1889.9232976744254,2963.6893625618136,-1005.670556289962,-2035.9923578725184,-445.6260089029585,-1255.8324629685717,46.209332298255305,-597.361710152021,-438.28967362778167,-314.997686854784,909.7347238665759,-148.50034473735775,148.83328542927129,1585.1767222911603,-287.42573313701087,-363.27897147925023,423.7502027988577,-412.00538080095544,-143.57171165665437,-717.472915111222,-573.4651565774443,823.3249496877195,1186.6251543625494,-306.8046188413435,-203.50110026892327,-222.79815588264043,-253.07260472942224,-126.05195807724841,-116.02846507417338,-132.29240171920026,88.39830194444045,232.52864127582146,74.64929572081141,-83.44909957109627,-75.86420155653096,-49.93337433446553,-57.269045739278845,-30.80974728811248,-19.505345370531522,-10.645783748566089,-8.846413982038792,-4.017790942439866,,,,,74368.12853032592
Frank Onyeka,Central Midfield,9676.73757309594,8180.3162763125565,8191.25321038553,7992.684758081419,3968.114083387157,-5380.943889692866,7191.933491002669,1571.687089433561,3099.950784364729,9080.408471346003,17592.251212666906,5269.117840064128,7551.955834162518,3834.4772096757442,689.8048711126726,311.05038102733266,611.6697178435738,-2182.0246681193707,1263.841351748063,2129.2049308468404,1141.5705831588043,578.4790549245347,408.38413121347384,4121.113209554835,-887.2272436307162,2112.4770464036433,-3358.9040557653193,-659.942617559565,6893.114260822078,23.39837403829997,1851.89727123345,-1171.6658604209758,76.58754927403653,-2419.8468491176573,-1633.4594531235664,2094.1936456469343,-1077.147501140204,-632.3108461156098,-513.157981487758,440.29473282988494,-1005.670556289962,-1652.9664067942579,793.7143240681881,-584.991812223313,-933.0893613620176,-292.67953959534884,201.94025560783138,-419.2630433118443,-1113.6011405039048,-548.0624233831979,233.40213238179737,-38.622808822287276,-666.827700877865,-493.30289836444825,-474.56393161413837,-412.00538080095544,531.4582416355408,-355.16830610325997,-212.0332226199503,-758.6814291832652,-237.32503087250984,228.04466671730924,-80.80704422110081,-156.5011392539017,45.20130962286067,286.61814277088627,194.32122874124488,105.83392137536022,-199.00504427886347,63.681018962380364,302.21758752559447,0.8365882914685148,-9.378116792524247,-49.93337433446553,68.48332655894754,-14.231476560057548,-19.505345370531522,-10.645783748566089,-8.846413982038792,-4.017790942439866,,,,,90335.36420153611
Frans Krätzig,Central Midfield,-3170.427220956503,-3491.4135558566873,-4594.70997425634,-4483.327207182607,-8816.186519994064,-5369.53134874566,-4841.095702115426,-6234.626081809154,3099.950784364729,-2717.849025410672,-6568.835623654976,-3183.459688287313,-4650.0879636911395,-3350.064900717418,-4475.346675954661,-4593.566548482144,-3984.558142992387,-2353.176723997071,-3547.2141483890114,-3360.0310689751186,-3472.631435431622,-1656.8615554395938,-1955.9450494961131,2142.0629448790773,-1660.9475185387093,-885.8774710724954,1268.938197180573,430.32553660642446,-1900.4828710446518,-972.9194882377006,-1394.456511008454,-321.73055958436396,3058.001191041035,-1046.4072800609993,-1633.4594531235664,-1338.3422967213855,-1197.6828268018749,347.3256760353349,863.6073346989094,-1623.853235396259,219.3234156904285,1044.8685529743595,-941.3621420914172,-430.18243128209946,-653.2897346019397,-749.7027954303571,-651.6996500396529,-523.5283997689048,1246.957367928323,39.52886874303762,-852.9822861621943,-852.5854775945818,91.97623460384337,-233.2550445940522,-474.56393161413837,232.7451854791408,-185.76108373741658,-174.01600159927875,-31.317255641203293,354.58231891113127,1186.6251543625494,-46.60766911010703,-285.29713763413827,-252.93316344115803,234.01690678164525,-84.78494799243495,-154.82217680110068,26.458480343840062,-55.3033711672115,-120.69282149482542,-152.91899608397162,-107.53072467468621,-94.86022577481859,-49.93337433446553,14.589452716850513,30.766686844662985,-19.505345370531522,-10.645783748566089,-8.846413982038792,-4.017790942439866,,,,,-97117.40155994998
Frenkie de Jong,Central Midfield,-7185.1662190978905,-6826.193507905043,-5310.008613956585,-5181.285918526049,-2424.0362183034536,-5346.706266851248,-5548.9209487694325,248.58316210428734,-304.32129164312636,-6056.978505624825,-2330.048459387979,-4913.5194163124615,-5626.251467519432,-4248.132664516564,2903.4412484272443,2880.13543934182,1569.2171888510657,11083.57621667842,235.92861273199216,602.7039084244416,1129.9771107502856,131.410932851709,7501.371673342234,-3615.174188723126,9080.868964767264,-885.8774710724954,6037.018094155129,157.75849806492707,-3307.458412143328,-599.3002898842003,634.5146028927361,13985.513671165269,889.700360665036,3707.8066128274327,-1155.5856769437996,-2482.5209441774923,-474.4708728318498,-1285.4018608829065,863.6073346989094,209.52246475371143,-1107.7533872883278,2177.2931039883465,-752.5102818291472,-1204.2293359881671,2424.5061597589183,-749.7027954303571,95.23526740189598,310.59445188757894,7316.9649610397655,-736.0916368635933,773.3416936940805,106.3698171863908,471.37820234469757,-493.30289836444825,423.7502027988577,-412.00538080095544,-59.19296749512998,1456.3547389365508,36.45123197582676,881.9177785347929,1186.6251543625494,-407.9923215146021,-101.25605356240456,-427.71620728056024,-365.26737985275804,-291.11999841650226,-193.61588852802797,-211.6678427507204,88.39830194444045,-155.626812318296,-209.81106903516738,-95.48991212289124,-85.36221366567477,-49.93337433446553,-75.23367035331118,-30.80974728811248,-19.505345370531522,-10.645783748566089,-8.846413982038792,-4.017790942439866,,,,,-1764.2285608518832
Gaetano Castrovilli,Central Midfield,-8791.061818354447,-9327.27847194131,-9422.97579223299,-9194.54850875084,-12468.84383524584,-5198.343234537568,-6256.746195423437,-6896.178045473792,-7112.865443658838,-7170.021665696209,-6992.714340081676,-7039.021367886216,-5138.169715605286,-6044.268192114854,-5951.104260831042,-5878.1090776393885,-6320.973972250667,-3263.9225055001302,-5761.995204619515,-5503.300181265154,-5211.652296709421,-5009.872470985786,-1955.9450494961131,-2895.5195470228505,-2191.9320209265484,-3884.231988548634,147.03704495126564,-3113.045964433041,-3659.2022974179977,-3463.714143927702,-2814.7362907392867,4636.225361962538,-194.45005452296363,-597.3981901770918,-1633.4594531235664,-1910.431620449439,-1197.6828268018749,-632.3108461156098,-1889.9232976744254,-2496.7173332832367,-597.3392322964985,-387.31543801391933,-1956.4408910011184,-1049.4199550469536,-373.49010784186174,-1359.0671365437015,-1078.519602863395,-1357.6512514253886,-1113.6011405039048,-712.5879851785438,-3019.245827330752,-1255.735706008955,-1046.2296686187192,-233.2550445940522,-474.56393161413837,-250.81773923093138,-607.6548045450386,-355.16830610325997,-799.360115300878,-55.567483018383264,-237.32503087250984,-407.9923215146021,-510.23624038847936,-29.934107508127685,-450.0975756777193,-291.11999841650226,-309.9970237088098,-211.6678427507204,-199.00504427886347,-275.9550029324724,-96.02692313277589,-143.65316233007113,-123.35426210225005,40.60516154670823,-75.23367035331118,-26.073098508668213,-19.505345370531522,-10.645783748566089,-8.846413982038792,-4.017790942439866,,,,,-201174.51795860415
Gavi,Central Midfield,-3170.427220956503,-3491.4135558566873,-5578.245603844177,-5443.02043527984,-2424.0362183034536,-5164.105611695949,-2009.794715499404,-3323.797441684752,-3708.5933676509817,-4276.10944951061,-1058.41231010788,-6346.997476676157,-2697.7609560345545,-5146.200428315708,-1523.8315062018992,-1557.3751159286585,-575.6891462057166,9456.315131564279,-2635.868833385072,-2851.1973948343193,-2174.162525677532,-1209.793433366768,-1955.9450494961131,-3975.0015095732633,4270.907922422572,-2385.054729810565,10664.860347101021,-1750.2107717255544,-1548.7389857699825,-1595.618152160201,-2408.942067959049,103.23709083394199,-194.45005452296363,3021.0868282991037,-1155.5856769437996,-2482.5209441774923,-1197.6828268018749,-1285.4018608829065,-513.157981487758,-1225.336118121046,-1005.670556289962,745.1091130000685,-917.7556595586334,-997.8168280665492,1025.5080259585282,-749.7027954303571,-544.9946618337173,-314.997686854784,3101.68191026793,-759.5952885486428,31.737958879619214,-735.2946947664235,-287.42573313701087,-493.30289836444825,-474.56393161413837,-412.00538080095544,-734.2229207873253,1094.0501299285886,-505.6966689604141,295.9894900640578,-237.32503087250984,-147.79537178336565,-223.95010961022703,-415.66220425715323,463.8793728879919,-291.11999841650226,-193.61588852802797,-132.29240171920026,-55.3033711672115,-211.90935308944302,-152.91899608397162,-95.48991212289124,-85.36221366567477,-49.93337433446553,-75.23367035331118,-23.70477411894608,-19.505345370531522,-10.645783748566089,-8.846413982038792,-4.017790942439866,,,,,-67133.79386442133
Gianluca Busio,Central Midfield,-2367.4794213282253,6512.92630028838,7565.366900647814,7381.9708856559055,5794.442741013045,-5004.330038435063,5776.282997694658,1836.307874899416,6504.222860372584,2624.7581429319735,7843.040734852814,8185.504238735093,6087.710578420079,7875.782146771899,-417.0133175446133,-2024.4814901676561,113.74503291967778,-4182.364321189998,765.7805400598637,2653.457807234331,179.3123732517556,4378.558092543553,-1955.9450494961131,2681.803926154284,-3047.196344415531,613.299787665574,-554.1511751920511,2065.7277678554083,561.7243258780326,2265.1135641593014,4895.353942085235,-2304.9129282031254,-2904.8260924929614,-4295.120106868094,1233.7832039550344,2666.2829693749877,-1197.6828268018749,-1285.4018608829065,-1889.9232976744254,-67.20729625370572,-1107.7533872883278,-237.4357180267734,1336.6634223222143,-120.56366939967236,-2611.887121922485,1535.4134837446843,-331.5846854218463,-314.997686854784,-439.1558523804111,-712.5879851785438,-98.36795950888276,-215.44308444262643,-666.827700877865,-493.30289836444825,124.31215799452568,-412.00538080095544,1248.6775670084983,-355.16830610325997,-302.3912061093238,-348.5316272537508,-237.32503087250984,1023.0909020071986,0.9889931441141457,24.30890609720408,-151.8236613254362,534.2202032797671,116.7338052873903,105.83392137536022,-55.3033711672115,28.747028138909787,245.3255145743987,36.95902594685343,19.115919534907203,-49.93337433446553,14.589452716850513,-23.70477411894608,195.0534537053152,-10.645783748566089,-8.846413982038792,-4.017790942439866,,,,,62844.65345492698
Giovani Lo Celso,Central Midfield,1647.2595768131628,-1824.0235798325095,-1375.86609560524,-1342.5130061371178,-2424.0362183034536,-4901.617169910208,-1301.9694688453985,4747.136515023819,8206.358898376513,-1382.1972333250105,13777.342764826608,-3084.599132400162,-2209.679204120408,-2002.9632550187002,-1892.7709024209942,1829.1460973040757,305.2545271211761,3764.9784049710606,458.46642220969824,864.8303466181869,5.410287123975725,4155.0240315071405,2772.7133119230602,342.92634062838886,144.3997895799415,-3884.231988548634,2951.789925524534,3428.562960562895,-2603.97064159399,3635.0506247888015,634.5146028927361,3219.6665272348523,-3988.976507680962,1858.9456544819313,755.9094277752674,-1624.3869585854122,5070.154107605008,4265.871764639113,863.6073346989094,49.9843107209656,4302.636655625063,4492.102112678704,1808.793072977889,2666.005187542172,-93.69048108178369,2297.118910136365,2442.7450079324776,2187.3708681146677,2427.2366221444363,1825.8063968067938,-1015.6146841478215,450.5799537273177,2368.3880410489687,1977.1517124543143,1621.5023820161857,1764.027780394369,-354.5185720604654,-174.01600159927875,1211.105017337682,1760.8102112408956,-237.32503087250984,83.4908057555112,512.2142266767079,440.1720104047472,543.236652853278,451.6861831101401,155.5275170143176,-132.29240171920026,806.9066675027002,-159.50836685423718,-152.91899608397162,48.999838498648415,247.06821015435878,221.68223330905573,14.589452716850513,-14.231476560057548,-19.505345370531522,-10.645783748566089,157.9716782506927,-4.017790942439866,,,,,70830.14367000807
Gvidas Gineitis,Central Midfield,-5579.270619841335,-3491.4135558566873,-2359.4017251930754,-2302.20623423435,3054.949754574212,-4719.01651475491,-3425.4452088074154,-4911.522154479881,-304.32129164312636,-2940.4576574249486,-634.5335936811804,-2540.8660750208296,-1233.5157002921153,-2002.9632550187002,-3737.467883516471,-3309.0240193249,-3869.652446471488,-2340.943255060952,-2720.6451417575317,-2419.4597319269737,-2811.803508146058,-1656.8615554395938,-1955.9450494961131,-3255.3468678729882,-1613.0179439868866,2112.4770464036433,3652.978145667851,975.4596136894191,-141.76344467130585,-599.3002898842003,-2611.839179349168,-1030.0099769482074,-1820.6756773049628,-1310.5302741103562,-2111.333229303333,-1624.3869585854122,-836.0768498168624,673.8711834189832,-513.157981487758,-1343.5125285156726,1444.317387670819,312.12325525942657,-221.36442484151297,1117.9113781300362,-793.1895479819786,-902.0438807086932,415.3502320197024,310.5944518875794,1415.568689959196,-124.99669305230834,-1041.6358678255222,-635.6859395002991,471.37820234469757,676.912443602334,-175.12588680980633,716.3081101892128,-438.89731622198985,-717.472915111222,397.88316593332075,1292.0675804643076,-237.32503087250984,-61.06305520628684,-39.90902553849329,337.7129847057874,-266.7548943786095,-291.11999841650226,-232.40960025495525,-52.916960687680096,232.0999750560924,-112.92971242294308,131.54136867200717,-59.367474467506305,-56.868177338243314,131.143697427882,-3.375171897181827,-21.336449729223947,-19.505345370531522,-10.645783748566089,-8.846413982038792,-4.017790942439866,,,,,-66733.8420694563
Habib Diarra,Central Midfield,-761.5838220716699,7346.621288300468,7207.717580797694,7032.991529984187,3054.949754574212,-4707.603973807703,113.68102446261273,4614.82612229089,-3708.5933676509817,-2495.2403933963947,11234.070466266412,8729.237296114426,1206.8930592786162,3834.4772096757442,5117.0776257418165,-39.279399651915675,5897.331757804929,-362.54665871181317,1613.5436237844583,2715.1346162210943,1558.9355898654758,2590.285604252251,2772.7133119230602,4121.113209554835,1227.608174451132,-885.8774710724954,-554.1511751920511,1793.1607293139111,-493.507329945975,1268.7957018833006,2663.4857167939263,244.89297430671078,-2362.750884898963,-570.9858907721562,-199.838124584266,-1910.431620449439,-715.5415241551916,-958.856353499258,2240.3726508855766,703.237245957929,-1107.7533872883278,-770.3413890921798,569.4527400067425,808.292616247609,745.7083991984503,1383.0723984663482,2336.040019726542,2604.432293942909,403.9007577739557,-289.52225484765427,-228.47387789738474,-48.0532235220387,1609.5841055672602,-493.30289836444825,723.1882476031898,-412.00538080095544,1248.6775670084983,-355.16830610325997,217.16719895457376,647.5464631464989,-237.32503087250984,719.5277939874226,512.2142266767079,-126.36613169538401,-209.28927785202288,781.8222637886479,0.35267010660845366,502.71112653296103,375.80164816774436,110.25967339367445,131.54136867200717,0.8365882914685148,142.59007695377682,-49.93337433446553,86.44795117297987,-26.073098508668213,195.0534537053152,-10.645783748566089,157.9716782506927,-4.017790942439866,,,,,82822.28799609767
