Player,Position,xG,npxG,Sh/90,SoT/90,Gls,G+A,Tkl%,npxG+xAG,G-xG,Starts,Unnamed: 0,90s,90s_stats_possession,npxG/Sh,PKwon,Mn/MP,MP_stats_playing_time,onxGA,Tkl+Int,onGA,onxG,PK,onG,Int_stats_misc,Def 3rd,Att,Cmp,Fld_stats_misc,xG+/-90,TotDist,Carries,+/-90,Blocks_stats_defense,PassLive,GCA90,Mid 3rd,PrgDist,PrgR,SCA,PrgP,Pass,GCA,Ast,1/3,Att 3rd_stats_possession,Att 3rd,A-xAG,Off,KP,xAG,Def 3rd_stats_possession,G/SoT,Tkld,Sh_stats_defense,1/3_stats_possession,SCA90,G/Sh,Won%,xA,PrgC,TB,xG+/-,+/-,PPA,Succ,Dead,Sw,CPA,FK_stats_passing_types,CrsPA,Crs,FK,PassDead,TI,CK,PKcon,In,Out,OG,Str,SoT%,Cmp%,Succ%,Tkld%,Total Score
Darwin Núñez,Centre-Forward,46.75541137939345,1235.9700555416869,2172.1194927753245,2403.0223293913787,152.64260441617063,586.6471953880483,-947.7435451753249,432.6590634006665,136.51991847377337,-2673.867765636508,-5553.284217146007,-490.86736628015785,-477.5110577587424,1568.1603547411187,4026.8522030506356,-2921.064225094805,3224.4735714997532,-1799.1453385135535,4023.8100113048295,-137.79841708385754,2470.2795674211043,-1930.4360436018692,2719.5567460341213,234.47001524716754,9297.740006729697,-1284.0155944679486,-1223.7173250158762,-805.1348095092216,4425.696044169893,-923.5588957818593,-1024.0612748846554,2939.4014726422056,-828.371090578992,-864.0827967311986,848.1327841094561,-723.0345244493147,-361.2611041544822,-37.635553095345706,-492.8753421591727,22.588375434416076,-256.8025580268835,137.47784015087552,467.9431060289635,-677.7747247127911,-131.08240379865768,1404.237959377873,1016.754037046341,-465.1797273503761,-456.4909212380532,-277.32771850345136,74.40488766289867,449.4442165465885,-104.3771925089328,-782.6931691768837,291.414573535096,-240.93450302369135,223.74251282051702,-352.80514675928373,-426.32877150447064,39.66490013740752,-206.83541681617024,683.5470974474882,430.75390915792013,-309.31387446756696,-68.43926120939764,-228.09324344611136,521.1388282486218,30.973858662762446,-85.22226530033352,-123.54055304464524,-87.40981942408285,-53.324865344773634,-39.47744182524837,-6.947154446971429,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,17785.19424805783
Deniz Undav,Centre-Forward,7136.683708527591,9360.367878630494,12466.193825656173,13867.905562538665,2779.9456137611587,1627.9459672018338,-9675.529956813732,6442.2895131020705,-6445.105609794161,1932.413965806628,-5339.612067371921,1583.4187438703686,1540.3345408564444,1568.1603547411187,-2471.022942781072,1243.505252449998,611.7760128523073,2476.2899902275467,-565.5957847215628,1761.9467504800048,1864.0112799308088,-1930.4360436018692,1843.8718074018193,234.47001524716754,-652.5498167700068,2205.9021793372954,1961.2461494728836,-1289.580330485109,-107.45810283267683,1850.4473119427103,1677.2350354288092,618.9652375283193,-828.371090578992,888.7708766378045,723.7487352134656,-2030.944110077375,1958.682924127747,1443.0220509327955,751.7866026094089,2067.982139408797,-256.8025580268835,672.3231360803087,-578.4808476106085,1319.5069543370942,645.9601568597989,1404.237959377873,-912.646246696664,311.9440524584874,212.4637827434075,83.10136132041004,165.35605593949776,-389.93866924405876,-190.80029067959433,-782.6931691768837,-8.175431474740197,200.54874723342755,-79.56475992901441,-316.19545387536334,355.8255376733632,303.16973379878146,226.6794051453969,-34.62475337098831,74.74340293500471,354.0855491859688,-150.6242514143403,-56.55658178851581,279.8944480976705,59.81509099136751,-37.67192473983309,-16.245393825442637,-59.28551196588097,-53.324865344773634,-39.47744182524837,13.604844125319048,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,57799.332554539404
Diogo Jota,Centre-Forward,3085.2961101571927,4717.854836865461,9721.107336887944,4189.757378713032,1466.294109088665,2669.2447390156194,-30.408637045162017,3568.118428462268,-2256.7984554418395,-41.70677624043031,-5172.390384940028,-705.4486880198667,-686.2537058913472,2451.80626892064,4026.8522030506356,-1047.0079601996435,-41.39837680955411,-3381.0564101477603,2188.0476928942726,-2797.441651673265,2648.5937696241326,-1930.4360436018692,2135.76678694592,4229.839075058902,-3140.122272644933,-312.59518320257155,-427.47645639368625,-1531.8030909730528,6228.845674029885,-355.53525110674076,-43.453710181822345,4432.64133834702,469.004220401341,12.344039953302902,5450.342593261103,1892.7846468068058,-103.48954545645677,610.1521486669661,273.0704700061083,301.505706885468,780.1442639584474,2276.8590238686083,1514.3670596685356,1069.8467444558585,363.3992257112692,772.2196068211123,1568.0112609729135,311.9440524584874,-322.69998044176106,263.3159012323403,-410.66800981229653,673.279652757428,327.7382983443748,-782.6931691768837,665.9020797973914,479.8544769879313,147.91569463313408,66.17244957891725,-35.25161691555365,500.79835904481195,-423.5928277969538,941.3523772284798,653.2604755472423,-254.03058916310565,54.838224098016354,-243.6874854149837,38.65006794671929,319.38618194881303,-85.22226530033352,-16.245393825442637,-31.16120450767908,-53.324865344773634,-39.47744182524837,-27.499153019261904,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,53754.21476572052
Dominic Calvert-Lewin,Centre-Forward,1903.6413939658257,3363.7885330173262,1180.8382607201327,914.0764549566647,-2474.6604049288176,-2537.249120053308,-947.7435451753249,1085.8797644551657,-9137.588780449225,4564.5749552027055,-5079.489450255643,4015.3403902537448,3906.084553025974,-1082.7773877974432,-2471.022942781072,3742.24693897688,1264.9504025141687,2903.8335231016567,1270.1665336889944,-137.79841708385754,187.85777922234413,-1930.4360436018692,-199.39304940688575,4229.839075058902,-1896.3360447074701,29.200887427838897,-521.1518527021792,1132.6472743943282,-1510.3325708483899,-1077.3705240311788,696.6274707259762,180.7040936282265,-828.371090578992,-1039.3681640680988,-768.8598515384195,-69.07973163528463,-499.22334683793247,1720.645351688072,-397.1321156385126,-535.2462874676878,-948.1004393504373,137.47784015087552,-578.4808476106085,570.5263246933871,704.8270175157426,772.2196068211123,465.49681311976815,-1242.3035071592396,-724.0728028306374,-817.9713382392429,-77.18039279809983,-893.5684007184474,-17.954094338271275,552.3510353050078,-307.7654364845764,-871.6248605338609,-458.6988508659285,342.7790180352055,-258.7242766806491,105.54110855275101,-423.5928277969538,-384.5033473594769,-14.259223620724168,-143.46401855418304,13.745728995545017,-259.281727383856,-81.97212212875633,204.0212526343928,-85.22226530033352,-16.245393825442637,-49.910742813147,-53.324865344773634,-39.47744182524837,-27.499153019261904,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,-1827.8333991897262
Dominic Solanke,Centre-Forward,7474.2993417251255,9747.243965444248,418.31423606229174,1509.6548047305503,2779.9456137611587,3710.5435108294046,-135.24691226003742,8401.951616265573,-7043.435203273063,6538.695697249763,-5070.199356787204,7019.478894609679,6828.48162688245,2451.80626892064,-2471.022942781072,7282.1309948899625,1264.9504025141687,8077.110270878389,2646.9882724969116,6321.335152633274,6928.134622496808,-1930.4360436018692,6806.086459651532,-3760.8990445645677,-1896.3360447074701,1018.6105655685008,977.6544882337075,4281.543160737597,146.18680220217806,447.25351036997085,2306.304039200438,1177.3947595945674,3496.2132793554515,888.7708766378045,972.5168330054466,5162.558610876956,916.70493333432,748.9637990446043,751.7866026094089,1696.0923641407278,780.1442639584474,2276.8590238686083,1514.3670596685356,1444.337059277712,869.6542273523849,1404.237959377873,52.05389517483845,311.9440524584874,212.4637827434075,1254.4958707479582,771.6971777834918,-110.14437398050966,1364.815476392313,3889.9615465097363,591.0045785449322,-628.3585797799384,-3.737941741631501,53.96921861761054,-35.25161691555365,336.10783800645316,226.6794051453969,32.89567704784283,297.24996932432686,77.66912266366221,260.300699610373,302.11098349554766,-81.97212212875633,146.33878797718265,-85.22226530033352,-123.54055304464524,-68.66028111861493,-53.324865344773634,-39.47744182524837,-6.947154446971429,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,300.6668644534707,-2.48026444805113,,,,,116353.87973160403
Duván Zapata,Centre-Forward,-2654.1696542008735,-1859.0386389683363,5679.730006201393,4785.335728486917,-2474.6604049288176,-3578.5478918670938,-9675.529956813732,-2572.1561614500356,-1060.139268484033,-3331.9080129855274,-5005.168702508135,-3852.6414068689414,-3747.8125451695614,1568.1603547411187,-2471.022942781072,6240.988625503761,-8532.665442413752,-2440.4606378247186,-1483.4769439268414,-3177.3906851860374,-3021.797860432163,-1930.4360436018692,-1950.76292667149,-1097.3196713567443,-652.5498167700068,-2705.167677615445,-2558.5917224119007,-2258.471372436884,-1625.385820806346,-2172.9410691052794,-2337.705370995998,1131.393651934582,-2558.2048385527696,-1039.3681640680988,-1763.9322427063437,-2684.898902891405,-1577.5071909691094,-1472.0226069976075,-875.8482482418132,-1650.9156132718956,-1985.047261335768,-1467.058047637424,-1624.9048012501808,-1301.9252494158802,-1155.3657792120778,1404.237959377873,-774.8319407150208,311.9440524584874,-456.4909212380532,-908.0786081952083,-471.302121996696,225.6087803357493,-536.4926833622404,-115.17106693593789,-607.3554414944126,605.992548489965,72.08887644575141,-43.656629072844034,-370.46060656319673,-421.46855876999683,-423.5928277969538,-163.5273932614841,74.74340293500471,-198.74730385864436,-356.08672692669694,-134.5277916328774,-202.59431220423195,-142.0735353088679,-37.67192473983309,-16.245393825442637,-78.0350502713489,-53.324865344773634,-39.47744182524837,-48.05115159155238,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,-85957.89158802165
Dušan Vlahović,Centre-Forward,10175.224407305392,6845.673314341102,7128.52565305129,4487.546553599974,5407.2486231061475,4751.842282643191,-4433.616196069944,4090.694989305868,-5846.776016315257,4564.5749552027055,-4995.878609039696,4516.030140979734,4393.150732002053,-1082.7773877974432,-2471.022942781072,2909.333043467919,2571.2991818378914,-1414.3561589268543,-4237.120421542677,-897.6964841094025,3825.4675041641185,11122.988632182198,4470.926623298726,-2429.109357960656,-3140.122272644933,856.7071636909379,602.9529029997359,-320.68928853333415,3412.9877502691365,802.0996351907695,770.635588816756,3236.4919596129416,-395.91265358554773,888.7708766378045,-146.9396070584671,-2030.944110077375,-985.7217815637833,1443.0220509327955,847.5298291300691,-628.2187312847052,-948.1004393504373,672.3231360803087,467.9431060289635,-552.9446197721733,787.2406224340638,-1123.835450849169,1154.5683430279842,1089.067832267351,78.67284194711539,-367.43498845941645,-501.61917808889564,-613.7741054548981,327.7382983443748,1219.8731375459536,-382.66293773703546,-276.97395202427253,-382.87203267854574,208.54347746083027,-258.7242766806491,138.47921276042274,226.6794051453969,861.5555049153157,786.7644153808357,-143.46401855418304,-68.43926120939764,192.95128971344138,159.2722580221949,204.0212526343928,-85.22226530033352,-123.54055304464524,-21.786435354945116,677.7774264166745,-39.47744182524837,-48.05115159155238,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,61905.437143759234
Eddie Nketiah,Centre-Forward,-2485.3618376021063,-1665.600595561459,9492.350129490595,6125.38701547816,-5101.963414273806,-4619.846663680879,2249.823848878387,-1135.0706191301347,-7342.600000012516,-3331.9080129855274,-4949.428141697503,-2565.1534764306834,-2495.3566563739278,-2850.069216156485,4026.8522030506356,-4170.435068358246,1264.9504025141687,-2910.7585239862397,811.2259540863549,-2417.4926181604924,-989.015955317642,-1930.4360436018692,-1950.76292667149,-1097.3196713567443,4322.595094979845,-1517.8760638466506,-1317.3927213243692,890.4245139063844,2245.4167422871687,-1018.0046324261783,-857.5430091804008,180.7040936282265,469.004220401341,-864.0827967311986,-644.4758026424294,-1376.989317263345,-698.9055401955578,-315.2588538506222,-588.6185686798328,-907.1360627357572,780.1442639584474,-932.2127517079908,-578.4808476106085,-552.9446197721733,-401.86996281599863,772.2196068211123,-774.8319407150208,-1242.3035071592396,-188.90903964546888,-7.005908635555513,-228.76567325909835,-1397.1981321928358,-622.915781532902,-782.6931691768837,441.20957604001416,326.6868187354612,-762.0061236154598,-190.09540060852603,-202.85611173937522,434.92215062946843,-206.83541681617024,247.73341019866916,-14.259223620724168,-198.74730385864436,-68.43926120939764,-212.49900147723903,-202.59431220423195,88.65632331997256,-85.22226530033352,-123.54055304464524,-59.28551196588097,-53.324865344773634,-39.47744182524837,-27.499153019261904,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,-39175.30340457207
El Bilal Touré,Centre-Forward,-5692.710352978672,-5340.92342029211,8119.80688510648,1509.6548047305503,-3788.311909601312,-3578.5478918670938,16534.03884690521,-4139.885843980836,1333.1791054315795,-5964.069002381605,-4865.817300481557,-5640.819088033189,-5487.334612941274,-1966.4233019769647,-2471.022942781072,-5003.348963867206,-5266.793494104446,-4535.423948907858,-3778.179841940038,-3937.288752211582,-3342.763424397614,-1930.4360436018692,-2534.5528857596914,-3760.8990445645677,-1896.3360447074701,-3244.8456838739876,-2839.617911337379,-3469.5851748766027,1621.2730764447197,-2527.7871939260776,-2929.770315722237,1725.5746258760546,-2990.663275546214,-2091.080368089501,-520.0917537464388,-2030.944110077375,-1541.2013376313594,-1980.998658382281,-1737.5372869277542,-1650.9156132718956,-1985.047261335768,-1467.058047637424,-578.4808476106085,-1052.2650395346448,-1284.8728726551537,-491.81709829240873,-223.57471678844797,311.9440524584874,-724.0728028306374,-367.43498845941645,-1047.3261877484902,897.1150889682673,-882.1850760448865,-782.6931691768837,-532.4579402419536,344.7065432357518,72.08887644575141,603.1146118764178,-202.85611173937522,-421.46855876999683,-206.83541681617024,75.8632236780081,74.74340293500471,-198.74730385864436,-273.9017367217543,-290.4702113216007,-202.59431220423195,-142.0735353088679,-85.22226530033352,-123.54055304464524,-106.15935772955078,-53.324865344773634,-39.47744182524837,-48.05115159155238,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,-95141.76620349701
Eldor Shomurodov,Centre-Forward,-2654.169654200873,-1859.0386389683356,5298.46799387247,7912.122064799813,-2474.6604049288176,-1495.9503482395226,3429.254445045739,-2310.867881028236,-1060.139268484033,-4647.988507683566,-4847.237113544679,-3566.5329778826613,-3469.489014326087,684.5144405615972,-2471.022942781072,-4795.120489989967,-41.39837680955411,-5219.493601506434,-1024.5363643242022,-3937.288752211582,-2165.8896898576277,-1930.4360436018692,-1950.76292667149,-2429.109357960656,-652.5498167700068,-1481.897530096081,-1130.0419287073832,-3227.362414388659,4031.676875194013,-1151.5778885374295,-1264.5876586796899,1971.8583339155634,36.54578340789666,-162.9413273835974,7067.33522890898,-69.07973163528463,-1094.6393415770337,-1055.5876558646928,-684.3617952004929,-907.1360627357572,434.4953232966704,1207.168432009742,467.9431060289635,-802.604829653409,-366.54984642243244,140.20125426435183,1705.8255669545567,-1242.3035071592396,-55.11809884917675,-727.8640682832777,-744.1556268264932,-222.06209208592944,-190.80029067959433,-782.6931691768837,141.61957103017792,687.0813087412727,72.08887644575141,151.5950663080651,-202.85611173937522,-92.08751669327945,-206.83541681617024,376.63605008916494,163.74602949073358,-198.74730385864436,-232.80924161928294,-196.90475950836674,38.65006794671929,-26.708605994447666,-85.22226530033352,-123.54055304464524,-68.66028111861493,-53.324865344773634,-39.47744182524837,-48.05115159155238,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,-37997.38041472499
Elye Wahi,Centre-Forward,1734.8335773670613,1622.84614235544,265.8094311307235,7465.438302469398,-2474.6604049288176,-2537.249120053308,-9675.529956813732,-351.2057778647335,-8838.423983709774,-3331.9080129855274,-4782.20645926561,-3924.1685141155112,-3817.3934278804295,16590.14089579297,-2471.022942781072,-2088.1503295858442,-4613.619104442584,-3723.0912364470487,-5155.001580747956,-3557.3397186988095,-1024.6787957582476,1332.920125344148,-199.39304940688575,-2429.109357960656,-3140.122272644933,-2975.006680744716,-2535.1728733347773,-2258.471372436884,4143.3062314475665,-2299.768201170508,-2356.207400518693,4525.652465575244,-2990.663275546214,-1389.9388987418997,4206.502104301199,-2684.898902891405,-1697.3165069836846,-1240.6698563682105,-1258.8211543244538,-1650.9156132718956,-1985.047261335768,137.47784015087552,-578.4808476106085,-927.4349345940268,-1496.7935710165511,-1755.8538034059297,741.1254250830544,-465.1797273503761,-857.8637436269296,-998.1858781511734,-986.6920755640909,-669.732964507608,-450.0695851915789,-782.6931691768837,-906.9454465042489,92.4304002316841,-3.737941741631501,-783.9859740587918,-538.0651013870183,-388.53045456232513,-423.5928277969538,358.2213872476655,386.2525958800557,-419.8804450764896,-314.9942318242256,-165.7162755706221,-81.97212212875633,-113.23230298026284,-85.22226530033352,-123.54055304464524,-87.40981942408285,-53.324865344773634,-39.47744182524837,-48.05115159155238,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,-66474.80832260993
Emanuel Emegha,Centre-Forward,17265.152704453587,20966.650483043075,265.8094311307235,7912.122064799813,9348.20313712363,7875.738598084547,-947.7435451753249,15064.802767021478,-9436.753577188676,7196.735944598783,-4772.916365797171,6876.42468011654,6689.3198614607145,12171.911324895367,-2471.022942781072,6240.988625503761,1918.1247921760303,5383.586013771495,-2860.298682734759,1002.0486834544599,6428.85485632833,-1930.4360436018692,5346.611561931028,-2429.109357960656,-1896.3360447074701,-186.67031507557823,275.08901592001064,4039.320400249653,1121.6220076471725,-335.2968789686724,955.6558840437057,2480.0462811598777,3496.2132793554515,12.344039953302902,-1888.3162916023339,-1376.989317263345,-1268.9074375982339,980.3165496740014,-301.38888911785244,-1279.0258380038265,1471.442145282001,-397.3674557785576,467.9431060289635,-1426.7553543564982,175.02527161224947,-491.81709829240873,-361.38902277009106,311.9440524584874,212.4637827434075,623.7449810562015,832.3312899678912,281.5676393884592,241.3152001737133,2554.9173420278453,441.20957604001416,-1069.841830037057,678.7034219448141,131.2563480392204,-370.46060656319673,500.79835904481195,-423.5928277969538,327.53028251183315,697.7617888251067,-254.03058916310565,-150.6242514143403,-40.962339819643475,-202.59431220423195,521.2748082490484,-85.22226530033352,-123.54055304464524,-106.15935772955078,-53.324865344773634,-39.47744182524837,-27.499153019261904,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,122705.11784838518
Enes Ünal,Centre-Forward,-3835.824370392239,-3213.1049428164697,20930.210499358192,13719.010975095194,-3788.311909601312,-3578.5478918670938,-9675.529956813732,-3617.309283137236,-1957.6336587023873,-6622.109249730624,-4661.435244175909,-5783.873302526329,-5626.496378363012,-199.13147361792184,-2471.022942781072,-7085.633702639608,-2000.9215457951384,-4449.915242333035,-5155.001580747956,-5457.084886262673,-3271.437743516402,-1930.4360436018692,-3410.237824391994,-3760.8990445645677,-3140.122272644933,-3190.8778832481335,-3120.644100262858,-2016.2486119489404,1707.3737815941765,-2898.8240164573313,-2578.2317547910325,2619.9733550721658,-2990.663275546214,-2441.6511027633014,6072.262837741056,-2684.898902891405,-1573.8766056353343,-2119.8103087599193,-1929.0237399690745,-1186.0533941868089,-1985.047261335768,-397.3674557785576,-578.4808476106085,-1301.9252494158802,-1167.1391513432666,-1123.835450849169,741.1254250830544,-465.1797273503761,-1125.4456252195139,-998.1858781511736,-804.7897390108926,-278.0209511386393,-277.22338885025584,-782.6931691768837,-682.2529427468717,-42.71753352049502,-231.21839630378003,383.45645457289504,-482.1969364457444,-487.34476718534034,-206.83541681617024,75.8632236780081,119.24471621286914,-198.74730385864436,-356.08672692669694,-259.281727383856,-81.97212212875633,-228.59723229468307,-37.67192473983309,-123.54055304464524,-68.66028111861493,260.00468826727564,-39.47744182524837,-48.05115159155238,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,-91728.2182668396
Erling Haaland,Centre-Forward,26718.390433984518,27156.667872063117,8501.0688974354,15654.640611860317,21171.066679176078,18288.7263162224,-947.7435451753249,20029.280095035676,734.8495119526765,10486.937181343881,-4522.083842149331,11239.578222157304,10933.753706823692,4219.098097279681,-2471.022942781072,7282.1309948899625,5183.996740485338,9359.74086950072,811.2259540863549,7841.131286684364,11778.280922419175,4596.276294290164,10600.721193724841,2898.0493884549915,591.2364111674561,1162.5247005707788,673.2094502311056,-1289.580330485109,1787.235305211064,-172.04067705492096,770.635588816756,1971.8583339155634,1333.9210943882297,4043.90748870201,474.9806374214851,-723.0345244493147,-339.47759215183214,1628.104251436313,3145.3672656259114,-628.2187312847052,1125.7932046202243,2811.7043197980415,1514.3670596685356,-677.7747247127911,1764.4305093227288,140.20125426435183,189.86820115648166,-465.1797273503761,1817.9550722989134,1164.3886007919928,-46.86333670590013,57.73220317761967,500.58449468569785,-115.17106693593789,141.61957103017792,-132.8161560219479,451.2229673826655,379.38871091912597,355.8255376733632,6.726795929735777,-206.83541681617024,683.5470974474882,697.7617888251067,-32.89744794526042,54.838224098016354,-181.31051753949438,-202.59431220423195,290.54494962020794,-85.22226530033352,-16.245393825442637,-78.0350502713489,51.11831919257611,-39.47744182524837,-27.499153019261904,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,253793.1528003863
Evan Ferguson,Centre-Forward,-7549.596335565105,-7468.74189776775,647.0714434596457,-2659.393643686645,-5101.963414273806,-5661.1454354946645,808.2975646738448,-6491.480367777038,1632.343902171031,-6622.109249730624,-4475.633374807138,-6570.671482238596,-6391.886088182564,-5501.006958695046,-2471.022942781072,-7293.862176516847,-4613.619104442584,-5091.2305416442005,-3778.179841940038,-3937.288752211582,-5018.916925106078,-1930.4360436018692,-3994.027783480195,-3760.8990445645677,-3140.122272644933,-3928.437825134809,-3589.021081805323,-3954.0306958524898,-3084.5025000570877,-3170.0182031074473,-3484.8312014030853,-3252.341533589168,-2125.746401559325,-2967.5072047740027,-3629.6929761462006,-723.0345244493147,-2111.203235034035,-2721.327460396352,-2407.739872572375,-2208.7502761739997,-1639.3983206739913,-2001.9033435668573,-1624.9048012501808,-1676.4155642377336,-1979.5018283952893,-1123.835450849169,-637.0176347333776,-465.1797273503761,-1259.236566015806,-998.1858781511736,-835.1067951030924,897.1150889682673,-1055.0312723862096,-115.17106693593789,-832.0479452517898,-835.5854115332799,72.08887644575141,-487.0406873336589,-426.3287715044706,-553.2209756006838,-423.5928277969538,-132.83628852565175,-147.76316345431746,-419.8804450764896,-356.08672692669694,-212.49900147723903,-202.59431220423195,-199.755999966078,-85.22226530033352,-123.54055304464524,-106.15935772955078,51.11831919257611,-39.47744182524837,-48.05115159155238,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,-169889.8887329576
Evanilson,Centre-Forward,8993.569691114026,9940.682008851123,3010.895919898951,7465.438302469398,5407.2486231061475,2669.2447390156194,4896.990298054,6703.57779352387,-3752.622439139097,5880.655449900744,-4466.3432813387,5159.774106198864,5019.3786763998705,2451.80626892064,30018.352786377465,3742.24693897688,2571.2991818378914,1535.6942179045052,-565.5957847215628,2901.793851018322,7249.1001864622585,-1930.4360436018692,3011.451725578222,-3760.8990445645677,1835.0226391049193,-492.48785195541916,-544.5707017793025,5492.6569631773145,3868.1558759208656,-981.5755625776554,345.0889097947719,666.0037372662877,36.54578340789666,2291.053815333007,972.5168330054466,-69.07973163528463,-735.211393533308,517.6110484152072,2283.678226939971,-721.1911751017225,88.84638263489344,1742.0137279391752,-1624.9048012501808,-303.28440989093764,363.3992257112692,140.20125426435183,-2152.975000531453,-465.1797273503761,1149.0003683174525,-7.005908635555513,-289.3997854434977,-54.18551492779979,-536.4926833622404,-115.17106693593789,66.72206977771886,335.6966809856067,223.74251282051702,-190.09540060852603,188.22104284954167,171.41731696809447,443.4368161261805,1027.2874704888104,119.24471621286914,-309.31387446756696,-150.6242514143403,-243.6874854149837,159.2722580221949,117.49755564857762,-85.22226530033352,-123.54055304464524,-106.15935772955078,-53.324865344773634,-39.47744182524837,-48.05115159155238,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,118281.49175885505
Evann Guessand,Centre-Forward,5110.989909342392,7039.111357747978,-2174.2674477743644,765.1818675131934,8034.551632451136,12040.933685339687,2433.29083050442,8663.239896687372,9111.46382065732,9828.89693399486,-4457.053187870261,10095.144506212184,9820.459583449796,-199.13147361792184,4026.8522030506356,6240.988625503761,5183.996740485338,5682.866486783372,18709.908558589286,5181.488052094956,9816.824698185865,-1930.4360436018692,8849.351316460235,14884.156567890197,11785.312462604625,4472.549805623175,4560.738397033562,10821.557693912077,2418.2565266743095,3450.6279356593154,5451.649058058582,2200.919405029232,6955.880775303007,5972.046529407913,3584.581859821246,7124.422989319047,3283.8465709556244,3849.090657478525,5347.461475601095,4764.183010102299,4927.931551899771,6020.776095374641,5700.0628742268245,3816.1090531494506,2388.4192322757317,5828.366427275196,3359.5972387342754,1089.067832267351,2353.1188354840815,2696.2121900434026,1499.3065239962848,561.3619346520082,2661.161948952236,1219.8731375459536,2313.6471073514904,786.1897934928708,451.2229673826655,13.291782079921107,1808.3978261464836,1983.0130483900402,1527.2238710300983,873.8319468096487,742.2631021029712,1017.4849728395044,1369.798067377099,37.00887002471814,-81.97212212875633,521.2748082490484,57.42875638116778,305.6400838321652,212.58279346340393,-53.324865344773634,-39.47744182524837,-48.05115159155238,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,296646.8396817347
Florian Ayé,Centre-Forward,-5523.902536379905,-5147.485376885234,-5529.373156268861,-4892.812455338714,-3788.311909601312,-4619.846663680879,-9675.529956813732,-5315.683105878938,1034.014308692128,-5306.028755032586,-4169.060290348667,-4782.49380107435,-4652.364020410852,4219.098097279681,-2471.022942781072,-6460.948281007888,-41.39837680955411,-3124.5302904232944,-2860.298682734759,-4317.237785724355,-3449.7519457194303,-1930.4360436018692,-2534.5528857596914,1566.2597018510794,-3140.122272644933,-2939.0281469941465,-2628.84826964327,-2742.916893412771,-1776.393211376163,-2395.5631626240315,-2855.7621976314567,1963.2470154526434,-1260.8295275724365,-2967.5072047740027,1221.284930797428,-2684.898902891405,-1788.0811403280597,-1980.998658382281,-2407.739872572375,-1836.8605009059304,-602.4514986886604,-932.2127517079908,-1624.9048012501808,-1301.9252494158802,-1520.3403152789285,-491.81709829240873,-223.57471678844797,-1242.3035071592396,-1393.0275068120982,-1268.5076880190693,-744.1556268264932,1848.4156928643345,-1141.454370556871,-782.6931691768837,-532.4579402419536,-1457.265906793304,678.7034219448141,-629.4117152155719,-593.9332663282921,-454.40666297766865,-423.5928277969538,-145.1127304199847,119.24471621286914,-309.31387446756696,-314.9942318242256,-212.49900147723903,-81.97212212875633,-199.755999966078,-85.22226530033352,-123.54055304464524,-87.40981942408285,-53.324865344773634,-39.47744182524837,-48.05115159155238,-23.759486577024898,-18.412010011838913,-14.745195099565697,-10.241485811450163,-4.295240920763867,-2.48026444805113,,,,,-130483.39569794429
