Player,Position,TI,Dead,Def 3rd,90s,90s_stats_possession,MP_stats_playing_time,onGA,Starts,onxGA,Tkl+Int,Unnamed: 0,CrsPA,Att,Pass,onxG,Cmp,Carries,onG,Blocks_stats_defense,PKcon,Int_stats_misc,xG+/-90,PrgDist,G/Sh,TotDist,+/-90,PrgP,Off,Sh/90,Fld_stats_misc,Mn/MP,Mid 3rd,G/SoT,Att 3rd_stats_possession,npxG/Sh,1/3_stats_possession,Crs,PrgC,Def 3rd_stats_possession,+/-,PPA,PassLive,Tkl%,xG+/-,1/3,SCA,Att 3rd,SoT/90,xA,A-xAG,GCA90,PrgR,GCA,FK_stats_passing_types,KP,Ast,xAG,Won%,SCA90,Tkld,npxG+xAG,Succ,Sh_stats_defense,Gls,G+A,Sw,TB,npxG,xG,CPA,PassDead,G-xG,CK,FK,In,OG,Out,PKwon,Str,PK,SoT%,Cmp%,Succ%,Tkld%,Total Score
Dennis Appiah,Right-Back,5817.661085761701,4532.698744096852,6927.214409785981,3082.6977132803063,3007.0515721679562,3262.2028866173237,9604.186772143375,1187.182326858868,8674.542142057655,4766.452569254119,-6067.6585809760845,489.71607266811503,1608.4503749843775,4306.833537997665,336.90330276137865,948.6930033780231,139.8040925265473,-578.8894231081874,3472.227059205551,14297.918812290982,1604.5396379220701,-5617.793004561151,2229.571129569199,-2517.6230596570153,421.31670970401547,-4911.888274415693,1171.3732229565126,1135.8505438202778,-3387.533354181825,-1363.0358880587678,382.1212701515572,3251.104617956245,-2647.301677495712,658.9759217064623,-1357.0710538284025,427.92210725405675,213.41653891980633,1309.444001448271,1454.2768054103967,-3631.0513349986645,1175.6748579030245,222.60802646051044,-248.40738720272768,-2942.3472313799552,597.9598418696514,85.11487761745619,-216.5231879568022,-915.4319075182491,626.7286362946397,-1258.2236116337608,-115.58745945456819,491.7185840603314,174.14635528543863,-81.99473578292735,-182.44509279802986,-103.71927125245216,473.90718970947165,-86.99887391430897,-240.14578887850527,336.1537791564321,38.70677568275706,430.4971725614413,177.2641180403052,-290.17915120563407,-177.01065224830828,-81.34000804624819,373.6210610449446,-209.51124621191892,-186.9879247811977,-55.69782687302896,27.98169324607163,-28.01765302892464,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,56291.9265113891
Denzel Dumfries,Right-Back,2352.1362938180278,865.8016506027977,-2784.6444799269198,4681.884333463888,4566.995844256802,4990.582224603201,-16.790536314936116,3353.6010316045085,-1520.7948770775392,-2744.0313341837546,-6038.956269721425,2664.9665349846277,-93.53385056073938,5628.2876837929325,7468.418890938331,-717.3975466245575,457.89127232519326,7561.077188940676,3905.6880842436303,-2103.897963370144,-3260.01704212738,6500.316346070426,-1199.6070594107257,4059.5715293253693,-664.9031949872269,4560.392336057356,-848.9811423548189,1135.8505438202778,8278.761822402605,1155.3665750050745,516.7802417363312,-492.129701043611,945.3113379445714,3212.0415976761515,2007.1841486417716,977.6964737486184,1240.3802329854636,2074.621724322545,-1485.250377116136,3576.543635974435,988.0776165834942,1824.7405763197785,-28.777613013739774,3603.7498145027644,-1150.9010142323148,1997.6962452567664,300.42592329006305,5708.818345622456,1281.425062078155,-707.59542489483,80.36406204681528,2567.26001070173,589.9207785294234,-659.3585895908218,774.8904216092145,515.3551290356219,860.1200526490893,1078.6739406368977,708.2328560123191,1103.2430481991864,1873.3229356138045,-8.537701362774525,58.466059985223474,2019.163260472537,1167.6668594334424,13.39134278810186,-31.842704066330512,1485.3212339984098,1274.8732176151345,297.2310571518039,129.78175819844654,215.22226727599323,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,405.5919660913613,-5.023319509114325,-2.5146595190717593,,,,,94950.92261957956
Devyne Rensch,Right-Back,-9094.59710987471,-8972.214941698325,-6783.645199220467,-8532.447212263585,-8323.06998300365,-10564.831817269695,-8721.484291586743,-7478.492492123693,-8381.208572196549,-5382.850002959223,-6000.68652138188,-3860.7848519649096,-6161.987951297467,-6264.799628364475,-5310.597480939446,-5312.162891553549,-5301.16082508187,-4648.872729132619,-5196.993441556021,-2103.897963370144,-3665.3967654648345,5727.072008247133,-4594.3384559348,-2517.6230596570153,-4239.186017331985,4381.715772332723,-3835.59194324983,-3174.3637714712413,-2696.7658766209047,-1992.6365038247284,-2176.399189959147,-1323.9595497102455,-2647.301677495712,-2936.157377107998,-133.70552565743006,-2320.9497252187516,-2235.4968853906075,-2625.755716190851,-2530.6889148347773,853.6744247179308,-1638.2837618899282,-1872.4883848939169,3346.585232417024,793.4716482754784,-1588.1162282578064,-1349.3211481120265,-1250.4214104505327,720.1854389362461,-573.5481443084714,393.66094858303126,472.2671050495822,-883.3276110895953,-657.4024912025308,-731.5290713168085,-948.3135043238252,-103.71927125245216,-298.5185361697637,412.57518946477967,646.1893932624519,-737.771197503424,-354.4252585881817,-573.0111106939092,-297.9281141800216,-290.17915120563407,-177.01065224830828,-176.07135888059824,-234.57458662196805,-209.51124621191892,-186.9879247811977,-156.53465088012405,-73.81837170630328,-28.01765302892464,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,-175848.62732122163
Dimitri Foulquier,Right-Back,9073.15407213303,9004.52446787009,2928.2136904924328,5776.064652536861,5634.326135686009,6718.961562589078,6855.336112583857,4075.740599853055,5768.394673986407,503.74548892451526,-5924.147024702792,-1685.5343896483976,3451.2884674711595,1003.1981735094963,1697.250206864497,2757.963210021451,2416.638642664224,1116.9369544019926,437.99988393900105,-2103.897963370144,-827.738702102655,-2039.4176421430855,2344.9678842962985,-2517.6230596570153,1699.8880558509989,-2047.9048040319974,2137.6296585401924,4009.326754014624,-317.4556761332909,3988.569345951897,516.7802417363312,-76.21477671029366,-2647.301677495712,832.6538588472574,-1662.9124358711458,2260.5033289025955,1161.3830257496438,1855.999517787038,1011.5028364942665,-1869.1947865385735,50.091409985843285,-23.87390428706926,167.73323757640776,-1343.6859990949724,986.5955876700884,324.18754857237,-216.5231879568022,-588.30843822735,517.6125653307206,-294.6242848406321,15.046888213020729,24.721763066016692,589.9207785294234,1289.244417010822,-373.9121956794787,-103.71927125245216,23.325516279917714,-312.99666449056315,-337.64265891401067,489.57163296498294,-92.33723574088917,-71.25696906623392,-60.33199806985822,-290.17915120563407,-177.01065224830828,13.39134278810186,-234.57458662196805,-107.82129739929918,-99.27625623741777,95.55740913761367,78.88172572225908,-100.98962912040002,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,66994.32522693748
Diogo Dalot,Right-Back,12433.66296129053,10167.19915605113,11497.500946121463,13098.656018640622,12777.22885525072,9311.530569567894,8687.90321895687,11297.136282338523,11247.197277727282,10856.034112582125,-5914.579587617905,2664.9665349846277,10153.58496944538,-318.2559722857711,7798.199958599692,9175.015094015765,10586.45673433471,4508.589709422352,1738.382959053237,6097.010424460419,8901.374657996244,-640.9028430491957,5088.654903404798,-2517.6230596570153,6633.7323049556835,-543.4795612552253,3630.935058987698,2572.588648917451,1294.3351048421903,-1048.2355801757874,3075.3007018470353,4082.9344666228794,-2647.301677495712,5278.809049651613,172.1358563853129,3360.052061891719,2109.349512579481,3714.2882733388456,4529.096033994636,-908.1821237421601,1926.0638231811452,4166.318918421786,606.9927859543835,-788.3615710380838,597.9598418696514,3591.514051622859,817.3750345369284,-15.842366968276671,1172.3089911142356,256.00390189829864,-311.5389809559516,2619.148546367765,589.9207785294234,-81.99473578292735,1157.824627372112,515.3551290356219,409.53837921953533,563.2403831822825,504.3757641198989,719.6984136778092,628.4048270891652,932.2513141891166,533.6582922055502,-290.17915120563407,15.086135134798983,392.31674612550205,576.3529436005822,434.52509626800605,368.51930932940854,549.3231171695415,129.78175819844654,-490.1735016082687,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,226634.9598340849
Djed Spence,Right-Back,-483.2930814086136,-118.00000862731449,1785.6420564085624,-199.84324393861883,-194.93930211967086,-1058.7454583473693,-16.790536314936116,-979.2363778867723,1718.8449233953268,1315.6896947015825,-5876.30983927836,489.71607266811503,1350.2182855913252,1003.1981735094963,1120.1333384571126,2029.0485943953217,2717.984391947152,2812.7633319121724,2171.8439840913156,-2103.897963370144,793.7801912471618,-409.21328782660294,-634.6796631347771,2232.5730323858184,445.73283694762347,2358.7863291199114,2137.6296585401924,1135.8505438202778,-240.70373418207745,2729.368114419976,382.1212701515572,-76.21477671029366,740.0191656336983,103.20652285591765,-745.3882897429163,2810.277695397157,-1603.5192275040488,1309.444001448271,1060.6999441516143,1334.1807561161374,237.68865130537347,-393.5968004084388,2283.114746870345,-165.72509109551135,695.1187783197606,-313.3395739740668,817.3750345369284,393.061969645347,-137.08386045279465,531.3179952677639,668.2186265509655,-1.222504767000795,589.9207785294234,495.36911802496707,-182.44509279802986,515.3551290356219,280.80075823966274,384.821074832608,-178.10232612863837,1026.534121294911,71.46777853866867,1245.8476527064136,414.86023415046856,94.71125074072778,207.1829225179062,-81.34000804624819,170.88917848930703,-73.92464779509261,-70.03903338949112,95.55740913761367,-124.71840418249073,117.9262991540261,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,32801.48950302132
Djibril Sidibé,Right-Back,146.8023353084178,2475.658911161163,5784.642775702109,2998.5299964285405,2924.9492420580186,2398.0132176243856,-16.790536314936116,2631.4614633559618,-996.735497589281,4766.452569254119,-5857.174965108588,3752.5917661428834,2700.0678437822803,-3621.8913367739397,4417.944015070731,2497.6365615835475,2717.984391947152,2473.5980564101365,-3463.149341403707,-2103.897963370144,1199.159914584616,4376.190396180555,4985.314526037245,-2517.6230596570153,2309.100206343949,1709.688978450698,3279.5690824118146,-300.8875612768952,-2927.0217024745452,1470.1668828880547,786.098184905879,2835.1896936229273,-2647.301677495712,-713.0797817058196,172.1358563853129,-671.6266257350665,-339.5639117309322,-1423.333580245564,1503.4739130677447,1174.0119789834018,1550.8693405420847,838.8128533294597,422.0413971636574,2173.36871193199,743.6982465448152,164.80576793576077,1851.2732570306587,-915.4319075182491,517.6125653307206,-156.96723815589942,602.9014527171713,-675.7734684254553,1005.695201773408,1866.6082708187162,104.75556152414345,515.3551290356219,602.6448106893442,678.2217152298507,-186.96567795004796,-430.9354898863223,169.75078710640332,54.181566340684874,-297.9281141800216,-290.17915120563407,15.086135134798983,108.1226936224519,779.0848261562196,-141.71794700350577,-128.51347908534441,-206.9530628836716,-124.71840418249073,-76.66563708990822,-44.78213246229393,93.0977877959684,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,51982.51633817456
Elseid Hysaj,Right-Back,-8569.517595943851,-8614.468883796464,-7354.931016262402,-9205.788947077725,-8979.888623883164,-10564.831817269695,-9179.626068179994,-8200.63206037224,-8142.99976333825,-6803.752363069091,-5512.747230052686,-2773.159620806654,-6549.3360853870445,-7586.253774159742,-5764.046448973818,-5702.652864210405,-5719.696587974826,-4309.707453630583,-6063.915491632178,-2103.897963370144,-4070.776488802289,3887.731557276889,-4756.238380477298,-690.6245627174638,-4252.88286920035,7932.192006344801,-4186.957919825714,-3174.3637714712413,-4692.316367352452,-3566.6380432396295,-3657.64787739166,-2987.6192470435144,-81.1495236097951,-2918.7895833939187,-133.70552565743006,-2137.6916030538973,-2156.4996781547875,-2516.444612923098,-2616.783853235136,1174.0119789834018,-1638.2837618899282,-1872.4883848939169,4791.517957344577,507.3954277613237,-1685.2751647079156,-1588.3938190669403,-1767.3705216973979,-1406.1171114545975,-464.4320733445522,1632.5743687456254,3019.6368845675674,-1272.4916285848576,-241.6280679585461,-803.6995530427953,-661.112850001652,515.3551290356219,-234.1497256798274,238.1207546339869,371.425486798755,-507.64441679059775,-354.4252585881817,-384.853307583531,-297.9281141800216,-290.17915120563407,15.086135134798983,-176.07135888059824,-234.57458662196805,-243.4078958161255,-216.22514762912436,-206.9530628836716,-124.71840418249073,-3.6936609984328563,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,-179052.14068874653
Emil Holm,Right-Back,-273.2612758362698,597.4921071764035,-1642.0728458430494,-3566.5519180093124,-3479.0325065172383,-2787.1247963332466,-4140.0665256542125,-3867.7946508809596,-5713.269912983601,-1323.1289740738864,-5464.9100446282555,-1685.5343896483976,-1760.3046093704402,342.4711006118626,-1641.7831032067932,-1550.442821625848,-1584.5632505924282,-1257.2199741122595,4.538858900922438,-2103.897963370144,-2449.257595452472,4485.9312931162285,-839.6380782470872,2232.5730323858184,-506.49612555308744,1972.1346843890888,-936.8226364987896,-3174.3637714712413,1601.3428726470431,2414.5678065369957,-1503.1043320352774,1171.5299962896581,7617.306938047955,-174.6781765693546,-745.3882897429163,-488.36850357021257,-971.5415696174906,-548.8447541035368,-771.8923160845924,853.6744247179308,-512.7003139727473,-270.355835034649,942.2171781375764,1331.9680633609464,-82.1527132811132,-153.9577933374576,-216.5231879568022,-588.30843822735,-791.7802862363097,944.289135321962,80.36406204681528,-571.9963970933856,-241.6280679585461,928.3920083808878,-469.6457471202031,-103.71927125245216,-555.9937781295088,848.7112765417619,619.5993377982232,-200.80870917349597,-354.4252585881817,54.181566340684874,-60.33199806985822,94.71125074072778,15.086135134798983,581.7794477942022,-31.842704066330512,-73.92464779509261,-70.03903338949112,45.13899713406614,-22.918339230115826,117.9262991540261,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,197.90278238238005,-5.023319509114325,-2.5146595190717593,,,,,-32380.88195587989
Emil Krafth,Right-Back,-10354.787943308773,-10134.889629879366,-9640.074284430144,-9542.459814484795,-9308.297944322921,-12293.211155255573,-8721.484291586743,-8922.771628620787,-7142.522766133395,-8224.65472317896,-5455.342607543369,-6036.035314281422,-7676.167020920363,-6925.526701262109,-6258.718050465861,-6809.041120071493,-6606.99240530789,-5327.20328013669,-4763.532416517942,-2103.897963370144,-4881.535935477197,-2709.2414613901065,-4985.309550308704,-2517.6230596570153,-5140.796179449605,3269.9504869350008,-4714.006884689539,-3174.3637714712413,-1852.4945151575575,-3566.6380432396295,-2311.058161543921,-3819.4490957101493,-81.1495236097951,-3717.708094241576,-1662.9124358711458,-3053.982213878167,-2788.477336041346,-2844.3779227263585,-2493.7910840917666,533.3368704524597,-2388.6727271680493,-2365.452246389076,-988.2129423656345,-47.929000295565196,-2025.331442283298,-1907.1573803401589,-1250.4214104505327,-1406.1171114545975,-1446.4767120198248,-19.310191471166743,-1225.9794146290744,-1454.1015034159798,-1073.1769144465156,-803.6995530427953,-1044.0470557645497,-722.7936715405262,-749.1002095993176,16.087837576614138,-665.5866763061647,-737.771197503424,-616.5132814354743,-573.0111106939092,-60.33199806985822,-290.17915120563407,-369.1074396314155,-270.80270971494826,-234.57458662196805,-243.4078958161255,-216.22514762912436,-206.9530628836716,-124.71840418249073,-3.6936609984328563,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,-230436.09772478873
Enzo Tchato,Right-Back,6342.740599692561,5605.936917802429,4642.071141618239,4681.884333463888,4566.995844256802,4126.392555610263,10520.470325329881,2631.4614633559618,6816.5134329629245,4563.466517809852,-5302.26361418519,7015.467459617652,2441.835754389228,5628.2876837929325,1985.8086410681883,1638.5586217384669,926.6513267653031,-578.8894231081874,5639.532184395945,-2103.897963370144,3226.058531271887,-2653.286321030267,1755.9277333012537,-2517.6230596570153,1331.264086002381,-4797.154558435613,380.7997756607742,6882.8029642089705,-3541.0372380842514,525.7659592391138,1055.4161280754267,2419.27476928961,-2647.301677495712,988.964002273973,-1968.7538179138885,2443.761451067449,2978.318792173499,1746.6884145192846,593.3274214068099,-3951.3888892641353,50.091409985843285,715.5718879556698,109.93592857930564,-1596.1061936662857,-33.57324505605858,483.5693292089792,300.42592329006305,-997.2127748409738,-137.08386045279465,-1946.5088450574244,-1225.9794146290744,777.1055302235238,-1073.1769144465156,423.19863629898026,200.48911296486784,-722.7936715405262,152.06313725979024,412.57518946477967,-160.3756224858192,-277.5176360777714,-125.09823859680077,-196.69550447315277,533.6582922055502,-290.17915120563407,-369.1074396314155,-270.80270971494826,-31.842704066330512,-209.51124621191892,-186.9879247811977,-106.11623887657652,129.78175819844654,-28.01765302892464,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,70182.53663566225
Falaye Sacko,Right-Back,-693.3248869809574,-1280.674696808356,-4498.501931052726,-1546.5267135668976,-1508.576583878699,-4515.504134319124,5480.910782804099,-979.2363778867723,2385.8295881985628,-3758.9615914050887,-5082.212561232808,-4948.410083123166,-1408.169942016278,-978.9830451834048,-3455.578975344284,-912.6425329529849,-1668.2704031710193,-3970.5421781285468,437.99988393900105,14297.918812290982,-827.738702102655,-6431.957993411323,-290.2117385762713,-690.6245627174638,-715.5219953703166,-7617.147762775314,292.9582815168033,-3174.3637714712413,-4692.316367352452,-1992.6365038247284,1594.0520144145223,-2571.704322710197,-81.1495236097951,-1182.0102119859666,-133.70552565743006,-1221.400992229628,-1998.5052636831479,-986.0891671745504,-759.5930391702555,-3791.2201121313997,-2013.4782445289889,-270.355835034649,-1288.7589491505657,-2252.3986995517,-373.6295226314409,-552.4122449289806,-1250.4214104505327,-1406.1171114545975,-1228.2445700919866,1219.6032286914274,-703.4420239587187,-649.8292005924379,-657.4024912025308,-298.5061809608877,-469.6457471202031,-103.71927125245216,-684.7313991093813,-523.134960991291,-195.82902977145756,-200.80870917349597,-583.7522785795627,-447.5725752869904,296.06217609538686,-290.17915120563407,-177.01065224830828,-81.34000804624819,-234.57458662196805,-243.4078958161255,-216.22514762912436,-55.69782687302896,-73.81837170630328,-3.6936609984328563,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,-72050.90796277246
Felix Passlack,Right-Back,2142.104488245684,2475.658911161163,6927.214409785981,6449.4063873509995,6291.144776565523,4990.582224603201,12811.179208296146,7686.438441095788,10246.72028052243,4157.494414921319,-4986.538190383946,3752.5917661428834,1420.6452190621578,10914.104266974004,1367.4691392031348,-235.7932470144365,909.9098962495849,-578.8894231081874,9540.681409738652,14297.918812290982,793.7801912471618,-4674.360508410785,414.2251671458738,-1056.0242621053742,399.2826436549058,-5195.348043307654,380.7997756607742,1135.8505438202778,3443.3894794761645,1784.967190771035,1594.0520144145223,1171.5299962896581,-81.1495236097951,2187.3417685454597,-1051.2296717856593,1527.47084024318,4716.257351361534,1309.444001448271,322.74332929139683,-4752.232774927813,1926.0638231811452,962.0538187032495,-317.76415799925036,-3060.1433221799016,549.3803736445968,961.7146711188068,1851.2732570306587,65.93850035444794,1827.005416897751,2183.202555484556,276.31558354819873,1036.5482085536987,1005.695201773408,-154.16521750891414,774.8904216092145,1753.5039296117698,795.751242159153,-594.5026843311608,-54.01540062890427,489.57163296498294,530.1218185214306,179.62010174760368,652.456350260632,94.71125074072778,591.3764972841207,-81.34000804624819,-31.842704066330512,129.45524983014684,105.38430369806876,297.2310571518039,129.78175819844654,-28.01765302892464,149.95348032908228,93.0977877959684,289.36247889134256,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,120275.18178575498
Filippo Terracciano,Right-Back,-7414.34266529596,-7272.921166664493,-9068.788467388207,-6849.092875228239,-6681.023380804866,-7972.262810290879,-6888.917185213731,-6034.213355626599,-6284.971054243519,-6194.794208736291,-4938.701004959516,-4948.410083123166,-5645.523772511362,-6925.526701262109,-4568.590078701381,-4700.395267724477,-4782.176479094606,-4648.872729132619,-6497.376516670257,-2103.897963370144,-3260.01704212738,1402.0945545208433,-4434.160871015094,-2517.6230596570153,-3506.7022000237453,379.360744900924,-3572.067460817918,-3174.3637714712413,-777.9673278405706,-1048.2355801757874,-1772.4222752048252,-2155.7893983768804,-2647.301677495712,-3109.8353142487927,-745.3882897429163,-2687.465969548459,-2551.4857143338863,-2297.8224063875914,-2223.206991976353,212.9993161869886,-2201.075485848519,-2242.2112810152867,-988.2129423656345,355.9433110185358,-1150.9010142323148,-1827.466490021854,-733.4722992036675,-15.842366968276671,-1337.3606410559055,-19.310191471166743,-1225.9794146290744,-1220.6030929188225,-1073.1769144465156,-515.0176261388482,-948.3135043238252,-722.7936715405262,-749.1002095993176,678.2217152298507,-1046.7108046267765,-584.3533436948732,-550.9912757236511,-573.0111106939092,-535.524230290185,-290.17915120563407,-369.1074396314155,-176.07135888059824,-31.842704066330512,-175.61459660771231,-157.75070193327105,-206.9530628836716,-73.81837170630328,-52.341645059416436,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,-181831.2311981627
Francesco Zampano,Right-Back,-4893.960998427834,-5394.754362679734,643.0704223246919,3166.865430132075,3089.1539022778966,1533.8235486314466,2732.0601232445815,1909.3218951074148,3481.5901089467384,-1932.087128406687,-4747.352263261792,-597.9091584901412,-2265.030965911406,5628.2876837929325,-1064.6662347994104,-2474.6024235804043,-647.0431417122086,-1596.3852496142952,1738.382959053237,-2103.897963370144,-3260.01704212738,-3104.2928885704096,-2319.1278142258698,2597.972731773729,-1943.4745411342105,-2251.4007057143594,-1376.0301072186442,-3174.3637714712413,-1698.9906312551311,2099.767498654015,1324.7340712449745,-492.129701043611,-81.1495236097951,-87.83920799895702,1701.3427665990291,611.1802294189107,924.3914040421845,1746.6884145192846,-845.6879775706141,-1709.0260094058378,425.2858926249036,-147.1148696608591,-988.2129423656345,-1663.4182455519692,-956.5831413320963,-233.64868365576223,-733.4722992036675,474.8428369680719,-682.6642152723906,1770.2314154303576,-115.58745945456819,569.5513875593839,174.14635528543863,-803.6995530427953,9.022010083419014,515.3551290356219,-298.5185361697637,-646.0460400766224,-452.866232592335,412.8627060607076,-59.57623288497764,-71.25696906623392,-535.524230290185,94.71125074072778,207.1829225179062,202.85404445680194,-234.57458662196805,95.55860022594025,76.1470808501421,246.81264514825634,-124.71840418249073,-3.6936609984328563,-29.802469939880375,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,-18756.3097654996
Gabriele Zappa,Right-Back,11068.456225070297,10077.762641575666,71.7846052827566,11331.133964753506,11053.079922941997,9311.530569567894,10062.328548736628,9852.85714584143,11247.197277727282,1518.6757461458494,-4556.003521564068,8103.0926907759085,7770.807053682214,3646.1064651000315,5201.174050766467,6493.650615105363,7388.843505832532,3151.9286074142083,9107.220384700573,-2103.897963370144,2009.9193612595245,-2059.419754349172,9747.583583058586,4790.370928101191,5174.124308026826,-1607.262750533405,5124.240459435204,9756.279174403317,-1929.2464571087712,840.5662671220941,2267.3468723383917,1587.4449206229756,2485.0026302761216,867.3894462754164,-133.70552565743006,2443.761451067449,1635.3662691645627,2183.932827590298,4725.884464624028,-2029.363563671309,1738.466581861615,2810.668299310097,341.1251645677141,-1848.526388237599,2784.035911997109,1758.6235743018526,-733.4722992036675,-179.40410161372634,1936.1214878616704,-4149.021592013147,-964.7107192938967,128.49883439808664,-657.4024912025308,784.0510449289143,1157.824627372112,-722.7936715405262,1181.9641050987707,16.087837576614138,-71.74210427172342,259.44485225215664,628.4048270891652,54.181566340684874,1840.436930811449,479.6016526870897,15.086135134798983,581.7794477942022,-234.57458662196805,27.765301017527122,17.67263515428882,-5.279414869481413,-22.918339230115826,288.19424336746863,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,186756.04202020733
Giovanni Di Lorenzo,Right-Back,14008.90150308311,14460.151850873439,7498.500226827915,13435.32688604769,13105.638175690476,9311.530569567894,1357.6347934648227,11297.136282338523,2052.337255796945,7405.271238029588,-4278.5478461023695,1577.3413038263711,12829.808441337009,-1639.7101180810384,9529.550563821842,12272.902210426815,9364.332306687282,9256.903566450857,-428.9221661371562,-2103.897963370144,4847.577424621704,3922.6934332117803,8760.682979198467,4059.5715293253693,8582.258362055325,3371.121127906194,12590.767461672734,12629.755384597662,-317.4556761332909,8395.77365631362,3209.9596734318093,3667.019542289562,3511.4634918304882,5400.383605650171,2618.8669127272583,2077.2452067377417,1793.3606836362023,1965.3106210547915,3594.3509885050275,3896.881190239906,6428.39761484987,5029.005676038314,583.8738623555431,3166.221477245822,5164.429855024785,3272.75049034964,1334.3241457837935,-15.842366968276671,2481.701842681266,-2221.8229384268893,-115.58745945456819,2126.2074575404326,1005.695201773408,2155.2901977226634,2210.8936932200804,515.3551290356219,1568.1769680383886,39.877078689904124,362.56213497734564,566.2805598692585,1414.6688956310431,-322.13403988007155,177.2641180403052,864.4920546334514,591.3764972841207,108.1226936224519,170.88917848930703,637.9049938932454,543.9426464169684,95.55740913761367,27.98169324607163,93.6023071235343,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,278789.14496668684
Hamari Traoré,Right-Back,-4998.976901214006,-5126.44481925334,-5069.787748094661,-7690.7700437459125,-7502.046681904259,-10564.831817269695,-8263.342514993488,-6756.352923875146,-6951.955719046756,-5382.850002959223,-4106.333978574418,-4948.410083123166,-5093.846126989842,-6264.799628364475,-6547.276484669552,-4335.937959911413,-4966.332214767507,-5327.20328013669,-5630.4544665941,-2103.897963370144,-4070.776488802289,-2445.9231538143945,-3204.4103803412295,-2517.6230596570153,-3204.180428322456,1175.7477146450065,-3045.018495954092,-3174.3637714712413,-3157.277528328185,-2937.037427473669,-425.83255935708615,-2155.7893983768804,-81.1495236097951,-2814.5828211094413,-1357.0710538284025,-2870.724091713313,-2393.4912998622467,-1969.889096584331,-2149.4113304903312,373.16809331972416,-1638.2837618899282,-1626.0064541463373,1184.9658759254048,-216.20913000977396,-1539.5367600327515,-1429.0120384303311,-1250.4214104505327,-1406.1171114545975,-1010.0124281641482,1219.6032286914274,1452.0247125564993,-1168.7145572527877,-241.6280679585461,-442.8471444128613,-948.3135043238252,-103.71927125245216,-684.7313991093813,-439.8726170947762,-18.561993343265943,-584.3533436948732,-583.7522785795627,-447.5725752869904,-416.72617223510326,-290.17915120563407,-177.01065224830828,-176.07135888059824,-234.57458662196805,-243.4078958161255,-216.22514762912436,-5.279414869481413,-73.81837170630328,-3.6936609984328563,-44.78213246229393,-33.013399927648365,-28.974709893417554,-20.91747426135365,-17.078683850464568,-9.786401326601212,-5.023319509114325,-2.5146595190717593,,,,,-173979.6366826649
