Player,Position,CPA,PrgC,Tkld,PrgR,Succ,1/3_stats_possession,SCA90,Att 3rd_stats_possession,xA,xAG,SCA,PassLive,PPA,SoT/90,GCA90,GCA,Ast,Unnamed: 0,Starts,90s,90s_stats_possession,onxG,KP,npxG+xAG,Sh/90,Fld_stats_misc,MP_stats_playing_time,A-xAG,Won%,onG,G+A,Att 3rd,Mn/MP,xG+/-90,+/-90,onGA,Tkl%,CrsPA,G-xG,onxGA,PKwon,Crs,Carries,npxG,Gls,Pass,PrgP,TB,Att,xG,Off,Cmp,Tkl+Int,Mid 3rd,Blocks_stats_defense,Def 3rd,TotDist,+/-,Int_stats_misc,xG+/-,PrgDist,1/3,Def 3rd_stats_possession,Dead,CK,FK_stats_passing_types,In,G/SoT,npxG/Sh,PassDead,Sh_stats_defense,Sw,Out,G/Sh,FK,PKcon,TI,PK,Str,OG,SoT%,Cmp%,Succ%,Tkld%,Total Score
Franco Cervi,Left Winger,-8004.8447993155105,-8848.36499073997,-8973.0064249015,-7868.754730926567,-7345.508339776643,-7993.2806089027235,-8275.785893757176,-7859.010397655666,-6023.854443708094,-5556.434380000119,-6875.607184871952,-6235.556708361408,-5783.510999334202,-9883.015107951513,-7209.217529028516,-5417.422688743536,-4861.720574631153,-3600.511940196248,-4760.129981438916,-5545.289030210581,-5375.977246802968,-5305.008796834361,-3616.9780216989675,-4335.482108910938,-9646.827171201128,-4313.888159991912,-7338.381382296358,-658.2199913058246,1989.9119424913415,-3799.409779046192,-3293.2232237169796,-3455.2823251567565,-1505.3048079465166,-2891.851131806644,-2611.0252239695615,-3041.272293271294,239.16756275419348,-2510.5038667914127,-7.769725482884789,-2741.169574135708,-893.4341596262414,-1784.585560022201,-2213.4954821028055,-1974.4758734610523,-1622.110419416315,-1456.75982696414,-1201.7278841374468,-288.6749852197498,-1388.0092244874324,-1393.2508023182227,-1057.7592425880823,-1158.0008583760252,-479.11750560399906,-147.37845421538532,-922.4016020787047,-734.6589076366822,-737.2976441083689,-302.011399473574,240.4310786023041,-261.41891290300396,-404.89502884148794,-272.16289554896395,-334.26487922298094,-81.830127840574,-182.73911812306764,-60.88246592459617,-144.32296148574173,-13.567518853247327,-110.21791821487157,-120.92020317776921,-137.03691382143816,-130.7280856453573,-48.111099704207916,-72.92082281485564,-37.911263693057414,-23.042099647479688,18.47103499460672,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,-223094.88871795993
Gabriel Martinelli,Left Winger,12043.616141048866,10797.451841234768,9992.212054456013,11229.699266644524,3464.6697313440745,-47.89002543460214,-1801.254890527475,5853.771859471972,4371.532669415794,5401.758861580457,2405.973495701992,3363.0536991568006,3073.7540975482475,1903.9436865556695,-2314.093704649257,-144.4646050331606,3742.051593807008,-3507.2548378157176,3036.1085458536672,3897.2849936053726,3778.290966581682,3133.414211170793,3214.8990082662126,3770.953116605734,-811.254624262861,-1197.116280408871,2721.747085452639,-658.2199913058246,-258.2012925301666,3363.964913328226,3109.0482897674283,2739.978264861147,1469.8650243574277,1755.0688828946018,2305.026072799734,-37.71589089738904,-1453.6102940336586,2960.1463503958444,1668.5908757664865,359.37751577544225,-893.4341596262414,1548.0242183448397,1074.279717330065,1567.2935944415788,1753.1122110081312,-154.59492041252085,-59.860788221114234,97.99059131312602,395.6221171503119,958.4925120050954,550.916272181293,196.77438793394978,-67.64011843821166,-339.4967963175839,-206.70292765802688,134.5485519658754,59.86439389564652,950.6495187975,-388.65382240014037,537.7538935985889,-85.37806539061567,-356.4083713443323,-13.300246756323771,-242.6578021733944,-162.3572149557889,-215.47098809835344,-70.77618181063426,167.3327325233835,274.44700750715054,-82.45756774431756,-137.03691382143816,-27.55889373064289,-69.20485513007685,123.47776530447884,-37.911263693057414,-23.042099647479688,-16.801833259065564,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,115413.66372853646
Gerrit Holtmann,Left Winger,-5253.095258481185,-1307.5464087698692,-4596.417545049767,-2763.227424645186,-5854.44929548413,-683.5212721120519,-1189.4881815608883,-2386.195954228043,1221.4153624085557,-77.33775920983106,-1699.3410360903295,-1313.1923968136084,1597.5432480678396,-5037.265381320783,-1937.545718158544,-2253.647838517311,-2710.7775325216126,-3351.826333848167,-862.0107177926244,-824.0020183026039,-798.8431401106427,-345.0197005259886,-1339.6856783772407,-874.3075182408983,630.3387912902249,-3354.881427812515,-1302.3043016469596,-3500.1931001373064,1009.1914037235694,-1113.144269405785,-2012.7689210200983,-2570.2450980113417,-82.3974968446302,-1065.7038195170887,-914.2344185007822,212.58047596710307,1170.8514994358798,4949.473702100302,-1226.9410718460638,817.9091276637113,-893.4341596262414,1649.012393446871,-721.8920068256599,-673.4177015784531,-1059.5733143455739,-154.59492041252085,-630.7943361792804,-1062.0061382855013,-397.1029235775744,-529.3450950157792,-1057.7592425880823,-463.4951364409477,961.0533494762569,44.7398878868133,151.14640955231204,1177.5975034889445,-221.76770336325714,-364.6444453871277,1246.966920206215,-321.3568733906234,55.1226027482229,-244.0810702838412,219.39911178200268,10.071400349609107,-223.50292445762517,-215.47098809835344,-181.09635132329547,-13.567518853247327,-174.3287391685419,-82.45756774431756,265.79643016372904,-79.14348968800009,-69.20485513007685,-89.28737182480018,-37.911263693057414,-23.042099647479688,60.15715202167396,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,-57157.81610473814
Gonçalo Guedes,Left Winger,-6039.309413005278,-3291.9723513935805,-4961.133285037411,-4370.52305810414,-5854.44929548413,-2590.415012144401,-3432.632781105037,-3800.518787922822,-5078.819251605922,-3364.795731684003,-3662.752333904048,-2297.665259123168,-616.7730261527728,856.214015932808,10488.537836034959,3019.3102451930645,3742.051593807008,-3196.3978298806164,-3089.50743987622,-2181.372034226148,-2114.769195784687,-2631.7679202525765,-2098.7831261511496,-1602.9758531188006,118.8056438359048,-957.3645973640216,1715.7342386777393,8436.093956954914,-2068.7622871783615,-1113.144269405785,548.1396843736649,2739.978264861147,-2928.2121190484027,-2035.2358058026718,-1459.2908279065753,462.8768428315951,-2765.8411907684276,-23.844677160841304,-312.56256207367954,-361.1721600489797,-893.4341596262414,-1279.6446845120433,-1104.554678493619,-384.29366338231995,-497.03620927483297,-371.6224048377907,-499.04044049662673,-1062.0061382855013,-824.9942807886493,-337.3660489485696,550.916272181293,-688.4758632649869,-273.3788120211054,-339.4967963175839,-325.9860400614732,-734.6589076366822,-420.73275204308356,-427.27749130068133,-137.01986199916257,-434.573020978349,-293.687936299164,-244.0810702838412,-286.12018435298233,-93.31781886434688,-203.1210212903464,-215.47098809835344,-144.32296148574173,58.79258169740498,146.22536559980975,-120.92020317776921,-137.03691382143816,75.61029818407152,-69.20485513007685,25.27847124481159,-37.911263693057414,-23.042099647479688,-16.801833259065564,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,-60261.17617966227
Harvey Barnes,Left Winger,3395.260441283841,1272.207316640955,-2772.838845111544,167.7234363681992,-2126.8016847528484,-365.70564877332697,1716.4036860303966,-1279.3346061190857,4056.5209387150703,1840.34605806677,-449.8974829361447,-1067.0741812362185,3073.7540975482475,4392.301654284965,4652.044045428918,1964.7186284509894,1591.1085516974676,-3017.6550503179337,-2532.633259355321,-764.9859306537544,-741.6289637769888,-763.7200787857861,-833.6207131946348,1493.8645701122875,7233.766694791456,-1436.8679634537202,1715.7342386777393,194.3719413436197,-529.7854417273965,-665.4333511323841,1828.5939870705465,-800.1706437205121,-1764.0152281468597,-75.54751365689384,249.68658166588844,-538.3086246263732,2483.082396170649,473.487160765273,1973.3837123572812,-120.98893477417242,-893.4341596262414,-724.2097214508698,-190.8499318578804,699.9214798531793,1190.5751059373902,-1456.75982696414,467.15479450950073,-288.6749852197498,-392.5988040279841,382.55537380346647,-521.5340709982905,-238.5144096169086,-479.11750560399906,-531.6151384197826,-803.1184896752584,-560.8174157161708,-246.7196996535298,-51.479215819359204,-11.202881798673685,-114.9038983777119,-41.43770199584377,-159.83559448847285,-109.58963649632092,-311.5839483160317,-223.50292445762517,-176.8238575549141,-181.09635132329547,293.9629084870251,-46.10709726120126,-82.45756774431756,-2.7591324930491012,-79.14348968800009,-69.20485513007685,58.01156926470067,-37.911263693057414,-23.042099647479688,-29.628330805855487,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,17111.50661246699
Hugo Álvarez,Left Winger,6147.009982118167,3653.518447789408,4156.760214653702,3665.955109190627,2719.1402091978184,2812.4505846139214,-4248.321726393819,3640.0491632540575,-1928.7019445986828,-4186.6602248025465,-806.8813552659118,163.5168966507314,-1723.931163263079,-3072.7722489029184,1263.1121670125092,1964.7186284509894,-559.8344904120725,-2893.3122471438933,808.611823770072,1831.7219258956336,1775.7947949037905,1555.235862345402,-1086.653195785938,-1785.142936838277,-2996.8962542949585,-1197.116280408871,709.7213919028397,3604.7396719413964,1989.9119424913415,1125.4103219612207,548.1396843736649,-1685.2078708659271,1081.7993940569133,1433.7319400002089,-311.5274733194981,2214.95141088304,1551.3984594889625,-1018.50835301307,2582.9693855388705,-11.814741467441774,-893.4341596262414,-673.7156338998541,2167.601636381376,-312.01265383328723,628.0380008666491,1364.5974705643685,291.48293359929573,-1062.0061382855013,2017.1051550028067,-289.37128743176754,1623.3666153608765,1815.6574439938838,480.99639778283824,621.0949141934091,747.5619715695435,829.9145196479215,1208.0901710097592,-239.3783535600203,114.6140984018152,324.6411451981642,837.9120395217521,205.22813395812327,1262.5341672986385,1262.2297219408538,-19.683892784837678,402.8831005966756,-34.00279197308052,438.68310958832984,18.003723692469137,-120.92020317776921,-2.7591324930491012,-27.55889373064289,-48.111099704207916,139.84431431442334,17.998276702764628,282.78940476452345,329.5136005042623,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,39174.1681269788
Ibrahim Salah,Left Winger,-5646.202335743232,-6467.053859591518,-3137.5545850991884,-6072.365493531266,-4363.390251191618,-6086.386868870374,-3075.768867541196,-6321.702969726557,-5708.84271300737,-4734.569886881575,-5804.655567882651,-5497.2020616292375,-5783.510999334202,3344.5719836621024,2204.4821332392894,-3308.2394552593855,-2710.7775325216126,-2846.683695953628,-4760.129981438916,-4896.112066073235,-4746.621307132774,-4725.269811551566,-3363.9455391076644,-3515.7302321732964,5559.658212213679,-3834.3847939022135,-4320.342841971659,1331.1611848762122,-1782.0901296923973,-3127.8434016360907,-2012.7689210200983,-1685.2078708659271,-3186.922539248746,-5057.525350953169,-1252.3863302067641,-2540.67955954231,-3198.8773866909014,-1515.8401909391844,601.8159476987047,-1605.7579637457088,-893.4341596262414,-1330.1387720630592,-1877.6894641084746,-1540.7898161668525,-1059.5733143455739,-1890.8147958146799,-1509.1536407303056,-1062.0061382855013,-1397.0174635866128,-1105.282233217408,-521.5340709982905,-1167.782629107505,-1164.9131508803114,-1107.9701647263782,-1160.967826885597,-908.5003995571939,-824.7381180647158,-239.3783535600203,-514.4708026006292,-487.8512080784552,-592.0484284858869,-552.9811482001918,-502.7713112679759,-346.0470213873504,-203.1210212903464,-215.47098809835344,-181.09635132329547,-13.567518853247327,-366.66120202955295,-120.92020317776921,-137.03691382143816,-79.14348968800009,-48.111099704207916,-23.82117578502202,-37.911263693057414,-23.042099647479688,-39.24820396594793,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,-150921.00646747503
Iliman Ndiaye,Left Winger,2609.0462867597475,5042.616607626005,12545.222234369525,-494.10417740901687,14274.847802464794,3130.2662079526463,-4095.380049152171,2563.9339637036824,-3188.7488674015785,-2268.9764075259463,2227.4815595371083,3116.935483579411,-1354.878450892977,-3858.569501870064,-2878.915684385325,-144.4646050331606,-4861.720574631153,-2730.112317977965,5820.479448458161,5667.767623070864,5494.716256591304,1361.9895339178026,-833.6207131946348,-601.056892661684,-4112.968576013476,5995.434210936609,2721.747085452639,-4068.5877219036015,-2370.52245295306,1349.265781097921,1188.3668357221056,8935.238854879051,2763.4171253591426,-520.7009729465112,482.88511592922265,963.4695765605794,278.53448965623716,-23.844677160841304,3802.1407319020495,1953.3207380537096,-893.4341596262414,-320.2570210427437,1074.279717330065,121.67340346091288,2315.6493160788723,1798.6524394149083,-15.942822993562984,-288.6749852197498,670.373409675318,766.5134659378856,-521.5340709982905,715.2082367023878,2744.122027194669,1389.5682826022035,1343.977533586775,2046.8049630915023,471.24687186396807,136.41992192130192,1372.783900406704,-314.6971000031101,102.86028149809856,289.4736097534916,869.3524925269834,-93.31781886434688,-19.683892784837678,-60.88246592459617,-34.00279197308052,438.68310958832984,82.11454464613945,-120.92020317776921,400.074211492118,-27.55889373064289,-69.20485513007685,156.2108633243679,-37.911263693057414,-23.042099647479688,-26.421706419158006,159.69915806215494,304.9670323930185,-2.9361709241094935,,,,,72782.23738086647
Issa Soumaré,Left Winger,-4466.881103957092,-1505.9890030322404,-219.82866519803255,356.81704030454665,-3617.860729045361,-365.70564877332697,-5114.991230763148,-695.157783506025,-2558.725406000131,-77.33775920983106,-1342.3571637605623,-1313.1923968136084,-3200.1420127434876,2165.8761042113847,133.46820754037256,910.1270117089144,1591.1085516974676,-2629.0837903990578,1365.4860042909709,1772.705838246784,1718.5806185701365,170.3038419476091,178.50921717057707,-145.63918336299443,-485.73353042829297,5036.427478757211,1212.7278152902895,2183.7531175256563,4192.761152646644,6.13302627771765,548.1396843736649,-800.1706437205121,693.7337637563987,-1331.3015704568766,-978.2523598649979,1964.6550440185479,-1886.6464899561324,-2013.1720288652987,601.8159476987047,1713.1375127789029,-893.4341596262414,-875.6919841039171,-175.23104730000452,-95.16962518618685,65.5008957959081,-371.6224048377907,-455.12247526907544,-1062.0061382855013,-221.44226114355416,-145.38700288136,1087.1414437710846,-434.1498242465078,0.9394460894195793,236.8582299890119,151.14640955231204,-386.9759237956592,-358.8951960193643,-489.9105372142351,240.4310786023041,-487.8512080784552,-281.2110429895374,-244.0810702838412,147.1820694770048,-323.0716393398046,-223.50292445762517,-215.47098809835344,-181.09635132329547,-85.92761940389968,-46.10709726120126,-120.92020317776921,400.074211492118,24.02570222671432,-69.20485513007685,8.911922234867061,-37.911263693057414,-23.042099647479688,-32.83495519255297,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,-12229.308614484953
Jack Clarke,Left Winger,-4466.881103957092,-4482.627916967807,-5325.849025025056,-5410.53787975405,-262.97787938720734,-4179.493128838025,900.7147407416146,-4046.4879763914787,-4133.7840595037505,-1173.1570833678884,-1520.849099925446,-328.7195345040485,-4676.3528622238955,-7263.6909313943615,321.74220078572887,-1199.0562217752356,3742.051593807008,-2543.598113216905,-2532.633259355321,-1414.162894791101,-1370.9849034471833,-2889.429691489375,178.50921717057707,-2058.3935624174906,-3554.932415154217,-238.10954822947366,2218.7406620651896,6162.51546988973,-1359.6258976078184,-1784.7106468158868,-732.3146183232168,3625.0154920065625,-2410.791278647717,-4405.562819158841,-3576.1059631037733,1964.6550440185479,1170.8514994358798,-2510.5038667914127,-1379.3374901414609,1101.762030261211,-893.4341596262414,-1431.1269471650905,-932.7469483569843,-1323.946787519753,-1622.110419416315,-1239.7323425388704,-586.8763709517293,-675.3405617526256,-586.2759446603656,-961.2979486670009,-521.5340709982905,-439.0407096122478,618.1555268381007,428.9765720912105,-803.1184896752584,656.0730277274099,-255.181681004144,-990.9749045226647,-137.01986199916257,-934.0560250418446,-209.6045248647239,-19.426468162858956,115.08560623033908,-173.73165603075708,-101.21150545395268,-138.17672701147478,2.770597864473213,-465.8181472948245,-174.3287391685419,-43.99493231086591,-137.03691382143816,-27.55889373064289,-69.20485513007685,-154.75356786457832,-37.911263693057414,-23.042099647479688,-20.008457645763045,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,-76176.01192079743
Jack Grealish,Left Winger,10078.080754738632,4248.8462305765215,-5690.5647650127,1302.2850599862838,-2872.331206899105,-1319.1525187895015,12932.126683751141,657.6727530715895,-1613.6902138979594,-1447.1119144074025,621.0541340531565,2624.6990524246307,-616.7730261527728,-1632.1439517964855,-2502.3676978946132,-3308.2394552593855,-2710.7775325216126,-2535.8266880185274,-3089.50743987622,-2535.468560119246,-2458.054253786611,-1150.2127356409844,1190.6391475357889,-1967.3100205577523,-857.7576376677993,720.8971839499236,-1302.3043016469596,-2079.2065457215654,-3668.091165784267,-441.5778919956835,-2012.7689210200983,-800.1706437205121,-1893.370438247031,1640.467074745156,2560.5679845468926,-2040.0868258133257,-141.3793972988894,-2510.5038667914127,-160.16614377828216,-1278.235383825517,-893.4341596262414,-1077.66833430798,27.814451952381784,-1179.384768421686,-1059.5733143455739,-371.6224048377907,467.15479450950073,-1062.0061382855013,-59.293957358304674,-865.308425633396,-1057.7592425880823,226.11970012838967,-822.0153282421553,-915.8518226241797,-87.41981525458057,-386.9759237956592,110.63628199933177,386.9521055755167,-514.4708026006292,151.48703712281906,-200.3824732880434,36.73718236738661,-318.21664759964807,-173.73165603075708,-40.065795952116424,-99.52959646803548,-34.00279197308052,-104.01764454156273,-110.21791821487157,-82.45756774431756,131.51864883533995,-130.7280856453573,-69.20485513007685,-40.18772479496655,-37.911263693057414,-23.042099647479688,-26.421706419158006,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,-28384.643751820975
Jacob Bruun Larsen,Left Winger,-1322.0244858607184,-2895.0871628688383,-584.544405185677,-2763.227424645186,-2499.566445825976,-2908.2306354831258,1334.0494929262793,-2324.703657110879,-158.6360292327113,-1786.2940861706109,-2234.81684458498,-1559.3106123909984,490.38511095753336,2165.8761042113847,1263.1121670125092,-1199.0562217752356,-559.8344904120725,-2481.426711629885,-3646.3816203971182,-4778.079890775534,-4632.192954465465,-1182.4204570455843,-833.6207131946348,-627.0807617644668,-601.9910639406382,-3594.633110857364,709.7213919028397,1385.2940059968116,8900.21973873195,-1113.144269405785,-92.08746697477595,-2570.2450980113417,1857.9306546579421,567.6284611051645,-1191.8632458455947,-288.01225776188113,-2929.8700528602735,970.8189986913873,529.2462247008963,-645.0250626464792,-893.4341596262414,-370.75110859375945,-878.0808524044186,-26.330568472822055,65.5008957959081,-371.6224048377907,-455.12247526907544,97.99059131312602,-640.3253792554486,-99.6777061986912,-521.5340709982905,-541.7493022927874,-1096.3335863526802,-915.8518226241797,-206.70292765802688,-734.6589076366822,-372.98816618082685,-239.3783535600203,-514.4708026006292,-54.965937890092434,-272.6864574984882,-215.99924501871843,-334.26487922298094,-150.75627398321132,-60.44769911939517,-138.17672701147478,-34.00279197308052,284.91789591819355,210.33618655348016,-82.45756774431756,-2.7591324930491012,127.19489414142875,15.170166573398893,229.8603338691183,-37.911263693057414,-23.042099647479688,-20.008457645763045,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,-43126.9916562528
Jadon Sancho,Left Winger,12043.616141048866,8019.255521561572,4156.760214653702,8676.935613503834,8310.611625294741,1223.3724679202971,-67.91588178881304,6284.2179392921225,2166.4505545107268,2662.210551185313,2762.957368031759,5331.99942377592,8609.54478309978,-6215.961260771501,3522.4000859567814,5128.493478677215,3742.051593807008,-2442.5695856379975,3036.1085458536672,3130.0758541703276,3034.5066742441804,4196.269017522588,2961.86652567491,127.61144221621828,-4112.968576013476,-1916.371329543419,2218.7406620651896,2183.7531175256563,-167.67324279775667,2468.543076781424,548.1396843736649,969.9038105703177,1081.7993940569133,1786.7632493324274,1174.03914281829,1213.7659434250713,81.69985514602175,-2510.5038667914127,144.62669281251257,1189.1013849065953,5795.867753472797,-1077.66833430798,1644.3690036925343,-601.1366920294199,-497.03620927483297,-371.6224048377907,1609.0218904258334,1257.9873209117534,1237.892472923691,-481.3503334989769,-521.5340709982905,1302.1144805911856,-753.435763714524,-915.8518226241797,-325.9860400614732,-560.8174157161708,630.9396481217133,386.9521055755167,-514.4708026006292,504.4550266610226,246.6157913698832,36.73718236738661,259.5196908403348,-242.6578021733944,-223.50292445762517,-176.8238575549141,-181.09635132329547,257.78285821169897,-46.10709726120126,-120.92020317776921,-137.03691382143816,-79.14348968800009,-69.20485513007685,8.911922234867061,-37.911263693057414,-23.042099647479688,-10.388584485670604,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,103942.30290310843
Jamie Gittens,Left Winger,15188.472759145236,11591.222218284252,14733.516674295393,5367.797544617754,20611.848740707974,7261.869311356069,2532.0926313191762,5484.818076768986,5946.591322919412,470.57190286919825,4726.368665845478,901.8715433829013,1597.5432480678396,6749.6934131864,3145.8520994660707,5128.493478677215,1591.1085516974676,-2333.769632860712,3592.9827263745665,3425.1562924145765,3320.577555912451,3423.2837038121916,178.50921717057707,856.279777094122,3188.004528561828,3837.6690635329646,3727.759932227539,1615.3584957593603,2834.840406660499,2916.2539950548253,3749.2754411158685,2739.978264861147,435.02334355605575,1237.2514870892119,18.59844137778806,3716.7296120699925,4648.263375783018,-521.1765150869556,6850.0690978099965,1232.7710622292875,-893.4341596262414,336.16611712046125,1550.6556963452792,555.3594607551127,2878.1864211496136,930.5425017138285,-191.614683903768,484.6561678460018,301.0356066089164,286.5658507698616,14.691100591501204,265.2467830543095,823.8942204209944,813.2132562956077,389.7126343592046,482.2315358068985,57.26070732622677,-114.11226173291291,240.4310786023041,331.30091858567744,-211.77441935335463,-159.83559448847285,-13.300246756323771,-265.63318422094017,-182.73911812306764,-176.8238575549141,-181.09635132329547,167.3327325233835,-174.3287391685419,-120.92020317776921,-137.03691382143816,24.02570222671432,-69.20485513007685,107.11121629453429,-37.911263693057414,-23.042099647479688,-23.215082032460526,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,175760.6719250845
Javi Puado,Left Winger,-2108.238640384812,1272.207316640955,1239.0342947525453,-2101.3998108679702,-1008.5074015334637,3130.2662079526463,-8581.669248240469,534.6881588372609,-3818.7723288030265,-1995.0215764864304,-92.91361060637763,655.7533278055114,-3200.1420127434876,-3203.7384577307757,-3632.0116573667497,-144.4646050331606,-559.8344904120725,-2224.9696800834267,8047.976170541757,7910.378953727153,7668.854957270159,1007.7045984672039,-580.5882306033318,2131.4493631304526,-950.7636644776749,481.1455009050743,3224.7535088400887,1331.1611848762122,-2249.818386643181,1125.4103219612207,4389.50259246431,-800.1706437205121,4056.9692263608576,-2489.8882524970827,-871.5854453351279,3967.0259789344846,1170.8514994358798,-1018.50835301307,1668.5908757664865,5010.198150642169,2451.216796923278,-1128.162421858996,761.9020261725476,2217.822680382878,4003.2606312910957,-154.59492041252085,467.15479450950073,484.6561678460018,287.52324796014557,2878.2829726771915,14.691100591501204,279.91943915152945,-273.3788120211054,-723.733480521981,31.863297148865733,482.2315358068985,157.28566636810223,-677.8096749548962,-262.83684219965147,-1320.3228815176146,-234.01583786181942,120.98265816275494,91.01325879533981,-127.78089193566554,-203.1210212903464,-215.47098809835344,-181.09635132329547,366.32300903767754,146.22536559980975,-120.92020317776921,131.51864883533995,75.61029818407152,-69.20485513007685,58.01156926470067,-37.911263693057414,-23.042099647479688,-26.421706419158006,332.4108401145595,-6.397909770482905,-2.9361709241094935,,,,,28441.663364795633
Jesper Karlsson,Left Winger,-7611.7377220534645,-6467.053859591518,-7149.427724963279,-4465.0698600723135,-5481.6845344110025,-3861.677505499301,-2413.0215994940595,-4753.6493932388685,-6010.158281503714,-4972.7914790898485,-4198.228142398699,-3282.1381214327275,-2831.089300373385,1314.5957468303097,-4385.107630348174,-4362.831072001461,-4861.720574631153,-2077.312601314254,-3646.3816203971182,-5220.700548141907,-5061.29927696787,-3565.7918409859717,-3110.9130565163614,-2961.3086730270666,-253.2184634036015,-3594.633110857364,-1805.3107250344096,-1263.6838275351402,1989.9119424913415,-2456.277024225989,-2652.996072368539,-2570.2450980113417,2634.061915258971,-1928.5177844966954,-2191.809857030129,-1539.4940920843414,-3205.4385411745757,-23.844677160841304,-524.592361441189,-1671.2624797297474,-893.4341596262414,-875.6919841039171,-1416.9323696511362,-1037.9654019127083,-1059.5733143455739,-1239.7323425388704,-1157.8099189098955,-1062.0061382855013,-996.1508236730795,-771.4056313613916,-521.5340709982905,-820.5297681399663,-1370.6518444632052,-1300.0885068285768,-803.1184896752584,-734.6589076366822,-598.9815119314397,-302.011399473574,-766.1047630016071,-228.12004596543755,-479.0016427901586,-412.5720218745779,-390.4336899046459,-150.75627398321132,-19.683892784837678,-22.23533538115685,-70.77618181063426,-13.567518853247327,18.003723692469137,-5.532296877414274,-137.03691382143816,-130.7280856453573,-5.923588852470044,-15.637901280049745,73.90781709858666,-23.042099647479688,-29.628330805855487,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,-142287.34115915548
Jonathan Bamba,Left Winger,-4859.988181219138,-3291.9723513935805,-2043.407365136255,-3141.4146325178813,-2126.8016847528484,-3861.677505499301,-1291.449299721986,-3984.9956792743146,-1928.7019445986828,-1447.1119144074032,-2770.292653079631,-1559.3106123909984,-1723.931163263079,-1108.2791164850546,1074.838173767153,-1199.0562217752356,-2710.7775325216126,-1805.3127193710409,-1418.884898313523,-1945.3076836307487,-1885.9124904500702,-1665.5362781145816,-1845.7506435598466,-2240.560646136966,-2950.39324089002,-477.8612312743231,-4320.342841971659,-2079.2065457215654,-529.7854417273965,-2008.5661059525873,-2652.996072368539,-1685.2078708659271,1728.5754445577704,722.2718648730914,-2805.8121621434393,713.1732096960873,81.69985514602175,473.487160765273,-1226.9410718460638,-1212.7308678414788,-893.4341596262414,-825.1978965529014,-448.5615270628322,-1396.227797068786,-1622.110419416315,-1022.7048581136003,-499.04044049662673,97.99059131312602,-338.549369432901,-1009.2927101838031,550.916272181293,-194.49644132524875,-410.5379410763678,-147.37845421538532,-683.8353772718121,-386.9759237956592,-225.89020709817171,-740.4427208684499,-137.01986199916257,24.951342760066844,-156.98458351542916,-47.508293427981734,-29.348478379656626,-196.70703807830284,-203.1210212903464,-138.17672701147478,-181.09635132329547,-465.8181472948245,-238.4395601222123,-120.92020317776921,-137.03691382143816,-79.14348968800009,-69.20485513007685,-154.75356786457832,-37.911263693057414,-23.042099647479688,-3.975335712275644,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,-81625.6033946242
Juanmi,Left Winger,-6825.523567529371,-7657.7094251657445,-6055.280505000344,-5788.725087626745,-5108.919773337874,-6722.018115547824,-9703.241548012544,-5522.303107203422,-6338.866174408817,-4573.77031214099,-5626.163631717767,-5251.083846051847,-5045.405574593998,-4447.917441595424,-5797.1625796883445,-4362.831072001461,-4861.720574631153,-1424.5128846505424,-1975.759078834422,-4542.015540180137,-4403.33624913085,-2663.975641657176,-2857.8805739250583,-1703.9597799632927,-1276.2847583122439,-717.6129143191723,-296.29145487206,-1677.6233890388557,14346.99073096527,-1113.144269405785,-3293.2232237169796,-800.1706437205121,4186.324436461029,-844.3330515585135,2781.608814387685,-2040.0868258133257,777.1822304154491,-2510.5038667914127,-3864.061701479462,-1234.565706502825,-893.4341596262414,-2037.0559977772798,-1502.8362347194534,-145.45206661160103,-1622.110419416315,-154.59492041252085,-1333.4817798201004,-1062.0061382855013,-1131.2744101607873,-178.77466306696147,-1057.7592425880823,-884.1112778945861,-273.3788120211054,621.0949141934091,-206.70292765802688,-560.8174157161708,-614.164966762893,199.05296783485562,-388.65382240014037,-174.84185886533137,-528.107298500258,-468.73567240482345,-310.19253178798164,-265.63318422094017,-223.50292445762517,-176.8238575549141,-181.09635132329547,-465.8181472948245,274.44700750715054,-120.92020317776921,-137.03691382143816,-130.7280856453573,-69.20485513007685,-154.75356786457832,-37.911263693057414,-23.042099647479688,-26.421706419158006,-13.01252399024966,-6.397909770482905,-2.9361709241094935,,,,,-133305.00916979296
