Player,Position,CPA,Tkld,PrgR,PrgC,Succ,xAG,SCA90,GCA,Ast,Att 3rd_stats_possession,xA,KP,GCA90,SCA,PKwon,1/3_stats_possession,Unnamed: 0,npxG+xAG,CK,A-xAG,Crs,Fld_stats_misc,In,PPA,PassLive,G+A,G-xG,Sh/90,SoT/90,PassDead,Starts,Off,Att 3rd,xG+/-90,90s_stats_possession,90s,MP_stats_playing_time,+/-90,CrsPA,Mn/MP,onG,onxG,npxG,onxGA,Won%,Pass,Gls,onGA,TB,Tkl%,xG,Carries,Out,Att,PrgP,xG+/-,Blocks_stats_defense,Cmp,Def 3rd_stats_possession,+/-,TotDist,Tkl+Int,Mid 3rd,Def 3rd,1/3,PrgDist,FK_stats_passing_types,FK,Int_stats_misc,Dead,G/SoT,Sw,Sh_stats_defense,G/Sh,npxG/Sh,Str,PK,TI,PKcon,SoT%,Cmp%,Succ%,Tkld%,OG,Total Score
Dilane Bakwa,Right Winger,5641.501730025434,10371.759009911646,9155.366394543104,8070.683002666231,5048.444228346272,10261.109693164,2480.652287954819,7701.105465199561,11462.089869196485,5534.75849239179,7652.273653485414,7191.782627538007,2822.1587163518234,6511.29218031816,-2891.847371493192,8725.688218225374,-4887.7828584858735,4784.809581988823,6073.850004526573,5461.774753010904,6952.185605179047,11344.442266169108,4178.977593592564,3258.840521859207,3475.059570940496,3514.5248488260477,-489.5862633885619,-742.4814427462413,634.4523584456209,5789.195591642481,3462.1125708842555,3108.5274894402255,1380.2696206177818,-1162.5659910821607,3187.1611754423566,3060.9495928948395,946.6142177964031,522.4882626039363,2323.2580481088135,2814.257743312414,2524.042869748002,1922.0032290750394,686.9832131218324,3115.649162453474,2845.2469219436484,962.1661028381194,186.27489187731075,1544.9178901141509,1214.7340592509843,717.3236101128283,270.0996462827241,1484.3076817267802,1847.830909182376,1259.2937646520356,1324.7533583061836,-513.6919885748866,359.8089237907718,845.4061773797547,746.7439125941194,302.9017404239733,802.6784962437191,247.66657640135196,42.74983572780447,214.36657614120992,559.1165020116047,635.0882290692126,1106.033260475453,863.2619462247734,134.109780628735,504.5698109827507,-91.48093319913784,352.97062448729724,-99.66618795835663,-10.798581309863089,-8.965064311736489,-22.590524882422216,-17.457270198460925,96.38797896713761,-6.640002317169937,,,,,,203678.3501888871
Donyell Malen,Right Winger,-24.120434950226823,70.94599691073421,-1251.5039330657983,-3301.394082020408,-2563.288956679061,-6585.637565878535,-9749.567241321549,-3315.528563438548,-5506.2980744179185,-2233.181099953404,-4522.568367941023,-6533.348767988441,-3836.372005040761,-5137.674182100638,-2891.847371493192,-3264.4131857870457,-4743.220476177612,-363.72046806414403,-3045.277027867142,-894.8786663014193,-2963.560369903943,-3075.7565038676403,-2687.104245413663,-2669.893439595495,-3456.6973010808374,-654.7824073009245,480.60141815800114,3878.0248671725262,5855.57291904109,-2075.0099729514004,-2033.1116569032984,-597.1644913924645,-2674.60805862901,2670.073014510284,-2981.732557382818,-2863.655948110458,224.70135472944924,3263.686260593518,-1880.880017643354,1738.6751129300117,-200.36608183477358,-736.1544424433952,1359.3374147594573,-1138.0852275146501,663.8004080558185,-1855.0349240313878,561.308340856963,-808.830330362453,-705.944924486174,-2287.3713657753615,635.5099380814452,-680.0071440717971,-518.58939933877,-735.3560713012733,-596.1564376171343,168.86292270563527,-969.9744064429545,-551.623353832299,-674.8667557751437,250.56974636903053,-408.8853777006191,-555.1452955829948,-487.81661864741307,-329.0038578666052,-351.9618268058663,-264.00202133268704,-145.09992344625897,-166.3790796831317,-193.39281034062859,-136.90313537069707,130.62042265806318,10.686266612918175,-99.66618795835663,119.64828091328285,98.47340482097819,-22.590524882422216,-17.457270198460925,-13.913818688868652,-6.640002317169937,,,,,,-93853.91796643272
Edon Zhegrova,Right Winger,-428.8077324484883,2543.141120030953,-2418.6295772836193,-1647.2737787932604,861.9909765823388,-1139.8567744385796,438.1309001734286,-3315.528563438548,-3385.249581466119,655.9473098311242,-62.42168598656787,-1846.7185353696543,-2587.897494779651,-1416.476594105744,-2891.847371493192,1265.1806779509793,-4630.783067715631,-1155.290333640763,3163.490313337089,-3665.3956352074,1002.7380201292531,-2803.6772817914753,255.50225701757665,1835.9443711100785,-1723.7580830755041,-654.7824073009245,2971.038547127973,264.32148859792613,494.28804809406466,1650.1400313299118,-567.7185294932838,4343.758149717789,-1863.6325227796517,422.5381840174739,-808.5995378648589,-776.5789961654104,-3384.8629606053196,1209.7349220619676,-946.6271141428722,2618.697265061068,-343.7560266549197,-388.78156491541813,-491.1111007125151,-532.746102788417,2015.936676994556,-647.6630553730274,186.27489187731075,-939.594120388931,-385.831760529981,-1074.950586031004,-370.16970272424544,-119.0616168669823,987.3144333565045,-171.50897715107334,245.8862126506215,55.10377082554833,-400.0672649142147,-100.66348258326133,-661.1974224254393,250.56974636903053,-57.34590910548093,-555.1452955829948,-664.6721034391522,-329.0038578666052,-149.4999759575394,15.338972521679466,282.11628569774024,245.47733068003035,-138.809045179068,135.42028525104965,157.7059538601609,-87.10926420833299,-99.66618795835663,90.6600893081393,-8.965064311736489,-22.590524882422216,-17.457270198460925,-3.408885578772817,-6.640002317169937,,,,,,-22225.443098468673
Emmanuel Ekong,Right Winger,-5689.742599925888,-5285.47676984974,-8448.778739075693,-7643.45987799167,-5227.395571437927,-7125.364169929933,-2550.924789262751,-6987.739906317917,-5506.2980744179185,-7520.831208426975,-6180.973162119519,-6533.348767988441,-8414.111875998162,-6593.794977402988,-2891.847371493192,-6461.773560190358,-4454.095711561089,-5636.418340168347,-3239.3010072797742,-318.76649286068925,-4748.394645418881,-4436.152614248466,-2687.104245413663,-3855.6402318864352,-4843.0486754851045,-3632.8590188201906,-693.1524287130641,-382.90896726618206,-1958.5873830581693,-2075.0099729514004,-4963.8979117233275,-3067.625811947591,-1863.6325227796517,-5437.641322822232,-3893.0464042774465,-3738.8817666680598,-2301.9936660048893,-1501.823395384994,-2348.0064693935947,-4225.919473736036,-2924.7750334175494,-2850.5980447876045,-2015.7037421451996,-2283.3214094291457,-1391.4467207310627,-2056.263568807781,-1313.8589040412983,-2247.232020653711,-1026.0580884423673,4301.872002400493,-1198.7535661450293,-1568.1708954794206,-518.58939933877,-1383.943191161908,-1043.4915955718795,-399.93283669479973,-969.9744064429545,-1002.5832250813366,-907.2454227201194,-168.0862060705115,-781.5517281188419,-688.9472742470525,-487.81661864741307,-561.8769010128117,-453.19275223002967,-464.75826545404414,-236.64625397711595,-166.3790796831317,-302.56034066374974,-209.52271420316288,-318.9993952967584,-136.00702961895857,0.6644412530557143,-155.7395393355808,-159.37892109753707,-22.590524882422216,-17.457270198460925,-40.17615146410824,-6.640002317169937,,,,,,-203543.50249765557
Emmanuel Sabbi,Right Winger,-6499.117194922411,-4461.411728809667,-6503.569332045991,-7023.16476428149,-3705.0489344328603,-5700.243361479611,-3248.3711167978604,-4539.599011065005,-5506.2980744179185,-5885.475504775354,-5648.9252076731755,-5863.830163328615,-2587.897494779651,-4328.718184710443,-2891.847371493192,-5928.880164456472,-4438.033224637949,-3239.535918072197,-3045.277027867142,-1839.96155756374,-3261.0327491564326,-1443.28117141065,-2687.104245413663,-3144.192156511871,-3629.9912228813714,-3632.8590188201906,-4357.343404554101,84.53525085789532,-1468.0122968277221,-2075.0099729514004,-2399.459938755802,-3067.625811947591,-1052.6569869302932,-3426.1439233851047,-2070.4187104881903,-1988.4301295528578,-2301.9936660048893,-3004.294841080804,-1880.880017643354,-1096.9518217145028,-2351.215254136965,-1702.7572320864626,-768.309762791185,-532.746102788417,294.21649454589675,-1855.0349240313878,-1313.8589040412983,-808.830330362453,-705.944924486174,1477.9105588965558,-520.821314255297,-1194.207210676211,-518.58939933877,-1110.1677234820422,-780.3532673632059,-651.8281015721352,-969.9744064429545,-810.2157275555234,-538.1734222780992,-534.4101644551108,-624.7764458937273,-287.5413382548791,-310.96113385567384,-18.50646700499657,-392.45419697553166,-352.2029072021379,-206.13081046683027,-166.3790796831317,-193.39281034062859,-173.21292478693,-318.9993952967584,-136.00702961895857,-99.66618795835663,-155.7395393355808,55.498017167892336,-22.590524882422216,-17.457270198460925,-40.17615146410824,-6.640002317169937,,,,,,-160150.99948985328
Eren Dinkçi,Right Winger,-4070.9934099328416,-341.0865236093023,-3391.2342807984696,-2474.333930406834,-1802.1156381765277,-1139.8567744385796,-906.9441600728521,-867.3876681856351,856.8474044374824,-2423.9725987127595,-3254.70941266463,496.59658093973917,-507.106644344469,-607.5205967155498,4905.812505211665,-67.0528113837339,-4341.658303099109,-2405.837684299623,-3045.277027867142,2419.384623604802,-3261.0327491564326,-4164.0733921723,-2687.104245413663,-1721.2960057627424,875.6507439324961,-1846.013051908631,-2728.814081958085,-3583.103999038714,-3710.6412624526224,-2075.0099729514004,-201.37024764078024,-597.1644913924645,569.2940847684234,180.54268681979275,32.613243884028776,31.321759426221238,585.6577862629262,-164.99838608445674,-946.6271141428722,-314.70990870911953,-200.36608183477358,-449.1942392681096,-1322.7070869485249,-532.746102788417,-688.335860882919,1767.0806819436928,-1313.8589040412983,-24.247590203585098,-705.944924486174,-939.4004367428153,-822.1245373174003,-544.4453083306336,-518.58939933877,-243.21207582913345,-254.07661094585853,30.726809708386803,929.7160653195117,-160.58122771425235,-87.08542173785227,-63.422217960626,-175.88721944100124,80.41410307127973,42.74983572780447,59.11788071040559,-7.776680363710565,-115.62821902452009,-236.64625397711595,-166.3790796831317,24.9422503056138,-191.36781949504643,-318.9993952967584,-87.10926420833299,100.99507046446807,-155.7395393355808,-51.94045196482237,-22.590524882422216,-17.457270198460925,-45.428618019156154,-6.640002317169937,,,,,,-56129.51062153197
Ernest Nuamah,Right Winger,-428.8077324484883,-1989.216605689448,2444.3939402906344,-199.91851346950642,481.4043173310722,-3135.025906269032,-2102.5664358473227,-4539.599011065005,-3385.249581466119,-597.8253963017842,-2988.6854354414572,-1177.1999307098276,-4876.767430258352,-1901.8501925398607,-2891.847371493192,-67.0528113837339,-4293.470842329688,-1988.9885674133366,-1687.1091719787162,-1535.7225446231298,-1773.6708528939841,-2803.6772817914753,-1379.279133222001,-298.3998550136141,-683.9945522723041,-1250.3977296047779,1138.9430592074546,1271.1244199420928,2456.588393015853,-833.2933048576297,-201.37024764078024,-597.1644913924645,-1863.6325227796517,-745.5316004838372,-528.1952772818968,-507.2787443015336,585.6577862629262,-761.7396198398247,-479.5006623926314,-901.3913434631571,-343.7560266549197,-388.78156491541813,-560.4107662321823,56.2325050533235,943.2419036364911,-647.6630553730274,-188.75855710234148,237.27998984937088,-385.831760529981,114.8785021653216,-407.8326056070082,11.825672814141171,-195.89572090406833,-67.21356089207677,-306.70427658759326,-237.4197625803897,-305.08274132609137,31.78626981156093,309.3252454035769,-220.41820012545426,-49.347170216444475,113.86459773729418,-310.96113385567384,602.4883147182207,-270.9770864665355,-175.72722204174167,-206.13081046683027,-166.3790796831317,79.52601546717439,-130.85150380132492,-69.81250823745967,-87.10926420833299,0.6644412530557143,3.6955144927086745,-51.94045196482237,-22.590524882422216,-17.457270198460925,-19.16628524391657,193.8880676613622,,,,,,-50152.83065394357
Ethan Nwaneri,Right Winger,-2047.556922441534,-2813.2816467295206,-1543.2853441202535,-1026.9786650830802,2764.924272838672,-4560.146714719353,-4493.8109873962685,-3315.528563438548,-1264.201088514318,-2260.437028347598,-2456.637480995114,-3520.515047019221,-507.106644344469,-4328.718184710443,-2891.847371493192,-1932.1796964523323,-4277.408355406547,-3864.8095934016274,-522.9652955029229,3027.8626494860223,-286.30895663153564,-4436.152614248466,1563.327369209239,-1721.2960057627424,-3456.6973010808374,-654.7824073009245,3785.303208425981,1235.1671723940876,844.6988239729556,-833.2933048576297,-1666.7633750507944,-597.1644913924645,-1052.6569869302932,2544.7114916797887,-1825.0649824780983,-1752.7924091719656,-136.25507680402768,2380.2860492371924,-12.374210642390548,-2074.754212971232,-1204.0956955757963,-1294.9716802057935,-1461.3064179878597,-2168.797791237696,-688.335860882919,-1050.1203449258142,-188.75855710234148,-1985.7044406007549,-385.831760529981,-404.7304034394029,-897.4503430829262,-474.3271174300317,-518.58939933877,-487.65445768615655,-464.5872735127974,380.1299190543683,-400.0672649142147,-293.0309801090746,-469.82675552957693,355.233734478916,-261.6337003314721,-488.2443062509658,-399.3888762515434,-251.37951015120305,-189.99234612720477,-137.86137621008183,-175.61536695654462,39.549125498449335,-302.56034066374974,-100.59334595446418,146.8717413793218,-87.10926420833299,100.99507046446807,76.16599350556753,-116.4035334444512,-22.590524882422216,-17.457270198460925,-29.671218354012407,-6.640002317169937,,,,,,-66313.8718702087
Fabian Rieder,Right Winger,-6499.117194922411,-6109.541810889812,-5530.964628531141,-5782.574536861129,-4466.222252935394,-1709.905097818709,836.6716587649196,-867.3876681856351,856.8474044374824,-3187.1385937501823,-328.4456632097399,-3185.755744689308,4070.633226612932,-2710.8061899300546,4905.812505211665,-3530.859883653988,-4221.189651175557,-2405.8376842996236,1999.346436861296,3027.8626494860223,-1277.8835541398346,-3075.7565038676403,909.4148131134077,-2195.5947226791186,-2416.9337702776374,-1250.3977296047779,-1100.2847593620681,803.6802018180156,-276.6156588394946,-419.38774882637273,-2399.459938755802,-597.1644913924645,-241.68145108093495,1458.8373631709276,-1684.8628521866165,-1618.1422832400265,-858.1679398709815,-58.66003307191401,-1413.753565893113,-1488.0727782171946,-630.5359162952118,-237.74987903368893,-1184.1077559091898,-663.6302378643595,-1310.3185445947381,-647.6630553730274,-938.8254550616459,-416.5389602830191,-385.831760529981,-833.9725428520013,-746.7987315518745,-778.1726113326398,557.056195443569,-383.35904142716004,-254.07661094585853,201.3655375285173,-305.08274132609137,-315.10593884154497,-387.81075543135023,-63.422217960626,-188.8451764412403,-120.28886492480693,42.74983572780447,-329.0038578666052,-7.776680363710565,-90.96331027178755,7.477294105169339,863.2619462247734,24.9422503056138,56.7490748492117,-134.8177831224941,-136.00702961895857,0.6644412530557143,-83.26906032272194,-73.42814579136531,113.85624540740797,-17.457270198460925,-8.661352133820735,-6.640002317169937,,,,,,-63851.49859182403
Fer López,Right Winger,-6499.117194922411,-6933.606851929884,-7670.694976263812,-6609.634688474704,-4466.222252935394,-3990.0983913392247,3875.5449430250364,-3315.528563438548,-5506.2980744179185,-6267.058502294066,-3520.7333898878005,-5194.311558668788,9064.53126765737,-5137.674182100638,-2891.847371493192,-4330.199977254816,-4084.6585123288655,-3969.021872623199,-2851.25304845451,-3665.3956352074,-4550.079725917221,-4980.311058400796,-2360.1479673657477,-2195.5947226791186,-3110.1094574797708,-3037.2436965163374,324.67839790944635,1702.611390518165,-1397.9301416519438,-2075.0099729514004,-3864.853066165816,-1832.3951516700276,-1863.6325227796517,1830.076381464555,-3367.288415684392,-3233.94379442329,-4106.775823672274,3020.088473195991,-2348.0064693935947,-2270.314691222578,-2064.4353644966727,-2170.955458319823,-1669.2054145468624,-2397.845027620595,-1139.0479505291648,-1050.1203449258142,-938.8254550616459,-2247.232020653711,574.5077313385982,-3228.6918469433404,-1010.4390517312147,-1189.5326646161707,-411.02483986053613,-1103.649259965855,-517.2149391545322,22.601156002666297,-590.0363120904614,-756.6051134909525,-852.5680893213016,145.90575825914505,-575.9841386706049,-622.0462849150235,-399.3888762515434,-484.25255329740946,-311.4694566362009,-342.12850785243023,-236.64625397711595,-166.3790796831317,-302.56034066374974,-203.47108263379073,222.71122874519534,-136.00702961895857,-99.66618795835663,3.6955144927086745,-94.91583961790828,-22.590524882422216,-17.457270198460925,-45.428618019156154,-6.640002317169937,,,,,,-140114.50067992235
Francisco Conceição,Right Winger,10497.74930000457,2955.173640550989,1374.5287664242985,5796.267585728903,3906.684250592472,3990.5781359825796,3477.0041844335456,1580.7532270672777,856.8474044374824,301.62024070660664,4992.033881253696,-172.92202372008754,4070.633226612932,201.43540067464443,-2891.847371493192,-67.0528113837339,-3883.877425789614,-8.955262203474875,-1105.0372337408196,-3056.91760932618,209.47834212261384,1005.4318272748355,-1052.3228551740856,-298.3998550136141,355.768978530896,-59.16708499707141,2360.3400511544664,1271.1244199420928,1265.191755027624,-833.2933048576297,-1300.415093198291,-3067.625811947591,569.2940847684234,2176.0535730695633,-528.1952772818968,-507.2787443015336,-497.2115083375046,1517.7184088392971,1856.1315963585728,-216.9296695834466,229.80375262566466,170.03567284697994,-976.2087593501874,-892.6774742472583,-2392.027559745728,-1050.1203449258142,-188.75855710234148,-678.0665403359751,-1026.0580884423673,-721.0140851118441,-633.8100229035857,194.13296915570598,-195.89572090406833,-142.17589132823053,-517.2149391545322,534.5173394630577,-590.0363120904614,-53.359999585110515,-210.10942188519235,355.233734478916,41.83845311857116,-187.18985425683582,-45.67790666806512,-251.37951015120305,-250.7309013817028,-204.56084776676704,-206.13081046683027,-166.3790796831317,-138.809045179068,-88.49008281571989,-26.47565831410336,59.584032023543756,-99.66618795835663,3.6955144927086745,-94.91583961790828,-22.590524882422216,-17.457270198460925,1.8435809762751005,-6.640002317169937,,,,,,26556.4511496196
Franck Honorat,Right Winger,-24.120434950226823,-3637.346687769594,-959.722522011343,213.61156233728042,-4466.222252935394,4560.626459362709,7312.95898587664,356.68277944082143,5098.944390341083,-706.8491098785589,3129.866040691494,4848.467511228613,1781.7632911342316,2142.9297944111104,-2891.847371493192,-67.0528113837339,-3875.8461823280436,2075.290322227959,4133.61021040025,2419.384623604802,4374.09165165747,-5252.390280476961,909.4148131134077,-535.5492134718022,355.768978530896,536.4482373067818,-3339.5125779315904,-1209.9256608703195,-2449.162469288616,5375.290035611224,164.97803421172333,-1832.3951516700276,-1052.6569869302932,262.5840537538444,-317.89208184467435,-305.30355540362524,-2662.9500975383658,1623.8572527467504,3257.5109516092953,2325.3565476840495,659.973587086103,230.44834719967196,271.18522000382734,154.39560636027988,366.33042888929646,-647.6630553730274,-563.7920060819937,-416.5389602830191,-1026.0580884423673,-1346.050884607382,44.12222898614661,-460.3034792499114,2170.5245876170775,-31.36201155304671,-254.07661094585853,38.85246341410731,-305.08274132609137,-125.89200684894176,309.3252454035769,407.5657285338588,-54.30638832764708,-320.9918329208936,-399.3888762515434,-96.13081472039872,-88.76142070304131,144.56919866275703,160.0545116565976,-166.3790796831317,-138.809045179068,189.88496937539898,114.36910393680462,-87.10926420833299,0.6644412530557143,-10.798581309863089,119.96109864752115,-22.590524882422216,-17.457270198460925,38.610846861610526,-6.640002317169937,,,,,,20507.345747580155
Gabriel Strefezza,Right Winger,1999.3160525410804,2131.108599510916,3027.9567623995445,2281.261941371215,4287.270909843738,1140.3365190819354,1783.2059604197093,-3315.528563438548,856.8474044374824,7061.090482466636,1533.7221773524632,8530.81983685766,-5917.162855475944,7482.039377186393,-2891.847371493192,1798.0740736848647,-3747.3462869429227,616.3184131259559,7432.017860414999,-14.527479920079134,5068.193869913279,11344.442266169108,3198.1087594488163,1361.6456541937025,5554.586632546896,-59.16708499707141,-896.718594037566,84.53525085789532,-486.8621243668291,6203.101147673738,5293.853980146773,6814.219470272914,7868.073907412648,-46.29348692424267,4028.3739571912442,3868.850348486471,3112.352806997265,-445.45118523841546,921.878692858091,1836.4553520556847,1233.5333663666872,759.0592477857243,132.58588896449254,677.932146664049,-814.5352459838679,1968.3093267200861,-188.75855710234148,1544.9178901141509,894.6208952947914,-306.8330733979332,-31.20357677937911,2325.7259725340027,1525.137230747674,1692.7715884784898,1219.4980270227143,71.35507823698931,1024.7005889076352,1249.0625656306415,1430.210580079342,-168.0862060705115,991.7686835805409,1184.2804270497566,750.1717748947613,912.9857055798294,680.5936125206008,544.0712418408194,678.8170513314539,245.47733068003035,297.8610761134168,359.33065331781916,-123.98357064165506,352.97062448729724,100.99507046446807,-68.77496452015019,-94.91583961790828,-22.590524882422216,-17.457270198460925,-13.913818688868652,-6.640002317169937,,,,,,123690.20442929189
Gaëtan Perrin,Right Winger,3618.0652425341264,13255.986653551898,-376.15969990243264,3521.852168791575,9234.897480110205,12256.278824994453,4572.991270560144,8925.175912826016,11462.089869196485,5125.919566478885,4459.985926807352,13217.450069476447,2822.1587163518234,9261.74257144482,-2891.847371493192,6061.221239555947,-3675.0650957887915,6139.569211869256,15581.024995745549,3332.101662426633,8737.019880693984,-1715.3603934868152,8756.36548626338,1835.9443711100785,3994.941336342096,5896.98613804146,6431.663357644508,-167.16548197814595,1405.35606537918,12411.684488142591,4194.809134589263,4343.758149717789,7868.073907412648,-1952.991999185315,3783.020229181152,3633.2126281055785,2390.439943930311,-549.3355762583611,-12.374210642390548,2129.7960694327035,1520.3132560069796,1468.9081714298516,1102.781206239837,3541.022601450287,-1589.7600401754107,-245.20576582024077,1686.4086877959196,1937.2092601935847,1214.7340592509843,288.0814707002301,496.0770635793014,1124.3676351036909,4644.509455616458,1154.998348393039,1772.0885162609288,-968.7285960952347,-210.09821773796807,719.2635560513526,582.711912397666,-220.41820012545426,845.871686244516,1150.829932383742,396.4608053112828,1145.8587487260359,883.0554633689277,876.526420381172,1075.5178169651674,657.3337410431924,297.8610761134168,795.048126312614,60.198041532609196,304.07285907667165,-99.66618795835663,90.6600893081393,-8.965064311736489,-22.590524882422216,-17.457270198460925,-13.913818688868652,-6.640002317169937,,,,,,227750.60905889916
Giuliano Simeone,Right Winger,-833.4950299467498,2131.108599510916,3027.9567623995445,1247.4367518542476,1242.5776358336054,2850.481489222322,-6536.332375177655,-867.3876681856351,5098.944390341083,574.1795246485433,2331.7941090219783,-1846.7185353696543,-1755.5811546055786,-2225.432591495938,-2891.847371493192,1531.6273758179218,-3466.25276578797,-113.16754142504621,-3045.277027867142,4244.818701248463,-1277.8835541398346,2365.8279376556607,-2687.104245413663,175.89886190276206,-683.9945522723041,-59.16708499707141,-2321.68175130908,-3690.9757416827315,-2659.4089348159505,-2075.0099729514004,1996.7194434742412,-1832.3951516700276,3002.220692316498,2924.454305402197,908.8765582057866,872.8850465008375,1307.5706493298799,1954.4615179015218,921.878692858091,174.19128691924504,1090.1434215465413,1212.154305430912,-768.309762791185,-794.5143729403017,-571.1507175748951,559.7088132853328,-938.8254550616459,-678.0665403359751,-385.831760529981,875.465450949049,-520.821314255297,371.7657194372307,-518.58939933877,395.5973487572204,-280.39044376672587,1046.4335229234493,359.8089237907718,302.99290566762556,774.0825792935283,669.2256988085725,8.56369934017949,147.31509240330863,-45.67790666806512,-173.75516243580088,-28.022865448543254,42.08823976055842,-236.64625397711595,-166.3790796831317,188.6935457902956,-70.33518810760344,-134.8177831224941,-136.00702961895857,100.99507046446807,-68.77496452015019,34.01032334134938,-22.590524882422216,-17.457270198460925,75.37811274694594,-6.640002317169937,,,,,,1707.616257921367
Gustav Isaksen,Right Winger,10093.06200250631,5839.4012841912445,9738.929216652014,7450.387888956051,6570.790865351339,-2279.9534211988366,2879.1930465463097,4028.8941223201914,-1264.201088514318,5153.175494873079,469.62626845977616,2839.911697249133,533.288780873122,5864.1273824060045,4905.812505211665,6061.221239555947,-3385.940331172269,-321.5920998681898,5297.754086876043,593.9505459611413,5068.193869913279,4814.540936341146,9410.27804235921,887.3469372773263,2608.5899619378297,-59.16708499707141,528.2445632339484,767.7229542700087,1054.94528950029,1650.1400313299118,3828.4608527367595,-597.1644913924645,-2674.60805862901,1070.8486554424542,2661.403186849302,2556.0116206500697,3473.309238530742,468.6496570040193,2323.2580481088135,467.5320042962638,1950.4830904674177,1619.939857311581,340.4848855234949,628.850596010571,-138.467111514499,760.937458061726,186.27489187731075,1152.6265200347168,-385.831760529981,-1722.579077074574,81.78513186890956,918.6876084619253,-303.46028038230224,653.0766576466181,-227.76277812499114,558.8943005802194,454.79344737889517,526.8960585255394,172.63191190653234,250.56974636903053,554.3976411280274,-120.28886492480693,-45.67790666806512,-96.13081472039872,-169.74616104237208,30.276875005728755,37.992737615455,-166.3790796831317,79.52601546717439,147.52354838979394,-91.48093319913784,108.48179743416934,100.99507046446807,-25.292677112434873,-51.94045196482237,-22.590524882422216,-17.457270198460925,-8.661352133820735,-6.640002317169937,,,,,,119092.1145030545
Harry Wilson,Right Winger,-4475.680707431104,-6109.541810889812,-3391.2342807984696,-5989.339574764523,-4466.222252935394,-4560.146714719353,-956.7617548967875,-3315.528563438548,-3385.249581466119,-2614.7640974721153,-4052.781344334145,-1511.959233039741,-1755.5811546055786,-2710.8061899300546,4905.812505211665,-2465.0730921862178,-3273.5029227102877,-1467.9271713054782,447.1546015602382,-14.527479920079134,-1773.6708528939841,-1715.3603934868152,255.50225701757665,-1721.2960057627424,-1723.7580830755041,-59.16708499707141,3174.6047124524753,3428.559272822452,1475.4382205549582,408.42336323614114,-2033.1116569032984,-1832.3951516700276,-2674.60805862901,-313.9901571915695,-1369.408059030784,-1315.1794998931648,-858.1679398709815,1216.910164585454,-2348.0064693935947,-1096.9518217145028,-200.36608183477358,-1113.7336571477183,132.58588896449254,-925.398508016244,-1589.7600401754107,157.251523732546,561.308340856963,-678.0665403359751,-705.944924486174,875.465450949049,-31.20357677937911,-572.4925846908744,126.79795753063337,-435.5067495566583,-69.87978119978693,-131.7862644060232,74.85535302640189,-311.9523733083349,-264.78675528401016,198.2377523140878,-185.80565566340644,-354.442327586908,-399.3888762515434,-96.13081472039872,-68.51523561820862,-107.98557124198327,129.53906814631196,39.549125498449335,-84.22528001750739,8.336022294234505,287.71650363022985,59.584032023543756,0.6644412530557143,105.15418511071105,34.01032334134938,-22.590524882422216,-17.457270198460925,-24.41875179896449,-6.640002317169937,,,,,,-67646.71624276217
Ilias Akhomach,Right Winger,380.56686254803463,-2813.2816467295206,-4072.0575732588654,-3094.6290441170145,-660.3556604227276,-4560.146714719353,4822.079244679825,-5763.669458691461,-5506.2980744179185,-4331.887586306316,-1924.5895265487716,-4190.033651679048,-5292.925600345388,-2872.597389408094,-2891.847371493192,-2198.6263943192753,-2968.3156711706256,-4177.446431066343,-2657.2290690418777,-3056.91760932618,-2963.560369903943,-82.8850610298247,-2033.1916893178322,-2432.7440811373067,-2416.9337702776374,-3037.2436965163374,324.67839790944635,2062.183865998225,1125.0274446760682,-2075.0099729514004,-2399.459938755802,-1832.3951516700276,-241.68145108093495,970.5152698770022,-2350.822971071153,-2257.7303814167353,-3745.8193921387965,25.70951734023531,-1413.753565893113,-216.9296695834466,-1777.6554748563804,-1672.5508949101168,-1669.2054145468624,-1907.0295210858112,1114.5124977020644,-647.6630553730274,-938.8254550616459,-1462.649280494843,-705.944924486174,536.5900777285765,-1010.4390517312147,-866.9889864734022,-518.58939933877,-924.3915132707046,-859.2947658258081,46.97811711982782,-400.0672649142147,-668.305278561071,-456.1574221798725,-63.422217960626,-506.8750346693299,-354.442327586908,-310.96113385567384,-251.37951015120305,-392.45419697553166,-308.77877207408767,-175.61536695654462,-166.3790796831317,-193.39281034062859,-173.21292478693,-134.8177831224941,-38.21149879770741,-99.66618795835663,-68.77496452015019,-159.37892109753707,-22.590524882422216,-17.457270198460925,-34.92368490906032,-6.640002317169937,,,,,,-101089.30625618083
