Player,Position,Def 3rd_stats_possession,Sh_stats_defense,PrgDist,TotDist,Carries,Cmp,SCA90,Att,PKcon,90s,90s_stats_possession,Int_stats_misc,Blocks_stats_defense,Unnamed: 0,Starts,MP_stats_playing_time,onxG,onxGA,onGA,FK_stats_passing_types,onG,G/SoT,Tkl+Int,Tkl%,Def 3rd,xG+/-90,1/3,Sh/90,+/-90,Att 3rd_stats_possession,Sw,xG+/-,+/-,G/Sh,GCA90,Mn/MP,SCA,PrgP,Att 3rd,PassLive,OG,Mid 3rd,KP,Tkld,Off,Won%,Pass,GCA,SoT/90,Fld_stats_misc,1/3_stats_possession,npxG+xAG,PrgR,Ast,xAG,Succ,PrgC,PPA,npxG/Sh,G+A,xA,CPA,Gls,npxG,TB,Dead,xG,CrsPA,G-xG,Crs,TI,A-xAG,PKwon,PassDead,FK,CK,In,Out,PK,Str,SoT%,Cmp%,Succ%,Tkld%,Total Score
Florian Lejeune,Centre-Back,13729.707402613565,12269.730365306272,15310.784208604202,11128.21937025657,9533.246082489564,7752.956886576817,1956.2594806088098,8380.040115213425,5167.483297198521,9646.72257315359,9391.191610771388,4642.718048112883,5103.362774489698,-3766.833217831142,7996.775653967479,7044.525267557715,5090.124167784918,5671.409469200329,4802.465132518803,9517.836587738457,2749.014382912569,-3835.0530435657797,3843.8697238900336,-3571.4658157473054,3359.502406000699,200.45755818833152,6588.598506105639,9552.579696784105,-56.451738210572714,1406.5314783117185,10671.183504223733,-128.34806466906653,-770.2808929631507,-1360.2253979247598,355.78007017655483,1484.0631759799307,3628.622751397391,3359.303787967619,1065.2062369785065,2765.521521551931,-749.1716982569844,1465.3672711987865,2880.7816637583733,-772.0892167399184,-65.09373172280768,-48.02151592147664,-555.5601279613841,1367.9961464550527,2282.8090924243834,746.620609927328,296.1371854082386,2956.010299057908,-170.17137148115492,2070.7166420017606,1238.6488226407378,145.61262643596305,546.9076255301815,350.4664191161861,-328.8344801691032,526.986470230388,563.8946042041865,264.73094059924256,-316.96753712788774,1279.430531567342,-263.3759553080059,348.4143290212232,888.5467491552276,176.10189135940416,-909.5170560527739,1.1003685635992173,-77.55369849685275,284.8291786648044,-34.81862997309488,-35.83665318911508,1487.998649489753,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,209498.33290114277
Francesco Acerbi,Centre-Back,650.6164558267241,1266.4857275375462,545.9527945832851,3219.010641648822,3364.450920954563,3107.153547053475,3501.8125509240554,2218.414949957087,-3381.970775808788,223.55267916665738,217.63101708739836,3186.9505245520636,-725.252396695369,-3679.3164566135647,876.2191737528633,-780.2328417786226,2300.347999645506,-1395.8591907042776,-1756.6063739749982,-362.48441470895415,2172.139490494206,-3835.0530435657797,316.9180835155714,793.9471877124175,-1001.3245791153146,3594.735752586088,-755.3574897743698,-2274.5884730509365,3116.7165753029635,1033.7679265247336,-2010.350267731007,2672.0214617805455,2607.543467290073,-1360.2253979247598,-589.0975060835289,613.7264142741211,963.2304340827786,-64.30039930283473,-1945.4808355926887,1584.6914132098875,-749.1716982569844,-305.42987659784694,1610.4911576374006,-1424.0400698792268,-65.09373172280768,419.14998946846526,-803.7631708596094,-321.7593364196254,-672.0016429895675,1068.3512486149114,542.867655134243,-352.270630771816,864.9607346616857,776.1211377088014,176.30947431588285,-89.5633218157709,168.0931197596167,191.97771624919972,-141.1267193993627,8.910399255103167,456.27140243416306,264.73094059924256,-316.96753712788774,-276.2103480262463,-263.3759553080059,-121.26438962621863,-198.6022400920606,331.5757954446048,-62.36871831962874,41.814005416769994,-40.010605677085785,158.10412430008836,-34.81862997309488,-35.83665318911508,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,18997.68178007951
Gabriel Magalhães,Centre-Back,4630.107305914968,14808.940666329825,6128.348129608711,8567.60932903313,9392.245050225907,9566.276138755444,5404.031714388975,8779.404709257818,-3381.970775808788,7831.889852830182,7624.4317927285465,-695.0962049434536,9266.659325336173,-3539.2896386654415,7403.395947282927,6392.4620917796865,7010.359712088669,751.6533855098295,65.35793338439119,5700.439836792865,8229.32586088702,4464.853485780285,-18.98207271056783,2784.7674035759164,-1001.3245791153146,3719.91345265488,7135.4888462243625,3169.663541635036,4103.694192538596,8755.298642112273,1540.4791884163199,4691.5187164317085,5985.367827543296,1083.9765312380537,3426.632193021826,831.3106047005735,4739.2028836118125,4229.711632188921,5581.236845835299,4654.849694899201,-749.1716982569844,48.729552961479776,3727.6420011723553,-772.0892167399184,-822.0408406137407,-158.44387174091784,1181.861172326194,3902.62937076707,528.3902182723501,1550.9472066462865,1653.1547689012625,2727.8529935524098,394.4461409603944,776.1211377088014,884.5357065324525,145.61262643596305,-59.19558370272214,667.4438248501589,234.28880214011812,1563.1386121809576,779.1410077442333,-302.350600579135,1316.0171161765466,1279.430531567342,74.77550781615311,290.90264918684255,888.5467491552276,-134.8459168109971,195.45903664263287,82.52764226994078,-86.93947170179447,31.379069935372357,510.2268469134288,-35.83665318911508,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,212089.61904087418
Gabriel Osho,Centre-Back,-692.7785445215366,4652.099462235616,-1145.9391451623626,-1215.6152219673968,-936.0805630869812,-1340.111188216733,-8387.057220731687,-1524.201817087503,-3381.970775808788,1619.577848646202,1576.677030966507,-2636.1195696912123,4270.703464320402,-3521.7862864219255,2062.978587121966,523.8935097774336,1140.9605011979588,1805.8868320149363,-299.03492808748666,-1934.3536650983149,1018.3897056574792,729.8955475745566,-1194.6326195020551,-45.55531295291369,584.4306881995994,-180.85071232720904,-442.84872399224184,-960.4586764025981,1217.1094936791803,-723.5459604710517,525.9564866599409,-397.6143652892216,918.6312871634611,1083.9765312380537,-2006.413870473654,613.7264142741211,-2368.5099625604867,-586.5451058356158,2570.5497732641043,-2193.964933484652,-749.1716982569844,-1722.0675948351536,-1353.5200233115363,-120.13836360060976,-822.0408406137407,606.0185916244424,1181.861172326194,-1166.6370778569644,343.7145473089783,103.15933255216126,-567.4194586327766,-10.034672513568646,-452.4801277019296,-518.4743665841581,-531.9167579006869,145.61262643596305,92.33021860550377,-600.4657980857322,421.99656290985877,8.910399255103167,-297.0910099560012,-302.350600579135,227.36068064025704,197.24557185006324,-263.3759553080059,-150.02022954340893,132.2691914179836,-134.8459168109971,48.12889094991194,-39.613268289571565,-77.55369849685275,-31.98345724698565,-34.81862997309488,-35.83665318911508,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,-17712.703010499037
Gaby Jean,Centre-Back,2196.788060001137,-1272.724573486006,166.44319907642932,-1497.9808097981884,-1517.709821174567,-440.0695156025242,-7317.058941282669,-143.5413633911756,5167.483297198521,153.75142069268037,149.67871639344312,-4091.8870932520313,-2806.900672118607,-3486.779581934895,-310.5402396162394,-128.16966600059453,-3061.8191806744035,1415.4299999760076,794.1436563281469,760.2793355691607,-1865.9847564343372,-3835.0530435657797,-3042.0834787458216,-2132.318671749595,-2587.079846430229,-3845.641134740848,-1614.7565956752221,-4058.050339930824,-1611.9568713286187,-2054.844359710283,-488.5662150964384,-3251.8371518628655,-1825.8510055422832,-1360.2253979247598,-2006.413870473654,69.76593820799008,-2146.3939361176026,-644.5722954503693,-440.13729930709104,-1721.6328901478346,-749.1716982569844,-1013.7487357165004,-1353.5200233115363,-772.0892167399184,-65.09373172280768,198.3052778295835,-1300.1692566560603,-1166.6370778569644,-579.6638075078813,585.7552905835363,-937.515163221783,-1036.7425472883108,-358.3772089616714,-518.4743665841581,-531.9167579006869,-324.7392700675049,-210.72138601094807,-441.97709521874583,-47.27283901449253,-509.1656717201817,-404.71421172602464,-302.350600579135,-316.96753712788774,-411.48346799090615,-263.3759553080059,357.9996089936199,-293.13693480921614,20.62798727420352,11.296354526731712,-80.32690514274235,-2.4675128573188303,-31.98345724698565,-34.81862997309488,-35.83665318911508,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,-68694.19878752907
Gautier Lloris,Centre-Back,10054.381458264548,7191.309763259169,6728.354920270389,6054.555597339085,5356.09050167872,5251.370472987325,-1610.4014508879134,5185.123362858287,13716.93737020583,8320.498662148022,8100.0978975862345,2216.438842178184,5103.362774489698,-3460.5245535696217,6810.016240598376,5740.398916001658,4800.277293173033,10630.211236094721,11725.929500484483,1433.9375857360296,2460.5769367033877,9998.124505344329,6531.070973699148,1441.5634025113882,11288.278742575269,-2422.257664577087,1822.8398279281864,-866.5922623562889,-2651.6192765408505,-297.5304727144977,18.695135781751247,-3790.3697531031753,-4992.56134327968,1782.3199395702857,591.9994642415755,1484.0631759799307,1407.4624869685474,2256.787185287303,-1945.4808355926887,1112.35936987307,-749.1716982569844,2527.8455598767664,340.2006515164277,531.8124895386987,1448.8004860590584,410.6559620977384,933.6581294279687,1367.9961464550527,-579.6638075078813,-379.4366254792138,-73.95851918076787,1130.7518550139228,18.03446599936154,776.1211377088014,884.5357065324525,145.61262643596305,168.0931197596167,33.489013382213315,140.43492175524796,1045.062541205673,25.7785953540692,-302.350600579135,771.6888984084019,332.51869181472307,-263.3759553080059,-102.09382968142508,226.80388613513907,-134.8459168109971,342.78918233535376,-59.970086716156956,-77.55369849685275,31.379069935372357,-34.81862997309488,-35.83665318911508,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,155380.17445285822
Giangiacomo Magnani,Centre-Back,-5407.334583479584,-2119.1280071605233,-5890.869171667074,-5877.619690521043,-5853.491563282026,-5827.083644337567,-6365.949359550211,-5460.795672667941,-3381.970775808788,-2289.2926258965244,-2228.651807894999,-209.84036375651402,-1557.9117068646642,-3338.0010878650132,-2684.0590663544444,-780.2328417786226,-4003.8215231630356,-29.260278568027633,4802.465132518803,-2608.0119152651837,-2154.4222026435186,3081.535730889275,-690.7823851628464,8781.213836899711,-208.4469454578575,-4599.288391529807,-2474.1557015760736,4014.4612680518253,-5731.916034209075,-1628.828871953729,-1503.0889168528176,-2955.6442211806943,-4359.219275732201,211.0472708227629,-2006.413870473654,-1453.3233947771769,-2146.3939361176026,-1282.871381212657,-1945.4808355926887,-2193.964933484652,-749.1716982569844,-659.5893061571736,-1353.5200233115363,531.8124895386987,-822.0408406137407,79.38889463941662,-307.3570850631586,-1166.6370778569644,343.7145473089783,264.02465189595296,-320.6889889067722,-10.034672513568646,18.03446599936154,-518.4743665841581,-708.9733159548292,-559.9152183192388,-513.7729906274,-600.4657980857322,46.58104137037778,8.910399255103167,-404.71421172602464,-302.350600579135,227.36068064025704,264.8821318323932,-263.3759553080059,-293.7994291293605,179.53653877656137,-134.8459168109971,11.296354526731712,-59.970086716156956,-68.167925291911,-0.3021936558066466,-34.81862997309488,34.96683150976764,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,-90238.22964071095
Gianluca Mancini,Centre-Back,5821.419853393613,420.08229386302884,7485.253945946073,7943.4327664598,9409.870179258864,8388.280420186848,6236.252598404876,8631.069288612758,-3381.970775808788,8948.709988413817,8711.668603831833,7068.997254047581,-1141.5820517800166,-3294.242707256225,7996.775653967479,7696.588443335742,7155.283149394614,3914.35372502515,2616.1079636875365,9517.836587738457,6210.263737422749,729.8955475745566,4179.769880116173,-1508.6882426839197,1773.747138685785,2093.1163092486686,4869.800294303935,635.2703623846689,2157.3661545810883,7424.000242873043,-995.827565974628,2618.1682016565146,3029.771512321726,-312.71028542641136,-352.87811201850775,831.3106047005735,5627.66698938335,4229.711632188921,1065.2062369785065,5127.181738236018,-749.1716982569844,1819.5267007581133,4151.072169879347,531.8124895386987,-65.09373172280768,300.23360627829777,-803.7631708596094,523.1184050177136,-210.3124655811376,2516.1391227090367,4243.8247010243085,1244.8305077666719,1523.6811658434933,-518.4743665841581,884.5357065324525,-559.9152183192388,2440.9801543830054,1935.35344778605,-141.1267193993627,8.910399255103167,241.02499889411607,1398.8940229559976,227.36068064025704,400.1552517970529,74.77550781615311,377.1701689384135,274.07123349371676,487.0496995298055,-62.36871831962874,571.0912845079902,72.61867278221507,-285.43356597641764,-34.81862997309488,-35.83665318911508,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,182319.33612531595
Giorgio Altare,Centre-Back,-6446.5646780886145,-426.32113981148854,-6465.4339782724255,-6795.307850971115,-6135.49362780934,-6277.104480644673,-3274.8432189197174,-5506.437340558729,-3381.970775808788,-4662.535414011752,-4539.030031489486,-209.84036375651402,523.7365685585737,-3267.987678890952,-4464.198186408098,-4040.548720668763,-5235.670740263555,-3035.777885267778,-3578.5706813343872,-2832.564665320807,-3596.609433689427,-3835.0530435657797,-1866.432931954334,-2420.148100549138,-2587.079846430229,-3936.4902442344505,-3021.046041694798,-1335.924332587838,-812.837476017974,-191.02660077535919,-1503.0889168528176,-1797.7991285140279,-559.1668704473242,-1360.2253979247598,-2006.413870473654,-1453.3233947771769,-1924.2779096747179,-1921.1704669749452,1065.2062369785065,-1957.7989118162436,3870.7204409944193,-1722.0675948351536,-1353.5200233115363,-772.0892167399184,-65.09373172280768,-676.5795413552172,437.2520436315178,-1166.6370778569644,-117.97463009945166,-1183.7632221981723,172.77195054523648,-922.6638945355617,-170.17137148115492,-518.4743665841581,-531.9167579006869,380.788574687697,-513.7729906274,-283.48839235175944,-422.6883605539734,-509.1656717201817,-297.0910099560012,-302.350600579135,-316.96753712788774,-343.84690800857624,-263.3759553080059,175.87928951808126,-245.86958745063842,20.62798727420352,-25.536181896448518,41.814005416769994,401.120734955176,-31.98345724698565,-34.81862997309488,-35.83665318911508,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,-124438.84850120812
Giorgio Scalvini,Centre-Back,-10197.931848872437,-9736.75891023118,-8394.78443587711,-8529.627014121292,-7492.62856334704,-7838.941500769328,-6484.838057266768,-7720.0582332619315,-3381.970775808788,-8431.803371606526,-8208.454268963082,-6518.16629918673,-8219.186188219026,-3259.2360027691943,-6837.7170131463035,-7952.927775336932,-6648.674253996504,-6745.117789637599,-6129.320711637533,-5078.092165877036,-5327.234110944517,-376.75865633825237,-4889.534337989588,-1868.4750286833478,-3776.3962969164145,-1922.5471849802782,-3099.17323314033,7675.251415857911,-1883.1731509492006,-1682.0808079232984,-1503.0889168528176,-289.9078450411596,-348.0528479314977,-1360.2253979247598,-2006.413870473654,-3411.5811086152485,-2812.7420154462557,-1921.1704669749452,-1945.4808355926887,-2430.1309551530608,-749.1716982569844,-1722.0675948351536,-1776.9501920185269,-120.13836360060976,-1578.9879495046737,-311.3363644139895,-2044.7783853507367,-1166.6370778569644,-1226.0286558796831,-1344.6285415419638,-937.515163221783,-1150.82120004106,18.03446599936154,-518.4743665841581,-708.9733159548292,380.788574687697,-438.01008947328694,-283.48839235175944,-516.5422409388436,-509.1656717201817,-404.71421172602464,-302.350600579135,-316.96753712788774,-411.48346799090615,74.77550781615311,-437.57862871531205,-293.13693480921614,-134.8459168109971,11.296354526731712,-100.68372356932774,-105.71101811167796,-0.3021936558066466,-34.81862997309488,-35.83665318911508,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,-198221.3093006258
Giovanni Leoni,Centre-Back,-6471.911753566884,-6351.14517553311,-5806.062558145989,-5446.640635410887,-4936.984853568254,-4966.749692573986,-8981.500709314474,-5038.610244678155,-3381.970775808788,-4941.740447907662,-4810.839234265308,-2636.1195696912123,-3639.5599822879026,-3224.2292982821627,-4464.198186408098,-4692.611896446791,-4547.2844130603235,-4246.194064588456,-2849.784958390632,-1485.2481649870692,-3019.734541271064,9998.124505344329,-3713.8837911981,-3211.679029747878,-3776.3962969164145,-971.1753103632764,-2708.53727591267,-3588.718269699275,-874.5876111101603,-2001.5924237407137,-1503.0889168528176,-478.39425547526815,-559.1668704473242,16098.359810381047,-2006.413870473654,-1126.9471091374983,-2812.7420154462557,-2095.2520358192055,-1945.4808355926887,-2430.1309551530608,-749.1716982569844,-2076.2270243944804,-1776.9501920185269,-1424.0400698792268,-1578.9879495046737,300.23360627829777,-307.3570850631586,-1166.6370778569644,-117.97463009945166,-862.0325835105888,-814.1499283587809,-1150.82120004106,-170.17137148115492,-518.4743665841581,-708.9733159548292,-324.7392700675049,-816.8245952438517,-600.4657980857322,-141.1267193993627,8.910399255103167,-512.3374134960482,-302.350600579135,227.36068064025704,-411.48346799090615,-263.3759553080059,-130.84966959861538,-293.13693480921614,-134.8459168109971,379.62171875853403,-39.613268289571565,16.304033552564647,-0.3021936558066466,-34.81862997309488,-35.83665318911508,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,-122217.37744647068
Guillermo Maripán,Centre-Back,2247.4822109576753,420.08229386302884,2288.7287024415837,2426.9008610498126,2271.69292091122,1412.957457426729,-1610.4014508879134,1362.633677004818,-3381.970775808788,2736.3979842298395,2663.9138420697955,5127.973889299822,1772.7255338125165,-3127.9608609428283,2656.3582938065174,1828.0198613334899,-1938.662541553341,712.607702305936,-299.03492808748666,311.17383545791466,729.9522594482976,-376.75865633825237,2500.269098985477,146.33097291344706,980.8695050283279,-1694.9462580384115,-52.212766764581815,-772.7258483099788,968.1664203250792,-1522.3250000145904,-488.5662150964384,-1932.4322788241054,707.5172646476346,909.3906791549954,591.9994642415755,504.9343190608949,74.76632831124125,1096.2433929922342,-440.13729930709104,-68.47073846897366,-749.1716982569844,757.0484120801332,-83.22951719056327,1835.714195817316,691.8533771681255,-98.98568014583407,933.6581294279687,523.1184050177136,713.065889235722,-701.1672641667972,-320.6889889067722,332.2012857446785,-170.17137148115492,776.1211377088014,353.3660323700252,-559.9152183192388,-134.9584848568351,33.489013382213315,46.58104137037778,526.986470230388,241.02499889411607,831.8124817776202,227.36068064025704,61.97245188540339,412.9269709403122,-188.36134943299604,37.73449670082812,-134.8459168109971,121.79396379627241,-80.32690514274235,-96.32524490673622,126.42286070890937,-34.81862997309488,34.96683150976764,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,27970.827417546985
Harry Maguire,Centre-Back,1309.6404182617198,420.08229386302884,-312.7141673177015,311.3881543280672,1002.683630538305,407.0285292108487,886.2612011597922,472.62115313445815,-3381.970775808788,502.7577130625668,489.44021986322053,9010.020618795339,-2390.5710170339594,-3005.43739523822,282.83946706831193,2480.083037111518,-489.42816849390556,400.24223667479293,65.35793338439119,-1260.695414931446,-1577.5473102251556,-376.75865633825237,3507.9695676638944,3144.5541895753445,2170.1859555145134,-527.785656485387,-1145.99344700203,1855.5337449866975,-891.0022039827664,-31.27079286665141,1540.4791884163199,-639.9540358473611,-1192.5089379948035,211.0472708227629,-2006.413870473654,-1344.5312995639506,296.88235475412563,-644.5722954503693,-440.13729930709104,-68.47073846897366,-749.1716982569844,-1013.7487357165004,763.6308202234186,531.8124895386987,1448.8004860590584,852.3453853755018,-1548.372299554286,-1166.6370778569644,1082.417231162466,-540.3019448230054,-320.6889889067722,674.4372440029259,-170.17137148115492,-518.4743665841581,-177.803641792402,-324.7392700675049,-362.247188319174,-124.99968948477307,328.1426825249884,8.910399255103167,-297.0910099560012,1398.8940229559976,227.36068064025704,467.7918117793829,-263.3759553080059,-140.43494957101217,321.33858085229457,-134.8459168109971,-99.20125474280898,-59.970086716156956,-105.71101811167796,-95.34598442934363,-34.81862997309488,-35.83665318911508,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,8822.32090617141
Hauke Wahl,Centre-Back,6809.955797046107,8037.713196933686,5104.308271341609,5208.201901183107,4774.461243591135,6283.771215103624,-1134.8466600216832,6394.62756196416,-3381.970775808788,8320.498662148022,8100.0978975862345,6098.485571673701,5936.022084658992,-2961.6790146294315,6810.016240598376,5740.398916001658,3024.965186175224,4929.541488326363,3344.8936866312924,760.2793355691607,-135.3600791792473,-3835.0530435657797,3004.1193333246856,-1148.9014566844924,187.991871370871,-538.73354917373,3776.019614066486,-1899.1228168656971,-858.5783168270007,1619.5392221899954,-2517.6116186091967,-1151.5600070256558,-2036.9650280581095,-1360.2253979247598,-2006.413870473654,1484.0631759799307,1629.5785134114317,3881.5484945004,1065.2062369785065,1348.5253915414787,-749.1716982569844,1465.3672711987865,1610.4911576374006,531.8124895386987,1448.8004860590584,-863.4481435111936,1181.861172326194,-1166.6370778569644,159.0388763456062,424.8899712397446,666.2328899972451,104.04398023918033,206.24030347987798,-518.4743665841581,176.30947431588285,615.9645229394309,1153.010834763085,508.95512198317243,-47.27283901449253,-509.1656717201817,1102.0106130543038,264.73094059924256,-316.96753712788774,-5.6641080969266016,-263.3759553080059,-63.752709791838,-9.532850657749666,20.62798727420352,-209.69886401234965,62.170823843355386,-77.55369849685275,-158.70851161170165,-34.81862997309488,-35.83665318911508,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,95341.37948476765
Hiroki Ito,Centre-Back,-10755.567509394357,-8043.952042882145,-9111.40032013028,-8558.606640240767,-8056.632692401669,-7600.695175665567,11110.689204783732,-7537.491561698782,-3381.970775808788,-8571.40588855448,-8344.358870350992,-5547.65461681285,-6970.197222965084,-2909.168957898885,-7431.096719830854,-7952.927775336932,-5271.901599590041,-7135.574621676528,-6493.71357310941,-4628.986665765791,-4461.921772316972,9998.124505344329,-5561.334650441866,8781.213836899711,-5362.151564231328,6812.776391048555,-3099.17323314033,-1335.924332587838,2892.1706295131958,-457.2862806232054,-2010.350267731007,1002.5703979355847,496.4032421318082,16098.359810381047,6497.484315867097,-3737.9573942549273,-1924.2779096747179,-2037.224846204452,-1945.4808355926887,-1485.466868479426,-749.1716982569844,-2430.386453953807,-506.6596858975542,-120.13836360060976,-1578.9879495046737,1914.098806716279,-1796.5753424525112,-321.7593364196254,2098.1334214610115,-1022.8979028543805,-320.6889889067722,-352.27063077181623,-76.06845274089669,-518.4743665841581,-0.7470837382597235,-559.9152183192388,-589.5358917815129,-124.99968948477307,2486.7819313770033,8.910399255103167,133.40179712409264,264.73094059924256,227.36068064025704,-208.57378804391644,74.77550781615311,-274.62886918456695,-151.33489273348292,20.62798727420352,269.12410948899327,-59.970086716156956,35.075579962448124,-127.02724802052262,-34.81862997309488,-35.83665318911508,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,-108499.41550480788
Ibrahima Konaté,Centre-Back,6759.26164608957,2959.292594886581,8055.578421875371,8348.404464796067,8105.610630820036,8335.336792386011,2669.591666908155,7569.900510151943,-3381.970775808788,5388.845806240976,5246.101268440105,-3121.3754108781523,2605.3848439818116,-2760.3904638290037,5029.877120544722,4436.272564445602,9292.90384965728,-966.356675461457,-663.4277895593647,2107.5958359028987,7364.013522259475,3081.535730889275,652.8182397417107,1297.6486881116148,3755.9412228294273,6676.215834883435,4713.545911412871,1010.7360185699089,4517.174184570726,1992.3027739769802,18.695135781751247,7572.668133067368,5774.25380502747,-138.12443334335308,4135.290375216889,613.7264142741211,2518.0426191829692,2430.868754131564,-440.13729930709104,2293.1894782151135,-749.1716982569844,402.88898252080645,2033.9213263443914,-772.0892167399184,-822.0408406137407,843.8513580047762,685.4550865297433,3902.62937076707,-394.98813654450953,1068.3512486149114,419.50242027124085,1587.0664660249188,-452.4801277019296,2070.7166420017606,884.5357065324523,-324.7392700675049,774.1963289925204,667.4438248501589,234.28880214011812,1045.062541205673,348.64820066413967,-302.350600579135,227.36068064025704,603.064931744043,74.77550781615311,-111.67910965382185,415.87327556945013,-134.8459168109971,-172.86632758916943,-100.68372356932774,-86.93947170179447,348.1917058471623,-34.81862997309488,-35.83665318911508,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,149960.22810326694
Igor,Centre-Back,-2847.2799601744073,2112.8891612120638,-2808.1487701756305,-2154.852335172977,-1517.709821174567,-1710.7165828225834,2669.591666908155,-2163.185167558531,-3381.970775808788,-3545.715278428116,-3451.793220386198,-6518.16629918673,1356.395878727869,-2725.3837593419726,-3870.818479723547,-4040.548720668763,-2445.8945721241435,-2254.8642211899205,-2120.9992354468764,-3057.11741537643,-1577.5473102251556,-376.75865633825237,-5561.334650441866,-5610.257603077395,-4965.712747402599,-244.6731515648389,-1458.5022127841578,-3776.4510977918953,422.16522582574913,-1202.8133841971749,-995.827565974628,-236.0545849171286,74.17519710015526,-1360.2253979247598,-2006.413870473654,-147.81825221846233,-591.5817510174118,-528.5179162208623,-440.13729930709104,-304.63676013738234,-749.1716982569844,-2430.386453953807,-1353.5200233115363,-772.0892167399184,-65.09373172280768,-311.3363644139895,189.04900073329233,-1166.6370778569644,-1226.0286558796831,-540.3019448230054,666.2328899972451,-1036.7425472883108,-640.685965182446,-518.4743665841581,-354.8601998465444,-89.5633218157709,-134.9584848568351,-283.48839235175944,-422.6883605539734,-509.1656717201817,-189.46780818597773,-302.350600579135,-316.96753712788774,-479.1200279732361,751.0784340644711,-34.996869874647686,-340.4042821677939,20.62798727420352,48.12889094991194,-59.970086716156956,-30.624832472144046,-63.66472083816465,-34.81862997309488,-35.83665318911508,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,-88222.41761214414
Igor Zubeldia,Centre-Back,5694.684476002269,5498.502895910133,3944.577831440772,5831.635396420039,5867.219243634478,4814.585543630429,-2561.511032620372,5071.0191931313175,5167.483297198521,5319.044547766998,5178.148967746148,3672.2063657390036,4687.03311940505,-2707.8804070984575,5623.256827229274,4436.272564445602,1648.1925317687605,1024.973167937079,1158.5365178000247,2107.5958359028987,-712.2349715976105,-3835.0530435657797,2668.2191770985464,-1772.5318857501672,2566.624772343242,714.7760493404603,2213.475785155846,-584.9930202173589,-491.84558434934127,-1256.0653201667442,3062.2632410508886,517.8910568193055,-1192.5089379948035,-1360.2253979247598,-1061.5362942135705,613.7264142741211,296.88235475412563,2198.75999567255,1065.2062369785065,640.0273265362525,-749.1716982569844,402.88898252080645,-83.22951719056327,-1424.0400698792268,4476.588921622791,-1492.0061689449335,1181.861172326194,-321.7593364196254,436.05238279066407,103.15933255216126,-197.32375404377004,-352.270630771816,-358.3772089616714,-518.4743665841581,-0.747083738259527,-89.5633218157709,622.6705266842945,350.4664191161861,-516.5422409388436,-509.1656717201817,25.7785953540692,264.73094059924256,-316.96753712788774,-208.57378804391635,751.0784340644711,-111.67910965382185,-151.3348927334829,-134.8459168109971,-99.20125474280898,-80.32690514274235,-105.71101811167796,-127.02724802052266,-34.81862997309488,-35.83665318911508,-17.00992491961447,-7.565998140784883,-6.551410799849976,-4.28320904781916,-2.2588450055318496,-1.2392039927415244,,,,,76323.80793054235
