Player,Position,TB,PassLive,SCA,SCA90,KP,Unnamed: 0,Att 3rd_stats_possession,1/3_stats_possession,PPA,Fld_stats_misc,Off,Succ,PrgP,GCA,Att 3rd,Starts,xA,90s_stats_possession,90s,Ast,Tkld,Pass,A-xAG,G-xG,FK,xAG,MP_stats_playing_time,onxGA,PrgC,Mn/MP,onG,onxG,onGA,GCA90,Mid 3rd,Carries,npxG+xAG,G+A,PrgR,Won%,CK,xG+/-90,Blocks_stats_defense,In,Att,+/-90,PassDead,Crs,Sh/90,Tkl+Int,SoT/90,Cmp,1/3,Tkl%,Gls,G/SoT,TotDist,npxG,xG,Def 3rd,+/-,Int_stats_misc,FK_stats_passing_types,PKwon,xG+/-,Dead,PrgDist,Def 3rd_stats_possession,G/Sh,Out,CrsPA,Sh_stats_defense,Sw,CPA,PK,npxG/Sh,PKcon,TI,Str,SoT%,Cmp%,Succ%,Tkld%,OG,Total Score
Eberechi Eze,Attacking Midfield,5292.369624333372,7060.424629947171,12942.74330781299,7785.218909833817,11764.857658394572,-5563.28335546151,6959.9815776807945,5763.741228946746,4902.995793475755,8015.656075307089,19487.18142189119,13670.538177394277,2017.2146454927629,5283.978785521206,5658.669249993,5914.104652626728,3472.780184056208,5948.9265032085095,5772.671830691974,11012.746799505258,10010.319922997704,5549.014187904962,9924.791889838129,-10744.250223480925,17536.494032598297,4845.984520122853,2791.8694186713583,2123.447132098314,3929.969204346035,3719.159544727475,2815.6866957038055,3866.774254829835,765.4175144668387,634.9490479759588,1640.4758695283545,2680.1003792154615,4152.385259546001,2434.043907075304,2700.615758955365,-2703.4007676593146,3699.833006659307,1087.8729475903085,1940.9248055563617,3928.2904192312544,1393.8463092502136,705.8298903921734,3893.2691943376176,2347.5570424152693,3057.7051412933542,1015.9140400081817,979.129578315041,813.7757770667102,71.29640070720174,453.6621559481052,-265.2769974048886,-824.6129697579061,666.1521292625639,1357.2474397177432,947.5211060717816,558.4021901915263,450.4679604488483,190.30977385589782,1327.144385768089,-202.73403213634245,409.8325801628487,823.9013780516143,220.37335883877685,210.5404307512973,-207.91377687925086,150.1773624530786,-4.589032006674562,-131.54950946590472,41.798910448038605,158.83460466620525,-34.96368521750722,-56.26533321114747,-17.31638933227552,-16.74786707361407,-7.233502490055589,,,,,,242969.77247459753
Emile Smith Rowe,Attacking Midfield,-3645.204860958896,3933.789137705661,3035.65336201714,-1397.6918335963917,-1146.9168166599438,-5309.632332363411,4325.9063138353295,4414.835287022629,-1569.4236683324873,-2945.2097479207673,-2006.7758070470848,-386.2946423753485,5092.3323944402255,7742.952927273525,6862.055080754499,5335.934720168444,-909.9620230412995,4033.8673800745773,3914.3520400099933,-199.71302486149423,-814.5189559986337,2404.115541236946,2740.376863897609,2041.8197176688614,-1896.6963334351028,-1935.75765412248,3788.4222629382466,505.657496191752,2438.080387820566,1099.7514782796295,1448.7134141576712,1971.436682135897,1216.0678263551797,2430.972266002424,1280.5054525966718,2479.3909505729,359.67142544025285,975.8438225012271,1471.1802564662778,-1163.3741088150066,-1317.923643859853,920.1483143951044,1038.0087916079121,-1142.476819447967,1406.4735331393663,151.26937957507738,-975.6402515643194,-882.7998121687671,-367.1787283359837,656.8724773074484,-622.0117316622329,1325.4722604109197,832.5363405464789,-457.7547329074937,633.4631748375355,1251.2988267073704,736.9898765899777,554.1593679523796,336.3385217368769,-48.657452257352865,48.34664652176737,190.30977385589782,-238.3415880393917,-202.73403213634245,298.787115771602,-121.21808522064929,69.2667029002123,183.71831696983858,136.85463794583598,-120.80382875013483,-113.89143071110529,32.574164248700214,-41.16559362306832,37.312217319381126,-34.96368521750722,50.17161481282822,-17.31638933227552,-21.548677985306504,-7.233502490055589,,,,,,56173.224747478496
Enzo Millot,Attacking Midfield,185.18420416636152,2796.830776890566,2639.369764185306,-223.1334826925268,-364.3850302930033,-5167.587759428476,4019.6184924579493,1717.023403174399,3760.8041237448883,5458.120716553923,-3660.1571323500284,3830.755203555539,4374.804919685817,5283.978785521206,-1561.6457345759907,3601.4249227935898,2957.1634538094436,2836.95542811587,2752.902170833756,3537.7735832607564,3566.963447404646,5998.28542314325,3638.428742140173,-7608.044388859279,-1896.6963334351028,1266.7317059378156,2791.8694186713583,1946.9609899994157,821.867503251308,945.6686508415207,3271.3444562191835,2980.642402661241,1666.718138243521,1869.7150103691536,560.5646187333069,2592.835410240434,2866.719553069476,1461.910517359253,1767.94055017054,-1563.538516231244,354.6619063132005,898.2598031289598,2121.5080083460516,-681.497979568038,1831.590070740841,706.6114105892891,-569.897797739158,29.300946772607862,433.02778325965596,357.67117505683734,455.11969504975144,1450.7126584322298,1008.2070958940043,-594.7651148923221,333.88311742339414,-55.75674884484079,799.9567631032344,1322.3305670322925,1133.5331969563172,254.8723689670867,349.9376319670781,276.87428904729575,-93.38918305721755,-202.73403213634245,264.9906700873096,19.37819857191886,225.46684162322282,225.8673529121308,13.72306122259067,150.1773624530786,-59.24023135888992,-131.54950946590472,41.798910448038605,23.809729836400667,-34.96368521750722,121.12958016214536,234.73327761529035,16.85780930823298,65.65794567896612,,,,,,80820.54305505854
Facundo Buonanotte,Attacking Midfield,1461.980559208114,-2603.7214369811336,-332.75721955344864,-1931.5819930981463,418.1467560739371,-4944.374859102149,-176.52466041215408,705.3439467313124,-1950.1542249094427,3265.9475519083517,-353.39448174414053,2425.0719215785766,-1570.4227282792765,-863.4565688595928,11675.598403800492,-445.76460441440287,-136.53692767115098,981.741902579872,952.6548736105864,-199.71302486149423,6144.306037641869,6447.556658381539,-2348.583779476927,1076.8333070160472,-1896.6963334351028,1266.7317059378156,2791.8694186713583,2152.8614891147963,821.867503251308,-749.2424509776733,-601.74650816153,-637.7293270271862,2342.693606076032,-712.0683655438901,3440.327954186767,105.78379445216986,1066.7875640023417,489.77712764320154,-394.170161103371,-1224.0050796356488,540.5047452213175,-1813.6459001612068,3385.5904278738813,1162.417379951679,-180.347602264158,-1358.9438653205204,1053.0720175614874,67.30514506183182,160.95756931713822,1733.997165409648,134.89143305429667,-145.20784206789185,-192.2097323140865,-553.0663029838961,333.88311742339414,367.1141726573453,-99.68262795492089,344.6581318396763,176.89958669298886,760.7554043411527,-655.3656528506244,190.30977385589782,254.4965889000004,-202.73403213634245,-483.3591986363094,105.2981497784883,-76.74647025390627,45.77601752233681,87.60200725653789,-93.70570962981351,-113.89143071110529,360.8215116779101,14.14407575766963,-3.1952451295602504,-34.96368521750722,32.43212347549892,-17.31638933227552,12.056998396540546,-7.233502490055589,,,,,,31254.605700191165
Finn Porath,Attacking Midfield,-6198.797571042402,1375.6328258716976,1450.518970689804,-3640.0305035037677,-755.6509234764735,-4751.600081547594,-880.9866495801276,2391.4763741364563,1095.6902277062006,5458.120716553923,2953.368168861748,-1089.1362833638298,-955.399178489784,6513.465856397365,3251.8975884700035,3601.4249227935898,-1167.7703881646821,4093.7129776725114,3972.424533468804,1669.030279199631,-1845.455992093523,2404.115541236946,3339.0781160593187,353.09349902643675,-1896.6963334351028,-428.7038376235175,2791.8694186713583,4947.225405680676,1194.8397073826752,2024.2484429082806,1904.3711746730492,937.6161879392038,7975.8225046802945,1869.7150103691536,1280.5054525966718,-217.0965907554294,-604.57785441714,3.7104327851759367,-309.3815057592961,1322.4956948313168,-760.3951271355018,-1707.2383463416631,1940.9248055563617,-374.1787529814184,493.10433849065333,-2133.427182361829,38.71588299858406,1549.468878341566,-943.3274166848445,1913.5179467600149,-214.44848912256313,62.33338893885041,246.96715605472724,417.92031716945417,-265.2769974048886,-478.62767034702665,336.2056439330987,-248.9287038129835,-274.8440625980274,1570.168260939658,-1359.0779522230162,882.8258953870815,138.5346649142611,-202.73403213634245,-623.3730450426639,652.0614756384756,276.1894410183309,739.3192453000541,-60.15588481135651,-93.70570962981351,377.96936345883296,442.8833485352126,-13.510758932699344,37.312217319381126,-34.96368521750722,-3.0468591991596243,-17.31638933227552,405.7234931553203,-7.233502490055589,,,,,,48140.5215335139
Fisayo Dele-Bashiru,Attacking Midfield,-6198.797571042402,-4593.39856840755,-4493.734996787705,-3800.1975513542943,-4277.0439621277055,-4741.454040623669,-4740.213198935113,-5364.732791927207,-4995.998677525086,-6233.469494889125,-3660.1571323500284,-1440.5571038580704,-4030.5169274372465,-4551.917781488072,-358.25990381449213,-2180.274401789257,-3230.2373091517447,-2549.1483556983158,-2473.6222404593145,-2068.4563289226194,-3391.861546235857,-1639.3255759076465,644.9224813316233,4695.532346964099,-1896.6963334351028,-2500.902835309591,-1194.3419583961945,-1994.5628502092984,-1291.6416534931066,-1827.8222430444332,-1968.7197897076642,-2360.763484021675,-1037.1837330865253,-2508.0915835703554,-2679.1691336518356,-1578.430106765848,-1825.9602755698388,-482.3562620728497,-818.1134378237458,-1672.6742637083996,-1410.8450633139114,-889.5740515858378,-767.8232362889869,-1142.476819447967,-959.0264087619087,-655.0930634106642,-975.6402515643194,-1110.8250019041106,-463.2035097274606,-958.814554845851,-505.56509093661305,-510.1941448728524,-572.829702233725,-457.7547329074937,34.30306000925278,1712.6125592552096,-433.87937812403084,-528.2636852965882,-487.42930932321156,-453.3638805566056,-202.97917468265825,-329.07731729248997,-238.3415880393917,-202.73403213634245,-135.73861445501544,-300.8688922889308,-260.1118504939621,-176.4643538097494,259.9862146690813,-120.80382875013483,-113.89143071110529,-49.487672608602246,-96.47526300380628,23.809729836400667,-34.96368521750722,-56.26533321114747,-17.31638933227552,-31.150299808691376,-7.233502490055589,,,,,,-116936.14412596732
Florent Mollet,Attacking Midfield,-6198.797571042402,-8004.273650852833,-7267.720181610543,1859.0381393643238,-5842.107534861587,-4711.015917851897,-7404.917244918318,-7050.865219332351,-5376.729234102042,-6233.469494889125,-3660.1571323500284,-5306.186129294718,-5568.075801910977,-5781.404852364231,-5171.803226860487,-6227.463928997249,-4777.087499892042,-6379.266601966179,-6190.261821823274,-3937.199632983745,-4422.798582330746,-4334.952987337375,-851.8306490726518,-853.1395142895808,-1896.6963334351028,-3442.8114706214433,-5678.829757597191,-4053.567841363105,-3405.150810237521,-4601.313136930387,-4247.008592284554,-3936.108998988065,-3065.1101365840595,-3742.8575459635504,-3039.1395505835185,-2878.6781444937474,-2597.359699455754,-2426.623041504952,-2513.886544705245,-2048.5862827963806,-481.6308687733262,-2627.5446422852233,-2031.905655816816,-835.1575928613477,-1893.4409765592093,-2982.4823169147626,-367.02657082657737,-844.7956138795432,641.0814762745222,-1557.217159347073,367.78471450553644,-1250.9016417417429,-953.4496721533636,3515.5463446525346,-864.4371122331713,-1170.5982691687855,-871.9714910400144,-772.6817940947423,-673.4414002077477,-655.717094706232,-253.24433892354338,-588.7708628666837,-296.32255003226135,-202.73403213634245,-101.94216877072297,-222.75984573750407,-336.3018638113001,-310.57492271704285,-257.166407568549,95.98112421243589,-113.89143071110529,-131.54950946590472,-96.47526300380628,-111.21514499340392,-34.96368521750722,-91.74431588580603,-17.31638933227552,-26.34948889699894,-7.233502490055589,,,,,,-192680.77609464008
Florian Wirtz,Attacking Midfield,20613.925884834403,15303.372745856606,15122.303095888075,13604.621648402965,10591.059978844163,-4629.847590460506,20987.96379676479,11833.817967605264,13659.79859474573,5092.758522446327,4606.749494164692,19644.69212579637,7347.418743668364,17578.849494282804,4455.283419231502,3601.4249227935898,15589.7733448552,4452.786563260125,4320.859494221676,14750.23340762751,11298.991218116314,4650.471717428386,12020.246272404114,1076.8333070160472,-508.61130728985995,7294.946971933667,2293.592996537914,535.0718532082343,9027.25599414139,2794.6625800988236,6916.606540342207,5048.283391054627,990.7426704110093,6472.024506561969,560.5646187333069,4809.365622206115,4216.668544869826,6808.644160797534,7406.386130551524,-2557.8864376897736,1283.8761008537858,2574.933112768856,1760.341602766672,547.7789267784401,3519.4289972575866,2129.222394401695,38.71588299858406,1245.4352920277743,1825.3871134360693,477.3516959570818,2114.4843253898357,2406.117980480509,744.7009628727161,66.45890251272016,1831.783404494101,-209.5279930274538,1207.5099360602883,938.2449674923363,1505.5573787253898,254.8723689670867,1304.9757525438956,17.180743473101895,196.51562690713075,951.9684987271735,907.1231380888664,316.1925754673405,397.3718855982752,-15.531671120997325,13.72306122259067,-66.60759050949216,159.36456604997153,-49.487672608602246,97.10857982877656,509.89927922369725,188.46279105046574,-38.525841873818194,-17.31638933227552,122.47564936546657,-7.233502490055589,,,,,,340933.0398390886
Fredrik Jensen,Attacking Midfield,-6198.797571042402,-5446.117339018871,-5880.727589199124,-5348.4790139093875,-4277.0439621277055,-4487.80301752557,-4740.213198935113,-6039.185762889264,-4234.537564371176,-5868.107300781529,-3660.1571323500284,-3549.0820268235143,-4645.540477226738,-5781.404852364231,-2765.031565337489,-3336.614266705826,-3745.8540393985104,-3686.2147100590882,-3576.9996161767403,-3937.199632983745,-3134.127287212135,-2088.5968111459347,-2049.2331533960714,-1576.879322279191,-1896.6963334351028,-2689.284562371962,-2190.8948026630824,-2847.5792036873036,-1913.261993712052,-2444.1535527968676,-2880.03531073842,-3000.7475994767706,-3065.1101365840595,-3742.8575459635504,-2679.1691336518356,-2232.917374078549,-2147.37670218897,-2426.623041504952,-1030.085076183933,-435.80245896730247,-1225.0022244057943,-1047.5328796391693,-948.4064390786767,-988.8172061546574,-1527.2514837737808,298.1639903480386,-975.6402515643194,-654.7746224334234,-943.3274166848445,-1198.17559664634,-1786.4781389184325,-1071.9867874255858,-1041.2850498271264,2026.3030622087456,-864.4371122331713,-209.5279930274538,-715.3413608382883,-667.9311760383905,-593.7219326858036,-655.717094706232,48.34664652176737,-329.07731729248997,-354.30351202513106,-202.73403213634245,-121.25442344746153,-308.6797969440735,-278.7879540369308,-233.94031191287516,-257.166407568549,-93.70570962981351,-4.589032006674562,-49.487672608602246,-68.8204283134373,-70.70768254446256,-34.96368521750722,-56.26533321114747,-17.31638933227552,-26.34948889699894,-7.233502490055589,,,,,,-154934.46578788187
Félix Lemaréchal,Attacking Midfield,-1091.612150875391,1091.393235667924,-1323.4662141330334,-3746.8085354041195,-755.6509234764735,-4457.364894753799,-1677.334985161315,-3004.147393560005,-4234.537564371176,-3675.934136135958,1299.9868435588035,-34.87382188110787,-1775.4305782091074,366.0305020165668,-358.25990381449213,710.5752605021665,-2714.620578904979,1041.5875001778072,1010.727367069398,-199.71302486149423,-814.5189559986337,5998.28542314325,944.2731074124782,1076.8333070160472,-1896.6963334351028,-805.467291748258,300.4873080041379,1682.23177685107,-1291.6416534931066,1253.8343057177378,1448.7134141576712,1626.8298507369996,-1262.5088890306959,-38.55965878396564,1280.5054525966718,-566.1564666555366,-283.1614277980089,3.7104327851759367,-478.958816447446,-1563.538516231244,-1039.1593854976772,202.2357525168193,2302.0912111357416,-681.497979568038,-235.06557245048643,1378.9128662505693,-975.6402515643194,-882.7998121687671,-1231.4017608592746,776.5529982076928,-447.3417705738031,-141.62954498156873,-572.829702233725,537.0597797649573,34.30306000925278,482.442605794305,-182.1692492872872,-4.510595014829496,-88.8319717134913,356.04897604189983,601.2634531715037,536.5678346214896,-209.3511070429569,-202.73403213634245,42.89974130481618,-160.27260849636264,-198.99005708061017,133.90581994712963,210.73358397978316,-93.70570962981351,-59.24023135888992,-49.487672608602246,-96.47526300380628,-30.200220095521168,-34.96368521750722,103.39008882481606,-17.31638933227552,-16.74786707361407,-7.233502490055589,,,,,,-16876.145797659392
Gaetano Oristanio,Attacking Midfield,-1091.612150875391,1659.8724160754714,3630.078758764891,-2945.973296151485,3939.5397947251686,-4335.6124036667115,2580.065731984264,5089.288257984687,714.9596711292452,16418.98653978178,-353.39448174414053,11562.013254428835,-237.87170373537606,1595.5175728927265,-358.25990381449213,7070.4445175432975,121.27143745223205,5889.080905610574,5714.59933723316,1669.030279199631,8979.382886902815,1954.844305998658,1542.9743595741884,-3265.605540921616,2267.558745000626,701.5865247507048,5283.251529338579,5270.783332861989,4054.2932723898243,1561.999960593955,-601.74650816153,445.32071451220696,2793.3439179643733,-824.3198166705442,-1599.2578828567882,629.3736083023308,745.37113738321,3.7104327851759367,2022.3065162027651,-1260.3836621280338,-574.5522882273847,-1850.162908771395,496.2591832388425,-66.85952639479893,-630.7185876439381,-996.2048814829943,-164.15534391399663,675.3723176894151,-303.1622074083329,-539.9327316949957,-389.1184502109932,-538.8205215634375,-280.04510998784923,42.63100999361962,-265.2769974048886,-478.62767034702665,-358.1616970918397,274.8243864687749,123.75327501169266,-251.01066640697923,-755.8959813323946,-155.94828690969402,-209.3511070429569,-202.73403213634245,-777.8710824565724,-168.08351315150534,-124.28564290873555,-138.14704840766558,-134.0348308453037,-120.80382875013483,159.36456604997153,-131.54950946590472,41.798910448038605,239.84952956408804,-34.96368521750722,-20.78635053648892,-17.31638933227552,-21.548677985306504,-7.233502490055589,,,,,,80383.302489586
Gianluca Gaetano,Attacking Midfield,-2368.408505917144,-2035.2422565735862,-927.1826163011996,4955.60106447451,-755.6509234764735,-4152.98366703608,-2718.7135778444062,-4690.279820965149,-1950.1542249094427,-3675.934136135958,-5313.538457652972,-1791.9779243523112,-2902.9737528231767,-863.4565688595928,-3968.417396098988,-3336.614266705826,-1167.7703881646821,-2130.229172512768,-2067.1147862476314,1669.030279199631,-1587.7217330698008,-2088.5968111459347,5434.532498625304,-6884.304580869668,-508.61130728985995,-1747.37592706011,798.763730137582,-1671.0049230279858,-2534.8823339309974,-2598.236380234976,-601.74650816153,-982.336158426084,-1713.1592009190367,859.4519502292665,-1599.2578828567882,-1456.2591502008104,873.9377080308631,3.7104327851759367,-55.015539727071236,-290.2881289977612,-481.6308687733262,430.23820150166466,-1128.9896418683666,-681.497979568038,-1081.0895730237182,910.0738141516841,38.71588299858406,-502.75782927652756,1473.2962483339875,-898.9742943957289,-10.66686785272838,-785.7230205197344,-543.5512430091375,-606.6790611518724,-265.2769974048886,98.0144953377724,-521.5607675937408,798.5774767505337,522.350612621413,-453.3638805566056,249.40730348530786,-242.512802101092,-267.3320690358265,-202.73403213634245,76.69618698910864,-168.08351315150534,-200.9001131247774,-260.76242569433384,-84.78220015600556,68.88300509211454,-168.54263006332064,-131.54950946590472,41.798910448038605,-30.200220095521168,-34.96368521750722,138.86907149947461,-17.31638933227552,-16.74786707361407,-7.233502490055589,,,,,,-63488.913119936275
Giovanni Fabbian,Attacking Midfield,-4922.001216000649,-7151.554880241512,-6475.152985946875,-10260.268481325547,-5842.107534861587,-4061.6692987207643,-4893.357109623803,-6713.638733851322,-4615.268120948131,-22.312195060005532,-3660.1571323500284,-5657.6069497889575,-5260.564027016231,-5781.404852364231,2048.511757708505,-3914.7841991641108,-4777.087499892042,-2130.229172512768,-2067.1147862476314,-2068.4563289226194,-2876.3930281884122,-3885.6817520990867,-253.12939691094175,2041.8197176688611,-1896.6963334351028,-1935.75765412248,1795.3165744044704,-2847.5792036873036,-2286.234197843419,-3060.4848625493014,-829.5753884192189,-711.573648041236,-811.8585771423548,-3742.8575459635504,-2319.1987167201532,-2102.019920616009,-925.9942810362711,-482.3562620728497,-1581.2113359204202,170.50724923911798,-1410.8450633139114,1902.5040151768324,-1670.7392502374364,-1142.476819447967,-1607.2239017384145,69.28168984133163,-975.6402515643194,-1072.820803614887,192.96582978096384,-1018.6548152959733,-301.78346966677816,-1089.8782728572014,-924.171212928776,1031.4885495362948,34.30306000925278,1135.9703935704104,-780.3546711632259,-144.1780857566318,-195.12459507608335,-655.717094706232,-1.918517719117753,-502.2063476752859,-325.3130310286962,-202.73403213634245,327.75549778670984,-300.8688922889308,-346.48882938019216,-237.77204245308357,136.85463794583598,-120.80382875013483,-113.89143071110529,-49.487672608602246,-68.8204283134373,-57.20519506148209,-34.96368521750722,14.692632138169648,-17.31638933227552,-16.74786707361407,-7.233502490055589,,,,,,-127314.74600440788
Grigoris Kastanos,Attacking Midfield,-2368.408505917144,-6014.596519426417,-4890.018594619539,-4867.977870357808,-4277.0439621277055,-3960.2088894815242,-4403.296595419995,-5364.732791927207,-3853.80700779422,-1118.3987773827912,-3660.1571323500284,-6009.027770283199,-3210.485527717923,-3322.430710611912,4455.283419231502,-3336.614266705826,-2972.4289440283624,-2608.993953296251,-2531.6947339181265,-2068.4563289226194,-1329.9874740460784,1056.3018355220818,-1749.8825273152165,111.84689636323326,879.4737188553829,-993.8490188106282,1297.0401522710263,-1406.2757098796394,-2534.8823339309974,-3368.6505174255185,-1740.8909094499752,-2139.230520979527,89.44204663432728,-1273.3256211771607,-879.3170489934231,-1805.3190261009177,-1375.9772783030548,-1454.489651788901,-2005.154612640795,1589.2719664421422,-202.86661041115062,-1240.2172409374682,496.2591832388425,-220.51913968810865,-1127.3893939506115,-1395.5650334015934,444.45833682374547,-654.7746224334234,449.03191349156845,58.46987280622637,-156.2251687597531,-835.8191797282583,-397.15894688619954,114.11468755092122,-564.8570548190299,-401.7420482557201,-551.3126214712546,-563.1805579820387,-514.0024651638596,52.51915481746032,-404.0398316461988,-69.38377171829606,-151.37014505008722,-202.73403213634245,-188.84731481604646,-129.02898987579198,-148.0552292361502,-134.3153178674572,-134.0348308453037,14.686766851471864,-113.89143071110529,32.574164248700214,-13.510758932699344,-97.71265751042347,-34.96368521750722,-91.74431588580603,-17.31638933227552,-7.146245250229198,65.65794567896612,,,,,,-94453.30410222305
Himad Abdelli,Attacking Midfield,20613.925884834403,9050.101761373586,5809.638546839978,-2091.7490409486745,4722.071581092109,-3696.411825459502,6592.436192027939,16554.98876433967,6045.187463206621,3631.309746015947,7913.51214477058,10859.171613440352,11037.56004240532,-3322.430710611912,10472.212573038994,7070.4445175432975,2699.3550886860603,7385.220845558958,7166.411673703457,-2068.4563289226194,9494.85140495026,2853.386776475234,-5940.7912924471875,835.586704352844,-1896.6963334351028,1643.4951600625566,2791.8694186713583,7535.688823131176,7162.394973484551,4951.822164232343,765.2267733846043,1996.0514558072473,5497.245789294419,-2844.8459369503175,3080.3575372550845,4861.724603591132,552.5212814117319,975.8438225012271,962.4483244018282,376.65255002930127,-667.4737076814433,-1817.8204780744713,1038.0087916079121,-527.8383662747282,3523.6380718873042,-1277.2943349296452,-569.897797739158,67.30514506183182,-1439.4554538741409,1793.8374258597705,-1116.9099547461178,2567.1413493650502,2618.5223532463215,-404.1419747395169,933.043232251677,751.5422831138778,1713.6062864105893,-4.510595014829496,734.9358593465972,52.51915481746032,-1057.4869667777054,1055.9549257698775,660.3633228500881,-202.73403213634245,-850.292037494342,394.30162201876726,641.0101454542753,494.0884907267176,62.9756919118888,-66.60759050949216,-59.24023135888992,-49.487672608602246,180.07308389988347,104.82465473428343,300.1760291844522,-3.0468591991596243,-17.31638933227552,31.26024204331029,-7.233502490055589,,,,,,181679.67474971985
Hákon Arnar Haraldsson,Attacking Midfield,-2368.408505917144,1375.6328258716976,1648.660769605721,2446.317314816255,2374.476221991288,-3594.9514162202618,3897.103363906997,3065.929345098514,6425.918019783577,-753.036583275196,-2006.7758070470848,1722.2302805900954,1607.1989456331014,366.0305020165668,2048.511757708505,710.5752605021665,636.888167698997,622.6683169922599,604.2199128577153,-199.71302486149423,-1072.253215022356,-2088.5968111459347,345.57185525076835,1800.5731150056577,879.4737188553829,-428.7038376235175,-696.0655362627502,652.7292812741667,1443.4878434702534,1716.0827880320637,81.74013261153715,1109.9196036386525,-811.8585771423548,185.9432434693421,1280.5054525966718,1144.236925254989,295.3881401164269,489.77712764320154,1725.5462224985029,-2448.7506902126183,447.58332576725905,474.67357461739476,-948.4064390786767,-220.51913968810865,754.0669655331428,527.0462908547457,850.2007906489067,-46.70744980584004,288.99061117244037,118.31013325634858,426.00803486834644,566.8732781104135,276.2456152793148,-5.024775044581864,333.88311742339414,213.34292847473208,412.3955766141393,239.90751378332462,97.18011917104485,-149.83405933216605,199.14213924442274,-155.94828690969402,-93.38918305721755,951.9684987271735,110.4926326734011,-19.676324703794513,78.60475467169663,-73.00762922412308,87.60200725653789,123.07924333275723,50.0621673455408,-49.487672608602246,-13.510758932699344,-3.1952451295602504,-34.96368521750722,14.692632138169648,-17.31638933227552,7.256187484848109,-7.233502490055589,,,,,,32045.610047954953
Isco,Attacking Midfield,-1091.612150875391,3365.309957298113,5017.07135117631,14832.569015257002,5895.86926064252,-3341.300393122163,3162.0125926012856,3403.155830579543,1095.6902277062006,4362.034134231137,-3660.1571323500284,667.9678191073733,3554.773519966494,4054.4917146450457,-358.25990381449213,-1023.9345368726874,636.888167698997,-993.1628181519962,-963.7374105302061,3537.7735832607564,-41.31617892746675,-1190.0543406693585,3339.0781160593187,-853.1395142895808,2267.558745000626,1455.1134330001871,-3187.4476469299707,-1406.2757098796394,-1042.9935174055286,2948.745407536932,537.3978931269152,26.869562099259763,-586.5334211981842,3890.241130648927,-159.3762151300581,1170.4164159474972,359.6714254402534,2434.043907075304,29.773115617003715,582.7978508194846,2863.5402315727806,1166.8550878966698,-767.8232362889869,2084.3750597115377,829.8303088680591,773.5349221696611,2676.041832862133,903.3975074247588,208.96996001287664,-480.0924712448734,-796.6816927506629,645.5958140095227,1213.1563104661175,-701.9906312282749,933.043232251677,751.5422831138778,495.19703237907186,-74.34434038573072,920.9479502311333,-655.717094706232,249.40730348530786,-69.38377171829606,1153.2014997894803,-202.73403213634245,236.0222880722017,503.65428719076476,269.6103590884214,-145.81050948808235,-35.529569466707464,285.6679580546853,-113.89143071110529,-131.54950946590472,318.34725735172833,-43.702707578501624,411.8892673184386,-3.0468591991596243,-17.31638933227552,-16.74786707361407,-7.233502490055589,,,,,,68358.24542445183
Iván Martín,Attacking Midfield,-4922.001216000649,3649.549547501887,261.66817719430225,-4013.753615154997,-364.3850302930033,-3209.4018611111514,1844.9749606785524,7787.100141832918,-1569.4236683324873,-2214.4853597055767,-3660.1571323500284,1722.2302805900954,4682.316694580563,-2092.9436397357526,-2765.031565337489,3601.4249227935898,-394.34529279453403,3076.3378185076103,2985.192144669002,-2068.4563289226194,-1845.455992093523,157.7593650455057,-2348.583779476927,-129.39970629997026,-1896.6963334351028,-617.0855646858868,1795.3165744044704,1770.4748479005189,2065.108183689199,1870.165615470172,-146.0887476461519,666.8536775543552,1216.0678263551797,-1946.834327937085,560.5646187333069,4146.151857995912,-1183.1274223315759,-1454.489651788901,-563.747471791521,-2194.1006127659216,-1410.8450633139114,-437.8170682660643,315.6759804491526,-1142.476819447967,2690.2412952032255,-465.1894118824382,-975.6402515643194,-768.7872173010952,-2415.7073980208215,417.51143550695963,-1640.9198380114071,2323.8171474950764,1418.1055250382306,24.760090604293907,-564.8570548190299,2673.682835396541,1597.747215226197,-528.2636852965882,-487.42930932321156,558.4021901915263,-303.5095031644285,190.30977385589782,22.57274092852177,-202.73403213634245,-159.87893280093863,-168.08351315150534,289.13537642879777,555.3961793700518,161.48095329048508,-120.80382875013483,-59.24023135888992,114.63600110600268,-68.8204283134373,-111.21514499340392,-34.96368521750722,103.39008882481606,-17.31638933227552,7.256187484848109,-7.233502490055589,,,,,,3631.6516429511394
