Player,Position,TI,Dead,CrsPA,90s,90s_stats_possession,Crs,Starts,Def 3rd,MP_stats_playing_time,onxGA,onGA,Pass,Unnamed: 0,Tkl+Int,onxG,Att,Blocks_stats_defense,Att 3rd_stats_possession,onG,PassLive,PPA,KP,Carries,SCA,+/-90,Off,Cmp,1/3_stats_possession,xG+/-90,GCA,xA,Int_stats_misc,Mid 3rd,TotDist,PrgP,Ast,Fld_stats_misc,xAG,PrgC,PrgDist,PrgR,+/-,Att 3rd,npxG/Sh,G/SoT,Mn/MP,GCA90,xG+/-,Def 3rd_stats_possession,A-xAG,PKcon,Sh/90,PassDead,Tkl%,FK_stats_passing_types,Won%,1/3,G/Sh,SCA90,npxG+xAG,CK,G+A,In,Tkld,Succ,Gls,SoT/90,Sw,FK,npxG,xG,Sh_stats_defense,TB,Out,G-xG,CPA,PKwon,OG,Str,PK,SoT%,Cmp%,Succ%,Tkld%,Total Score
Gabriel Gudmundsson,Left-Back,4103.2578271454,3053.657362342554,2872.274802717378,3392.59811241749,3309.3473433122904,784.3040640716104,3000.283539304788,-2703.1077015802966,5350.15982556277,4151.178506536337,2516.3329269144538,-1449.7982437502083,-4116.724598997456,744.2414657888952,2660.2474121964437,2304.9432663372504,-762.8703998197227,3208.95533329251,1861.628189388922,-756.3074300677603,1209.8467956808001,39.961724702590296,2746.1711422287317,-819.277705798537,120.55799340555512,-3813.8324684601707,1823.7197886306817,3908.9570740207428,-171.4478629833883,-3087.527993407527,378.62627447413644,315.325688960143,2161.7122543062947,1277.9448644467893,1891.4457872835794,-1939.8647887643328,5147.161818589948,-706.6045861970571,3737.517800626899,254.28345507009897,1766.0179198785872,-20.48915364311623,1754.7135800382189,-1148.0553876272343,999.9889710209017,-138.18802016842062,-1625.4402248866245,-263.3826723982917,251.80070866413757,-1090.3943734686081,-494.74601757042456,546.3392986740271,-380.51421178827815,202.62526201512347,96.90351641960712,725.915547148748,284.31361710593416,305.1630698030279,-468.2309437894829,-160.29213542074118,-176.3052152965709,-53.820979684134755,-232.4517676261402,671.078293511711,472.6213730091541,401.6502728171554,97.01857656650485,330.57595395602664,-113.95846064350815,-8.895716527312189,-12.859733014446824,22.619717864524894,-0.6258508863662121,-17.37725582903237,175.4003506525361,49.52549038205031,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,50709.46505539499
Gabriel Suazo,Left-Back,3383.561888255897,4593.669405967181,2872.274802717378,5205.592666719398,5077.852928974874,2365.031681063619,3696.852864514012,4151.541440617446,5350.15982556277,2944.518590439163,4192.2056084301985,4898.718766052861,-4062.284596068483,8142.090766444985,5291.549127161734,3517.6703649665533,2754.809777126777,4207.810170971539,3448.0259277798928,6614.359892314717,5012.22243924903,6673.6080253325445,2877.961951598483,6506.254567594474,295.6764431646793,502.7324617515679,2391.9241064820076,2271.3876751880784,1789.188394106986,6474.592284682948,5191.49119812522,4842.379904517654,4182.231591101592,1567.230672668585,2346.3950741441713,6044.041531935152,2326.5996713598047,3220.0807768532163,956.1611587975569,1970.6692693043012,1562.6048094845785,127.38908569415743,5673.311619764823,2024.9259958669738,-1620.8623285957494,469.4732075920504,2027.5022971544474,1019.4004166417989,379.21358294245863,2664.0040946224217,-494.74601757042456,-796.2218977612796,2025.785184663309,-692.1750821950186,943.5342388224902,-356.1783898725539,503.03892295365085,-424.5906337355454,1016.0633288845843,704.6878109469283,309.1608040745557,886.6298232175875,366.5701225566169,-27.03538335544044,695.5053159623347,-252.01585745390145,-10.170000538585391,330.57595395602664,280.14788241529084,18.955028493796238,10.593133827244754,-58.13024268410163,207.15664338721362,16.963511642626834,-113.95402704126931,49.52549038205031,-19.184280038044225,175.20562310339702,-5.031972021899184,-2.609622047814141,,,,,165703.85929211235
Gerard Martín,Left-Back,-4019.0249117504145,-4727.456121234509,-5124.330937342743,-5593.54880890501,-5456.2890377979065,-4388.986318811328,-6055.11768841512,-4812.230514564218,857.1082351238828,-5548.51081901402,-5025.094139906398,-872.6603337681108,-3926.1845887460504,-3509.521882088357,-1076.9637192035348,-2773.9992834777763,-1544.577105807834,-2028.2835453488847,1227.0690940325337,-1493.374162306008,-1209.8467956808001,-2487.1416279183445,-2854.938255985695,-2252.534020158039,8328.92701873466,-2374.9774917229247,-1674.2880431415442,-2641.320521309915,5728.5150856737455,-1175.1039377894322,-876.9037056087565,-1665.260530346268,-1475.2225519252409,-1384.216940328462,-1813.1412628669545,721.4373181354958,-2105.712274287564,-1334.874244285101,-2010.6192591537413,-1259.3796251994338,-390.161050297906,2345.5626757532623,-204.58543982508374,41.812631183094055,4931.265920445878,-2568.832931210305,505.44291297066775,1233.1975981484807,-1022.328034119073,1484.0502903652412,-494.74601757042456,-611.0410430805478,-681.3016363447265,432.53923934689584,-568.3063368969439,1384.7905221350522,-566.284794524075,1582.2320509955314,241.3341231473883,-459.7082707018576,-315.00979225974993,181.29172104129586,-232.4517676261402,-276.36169652228017,-329.76082162229613,74.81720768162697,-77.16286122926677,-151.49381198863296,-113.95846064350815,-148.14944163285418,-130.1240672229046,-98.50522295841489,-0.6258508863662121,-51.71802330069158,106.50645120163004,-56.84903794316682,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,-76751.25832428117
Gideon Mensah,Left-Back,6982.041582703409,4836.829202328964,1872.699085209863,5047.94096634532,4924.069834569433,1790.2216385210706,4393.4221897232355,5733.383550355386,3103.6340303433262,6982.188309687398,2935.30109729339,3167.3050361065693,-3835.4512505310954,9806.606859092606,2164.494915173997,3040.8716766165708,1973.103071138666,698.3202007479241,2496.1872847453105,3666.0929633617266,1555.5173087324574,671.737562857824,2943.8573562833585,1728.7335197294667,297.3766222885545,1941.587438488814,1948.0144831606594,1247.906800917663,-1621.507718498871,1693.5321456377105,-667.6487089282745,7388.847900768754,4182.231591101592,1581.0643118803157,1436.4965004229873,-609.2137353144185,1722.1934969533454,864.069559023052,1141.5849349195132,1938.2336318699543,626.904501672138,127.38908569415743,3714.012599901521,-1148.0553876272343,-1620.8623285957494,1077.1344353525215,201.03103613391147,-1252.1946368666945,1203.6498282727714,-1090.3943734686081,1724.925304502291,-1143.4360002876522,-380.51421178827815,-511.97223509714286,96.90351641960712,-67.6200066668734,187.10237006250458,-424.5906337355454,-12.08197218720859,6.050161957656828,-315.00979225974993,-288.93368040956534,-232.4517676261402,571.347768244975,784.658893143607,-252.01585745390145,-197.75001047249327,651.9557979191329,-113.95846064350815,-148.1494416328542,-130.1240672229046,-17.755262409788365,103.2653962504237,-51.71802330069158,-31.281347700182028,19.132768003416842,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,104790.41420811153
Giuseppe Pezzella,Left-Back,13973.37356048715,12212.676358636389,9869.304825269983,9304.53687644545,9076.213383516366,13573.82751064332,9269.407466187802,4678.822143863426,7596.685620782214,5868.34838713616,6287.046460324879,3744.4429460886668,-3744.71791231614,3333.4887210185266,1745.0120330780821,2906.124221213315,3536.5164831148886,4693.73955146404,275.23045099795155,2437.6484096313134,2938.199360939086,4462.392591789227,1243.755915413568,2206.485624515967,-1840.7686438966389,3380.4424152260603,847.1186173237151,2271.3876751880784,-1028.8890961381312,1693.5321456377105,4145.216214722812,-250.55608798454583,2565.816121665354,685.5396087914683,721.5761924992003,2052.08837158541,2931.005845766264,3063.013362331205,3273.9583603220085,1370.6099767688795,1928.7484081937944,-2090.784504364947,2407.813253325986,-1148.0553876272343,-1620.8623285957494,1153.0920888225803,-179.48380991203342,-1078.4844268925158,888.8650800557429,-446.7832075101458,1724.925304502291,-518.4506157401817,672.2417741592913,-337.98327927850426,157.37713944838447,706.6783216017025,-7.320124024354688,-424.5906337355454,-236.53622805499438,571.6139730442097,343.83694831535047,181.29172104129586,17.14068661667527,471.6172429782392,294.3142186466096,-252.01585745390145,-157.55429405808445,-231.83877297940953,-113.95846064350815,-64.59720656952898,-59.76546669782993,103.36967841315142,103.2653962504237,119.98581405760446,-72.61768737072568,110.31093513931724,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,160246.40075936005
Hassane Kamara,Left-Back,2458.2385382551083,1837.858380533638,11868.456260285013,2367.862059985976,2309.7572296769163,3802.0567874199905,3000.283539304788,-593.9848885963756,3852.4759620831405,484.78876147184724,2.523904640836624,281.6154861960835,-3508.811232957257,1299.080163338102,295.8893494740088,439.2092684460161,409.68965916244395,1184.2495812404245,275.23045099795155,963.5149451548178,3629.5403870424007,1619.4013200906745,439.83197825808537,773.2293101564653,332.32914195147305,-3813.8324684601707,181.25418234169243,2066.6915003339955,232.46003547299787,1693.5321456377105,587.8812711546171,2295.9119082665543,141.192917510997,525.6390143735141,-253.31513648778244,2052.08837158541,513.3811481404265,235.79990093500817,956.1611587975569,-3.399664547214336,504.8566354357327,127.38908569415743,-204.58543982508374,-354.81004175368236,541.3399935879877,-62.23036669836173,581.5458821798563,-22.86084320327469,274.2853335367825,1484.0502903652412,-494.74601757042456,291.7156234880207,-380.51421178827815,-319.3416054407927,36.42989339082976,764.3899982428387,-104.53137106778432,1.0990266619557334,24.12032714630511,72.58708090901592,-37.600638333391885,416.40442176672644,67.05917746523836,322.02145507813526,160.58385287470125,74.81720768162697,-36.96714481485793,250.23099296524998,-113.95846064350815,18.955028493796238,10.593133827244754,22.619717864524894,-104.51709802315614,-51.71802330069158,23.8337718605428,-72.04539913248355,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,50908.20689379475
Ian Maatsen,Left-Back,-3813.397500639129,-3835.870201241303,-4124.755219835228,-4962.942007408694,-4841.156660176138,-1514.936106098584,-6751.687013624343,-3230.388404826277,3103.6340303433262,-3784.9309416412284,-2930.253288011717,-3758.3498836785966,-3327.3445565273464,-2769.7369520227476,-1115.098526666799,-2597.7910725658267,-4280.550576766223,-597.4914805654107,-1945.7263827494073,2437.6484096313134,172.8352565258286,671.737562857824,-1734.7163763428098,2047.234922920467,581.6293547966676,-3813.8324684601707,-1665.4098506751172,-1413.1434721854164,3070.040841084318,3605.956201255806,1006.3912645155815,-1099.378753401579,-1475.2225519252409,-1265.0035200626592,-1228.206465474765,721.4373181354958,-1702.774824683258,1178.2043880670735,-712.6528263000482,-1352.1815878588159,260.7609029629222,127.38908569415743,-857.6851131128512,-1148.0553876272343,-1620.8623285957494,-2644.7905846803637,5147.724034731196,698.7046443817761,-804.9766603501723,-232.24615219065834,-494.74601757042456,1356.5055379022292,-230.12049951005395,320.68919632062824,-265.93822175305706,644.1573385738052,-590.5876062849325,-424.5906337355454,2558.2812804922737,139.12399986037516,-176.3052152965709,-53.820979684134755,-132.61478592901398,-126.76590862217634,-17.723301487843262,-252.01585745390145,418.58430788177554,-151.49381198863296,-113.95846064350815,-92.44795159063737,-83.21833353952148,-179.2551835070414,-0.6258508863662121,-51.71802330069158,-58.838907480544464,49.52549038205031,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,-58170.192883713484
Ismaily,Left-Back,-5149.975672862491,-5619.0420412277135,-4124.755219835228,-6933.5882620846805,-6763.445340244163,-4963.796361353876,-6751.687013624343,-2703.1077015802966,-5882.469150534448,-6569.5307480193205,-7538.903162180015,-1449.7982437502083,-3127.7312124544446,-2954.68318453915,-3937.074278948416,-4069.647893124467,-2326.2838117959445,-3162.1187664980525,-4801.242311853153,-2476.1298052903385,-2938.199360939086,-3434.805385151195,-3105.3407937882225,-2252.534020158039,2144.148968399882,-3813.8324684601707,-2508.838134985679,-3050.7128710180805,3307.4790154907523,-2131.3159655984796,-1086.1587022892381,-2231.1423072909565,-1071.1186845661816,-2037.2460854704884,-1423.1847312721616,-609.2137353144185,-2105.712274287564,-1020.7394152410791,-1732.483594970807,-1615.2706470485205,-1081.7656256375358,423.14556436870475,-204.58543982508374,-354.81004175368236,-1620.8623285957494,-1657.3410895695984,-255.5867791212225,511.63211056342965,-1337.1127823361016,196.8279584483165,-494.74601757042456,1402.8007515724123,-530.9079240665023,165.34191433970076,-810.2008290120533,-938.1044626706765,-541.9819827632176,-424.5906337355454,784.3686131500958,-326.6344327991391,-176.3052152965709,-288.93368040956534,-232.4517676261402,-176.6311712555443,-151.45366725975165,-252.01585745390145,-23.56857267672168,-231.83877297940953,-113.95846064350815,-92.44795159063737,-83.21833353952148,-138.88020323272815,-104.51709802315614,16.963511642626834,-58.838907480544464,-56.84903794316682,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,-133319.34702233647
Issiaga Sylla,Left-Back,-2271.19191730448,-3349.550608517737,2872.274802717378,-1652.2562995530366,-1611.7116776618554,-1802.3411273698587,214.0062384678936,460.5765178955848,-1389.4175600955607,1320.1687033852754,1259.4284157776451,-2026.9361537323052,-3055.144541882481,-1660.0595569243342,-1687.120638615776,-1934.4189844267212,-1544.577105807834,-2298.2443122891627,-3532.1241211403776,-2721.818716036421,518.5057695774858,-2487.1416279183445,-1589.7464860360833,-1774.7819153715384,-4093.8628801363507,-2374.9774917229247,-1407.942269148735,429.122101501331,-2203.412437541066,-1175.1039377894322,-1923.1786890111664,-1382.3196418739235,-1071.1186845661816,-1020.8804751497524,-123.32962595618476,-1939.8647887643328,-1702.774824683258,-1491.9416588071117,399.88983043168855,-329.5580187481498,-715.62202692832,-2090.784504364947,-1510.7847864006187,4008.0393605508552,1655.201795925064,-138.18802016842062,-407.79271753960035,-971.585836139175,-610.1099114539167,-554.0517351698895,-494.74601757042456,523.1916918389355,221.06063732461863,-350.4110618369782,-568.3063368969439,331.55242343431786,41.28549949736012,122.72464391838454,-294.4599069886166,39.318621433336304,-315.00979225974993,-288.93368040956534,-232.4517676261402,-226.49643388891226,-17.723301487843262,74.81720768162697,-50.36571695299422,9.196109992920219,-113.95846064350815,297.46247870488025,245.1218022441603,-17.755262409788365,103.2653962504237,-51.71802330069158,-113.95402704126931,-56.84903794316682,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,-55712.754095246666
Javi Galán,Left-Back,1121.6603660317464,-107.4199903606276,873.1233677023477,-391.0426965604053,-381.44692241831945,-1658.6386167342212,-482.56308674133015,4678.822143863426,-640.5756283557462,-3599.2909545493553,-4187.157799148526,-2604.0740637144027,-2619.6245184506956,559.295233272493,1592.4728032250212,-151.60649755287483,-2326.2838117959445,-138.558176766938,909.7895463543398,-19.240697829512513,-172.8352565258286,-1855.3657897631108,953.8161348001152,-978.5284073940373,3576.910461644042,502.7324617515679,145.74141247598456,429.122101501331,3898.915147778839,1693.5321456377105,587.8812711546171,-1948.2014188186124,545.2967848700565,-286.8838534449449,-903.2426891457708,721.4373181354958,1923.6622217554984,1806.4740461551178,1048.873046858535,-735.0034866774885,748.9523679085434,1901.927957741441,-204.58543982508374,-1941.3007335007865,17.16973366465739,241.60024718187378,1114.2666666441794,1593.9803419410061,79.41858464052675,-661.3202628296331,1724.925304502291,-749.9266840910966,-530.9079240665023,-456.04721358400906,-144.99097569550233,297.88727872698837,-201.74261811121391,-424.5906337355454,-171.37208925466945,172.39245933605477,-315.00979225974993,-53.820979684134755,-232.4517676261402,870.5393440451829,472.6213730091541,-252.01585745390145,-264.74287116317464,-71.14885099785637,-113.95846064350815,-176.0001866539626,-153.57693406459617,-58.13024268410163,-0.6258508863662121,-51.71802330069158,-17.502567810000834,-11.25995437521662,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,3320.851393470173
Javi Hernández,Left-Back,2458.2385382551083,1432.5920532639993,-3125.1795023277123,3471.42396260453,3386.238890515012,-1658.6386167342212,3000.283539304788,-593.9848885963756,3103.6340303433262,5125.788438768668,4192.2056084301985,2013.0292161423752,-2610.5511846292006,189.40276823968844,-962.5592968137393,-535.1184860082952,800.5430121564996,-1407.373781386245,-676.6081920366307,-756.3074300677603,-2246.858334835772,39.961724702590296,-627.6735776368995,-978.5284073940373,-2229.4186227168893,502.7324617515679,-617.7831396367349,633.818276355414,-2758.2439079958826,-1175.1039377894322,-1295.4136989697204,1730.0301313218652,-1475.2225519252409,-664.8677013184292,-578.2789128167767,-609.2137353144185,-1299.837375078952,-392.4697571530354,-249.09338599515792,-402.53820297543035,179.39565880531865,-1795.0280256904002,-204.58543982508374,-751.4327146904583,-1620.8623285957494,545.4308610621093,-788.3075635855455,-1813.4122383217343,326.7494582396206,-232.24615219065834,-494.74601757042456,-587.8934362454563,-230.12049951005395,-1046.3668851115335,217.85076247716185,-125.33168330800964,-298.95386515464355,-424.5906337355454,-518.9141628564022,-193.56059489642075,-315.00979225974993,-288.93368040956534,-232.4517676261402,22.829879277927517,26.853487102792865,-252.01585745390145,-117.35857764367563,9.196109992920219,83.09471088589136,-92.44795159063737,-83.21833353952148,-58.13024268410163,-0.6258508863662121,-51.71802330069158,-58.838907480544464,-26.456315564533348,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,-9177.157593675038
Jhoanner Chávez,Left-Back,-5149.975672862491,-4241.136528510942,-2125.6037848201972,-5987.678059840207,-5840.746773811512,-2664.5561911836817,-5358.548363205896,-6394.072624302158,-6631.311082274263,-5084.410851284338,-6281.998651043206,-2026.9361537323052,-2374.644505270317,-5174.0379747359775,-4280.287546117802,-4494.620637088582,-2717.13716479,-3270.1030732741638,-3849.403668818572,-3704.574359020751,-2246.858334835772,-1855.3657897631108,-3553.4295456453765,-2571.03542334904,1776.2233365827321,-2374.9774917229247,-3174.702569967702,-2846.016696163998,169.5619199726349,-3087.527993407527,-667.6487089282745,-2231.1423072909565,-2283.43028664336,-2454.6964922715592,-2918.0181023855353,-1939.8647887643328,-1299.837375078952,-1334.874244285101,-1361.6360427268946,-1651.3102441977946,-1122.4482477163376,423.14556436870475,-1510.7847864006187,-354.81004175368236,541.3399935879877,-442.0186340486561,-1625.4402248866245,-36.2231670474423,-1194.710158142684,-661.3202628296332,1724.925304502291,175.9775893125631,70.66692504639444,-1785.819947340748,-689.2535829544986,490.2595341974421,-785.0101003717917,791.6655388287436,154.44860474695503,-426.43981122617794,343.83694831535047,-288.93368040956534,216.81465001092764,-376.09222178901615,-285.18403303166,74.81720768162697,338.19287505295785,-231.83877297940953,-113.95846064350815,-120.29869661174578,-106.67120038121303,-138.88020323272815,-104.51709802315614,-0.20687209320276886,92.72767131144883,-26.456315564533348,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,-132584.9259631693
Johan Mojica,Left-Back,14693.069499376652,11483.196969551038,19865.062000345133,8200.974973826898,7999.7317226782725,8831.644659667292,6483.130165350907,3624.260737371466,6847.843689042398,3826.30852912556,5030.141949188071,-4335.487793660694,-2265.7644994123707,2223.811325920113,3422.943561461745,5663.264462541472,-3889.697223772167,5503.621852284874,1544.348641710728,7597.115535299047,9851.609621972231,5410.056349022077,4525.347068720373,5550.7503580214725,-915.9154328110517,10574.717298912292,3173.205043527581,4318.349423728909,384.33597290070384,737.3201178286629,4354.471211403294,3144.7345736835873,-2283.43028664336,3004.7085354640853,3451.2719136627516,721.4373181354958,916.3185977447326,3063.013362331205,2161.4157035902717,3626.6887583134694,1725.3352977997856,-1055.6368290040318,-204.58543982508374,-354.81004175368236,541.3399935879877,1001.1767818824627,-407.79271753960035,97.40007139423379,1578.3935761501862,-1519.4684841075832,3944.5966265750067,-171.23651321380933,-230.12049951005395,-39.716497875123295,459.74525459227124,-389.8435345798835,867.5810993665119,1.0990266619557334,458.5479191484712,704.6878109469283,-280.3336480189552,181.29172104129586,-232.4517676261402,1369.1919703788624,740.0821045529709,74.81720768162697,-103.96000550553934,250.23099296524998,477.20105394469033,46.80577351490464,34.04600066893631,-98.50522295841489,-0.6258508863662121,-34.547639564861974,10.05499197036159,-11.25995437521662,168.14457209815234,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,187697.9287442279
John Tolkin,Left-Back,-8131.573133976143,-7240.107350306268,-7123.482372357773,-8825.408666573627,-8608.842473109467,-4676.391340082601,-8144.825664042791,-6394.072624302158,-10375.520740973334,-5641.330812559957,-5025.094139906398,-5489.763613624888,-2211.324496483398,-6468.661602350792,-5729.410229721874,-6184.146424067866,-5062.257282754334,-5537.7735155724995,-4483.96276417496,-4195.952180512916,-3629.5403870424007,-3118.917466073578,-5161.277419956341,-3367.2889313265405,-2307.7511765876375,-3813.8324684601707,-4355.502168002488,-3664.8013955803303,-3503.688025248574,-2131.3159655984796,-1923.1786890111666,-3645.846749652679,-2687.5341540024197,-3239.5520816665558,-2983.0108576513335,-609.2137353144185,-2307.1809990897173,-1806.0764878511336,-2196.0430352756975,-2274.795274880245,-2342.9269100803904,-316.24563231766354,-2163.884459688386,438.43530411986995,17.16973366465739,-897.7645548690094,962.0607282258018,-383.6435869958001,-1524.484656274809,733.170596747035,-494.74601757042456,-1583.2405301543904,-230.12049951005395,1408.1201701871205,-326.4118447818344,-1111.2394925940848,-857.9185356543638,-120.52659059447316,943.6587302175565,-626.0505680802554,-141.62907105577617,-288.93368040956534,-82.69629508045091,-475.822747055752,-418.9143988035684,-252.01585745390145,-264.74287116317464,-231.83877297940953,-113.95846064350815,-203.850931675071,-177.0298009062877,-138.88020323272815,-0.6258508863662121,-34.547639564861974,-3.7237879198196224,-72.04539913248355,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,-195692.15028348644
Jonas Föhrenbach,Left-Back,5645.463410480048,2972.6040968886264,1872.699085209863,4496.160015036042,4385.829004150383,928.0065747072475,5089.99151493246,3624.260737371466,3103.6340303433262,7075.008303233335,9638.791823356369,7207.27040598125,-2147.8111597329294,2963.596255985722,1897.551262931142,1330.6155118829392,4318.223189103,-1029.4287076698556,909.7895463543398,1209.2038559009004,-518.5057695774858,-591.8141134526434,690.2345160606126,136.22650377446433,-3540.2095995490076,-2374.9774917229247,332.18345427095085,-1822.5358218935824,-1874.4687983230865,737.3201178286629,1006.3912645155815,598.2665774324875,2161.7122543062947,749.825343951867,331.6196609044071,-609.2137353144185,-2105.712274287564,-392.4697571530354,678.0254946146227,1685.0554618963001,-756.3046490071218,-2978.053940388589,1101.6139067504514,-1544.6780605640106,-1620.8623285957494,925.2191284124037,-103.38084070284434,-1372.4555514642032,1023.7728292916122,-232.24615219065834,-494.74601757042456,-657.3362567507306,-530.9079240665023,345.54476143757654,-507.83271386816654,-139.75960246829354,454.43329943193606,-424.5906337355454,-323.4217464554275,-226.82905437210036,-315.00979225974993,-288.93368040956534,-232.4517676261402,-76.9006459888084,-106.87687866911553,-252.01585745390145,-197.75001047249327,-71.14885099785637,-113.95846064350815,-120.29869661174578,-106.67120038121303,-58.13024268410163,-104.51709802315614,-51.71802330069158,-45.06012759036325,-11.25995437521662,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,50514.83220657029
Jonas Rouhi,Left-Back,-8234.386839531786,-8455.906332115184,-7123.482372357773,-9377.189617882905,-9147.083303528516,-6544.523978345886,-9537.964314461238,-7975.914734040099,-10375.520740973334,-7915.420654435399,-7119.9349918010785,-6066.901523606985,-2120.5911582684425,-6653.6078348671945,-6187.027919281055,-6039.033779787436,-5843.963988742445,-5753.742129124722,-4801.242311853153,-5670.085644989413,-5012.22243924903,-4698.357061461662,-4805.442234658012,-4959.795947281543,3287.917780353199,-3813.8324684601707,-4098.034586476107,-3664.8013955803303,1856.8722357867248,-3087.527993407527,-3387.96366577454,-3079.96497270799,-2687.5341540024197,-3103.6569199983705,-2918.0181023855353,-1939.8647887643328,-2508.64972389187,-2434.346145939178,-2566.890587519609,-2374.805156969482,-2302.2442880015888,275.2673250314311,-2163.884459688386,438.43530411986995,17.16973366465739,-1809.2563965097158,-1625.4402248866245,97.40007139423379,-1524.484656274809,89.55943078857278,-494.74601757042456,-1583.2405301543904,-681.3016363447265,-3562.9928532025583,-870.6744520408307,-2313.5660892844207,-809.3129121326491,-120.52659059447316,-1489.1357849945732,-759.1244059829738,-315.00979225974993,-524.046381134996,-232.4517676261402,-376.09222178901615,-329.76082162229613,-252.01585745390145,-264.74287116317464,-151.49381198863296,-113.95846064350815,-203.850931675071,-177.0298009062877,-179.2551835070414,-104.51709802315614,-51.71802330069158,-3.7237879198196224,-72.04539913248355,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,-221522.31114498604
Jordan Amavi,Left-Back,-1243.0548617480479,-2376.911423070604,-6123.906654850258,-4253.5093557253385,-4149.132735351648,-4820.093850718239,-4661.979037996673,-3230.388404826277,-5882.469150534448,-1278.7911159009436,-835.4124361170358,-2604.0740637144027,-2038.931153874983,-2214.898254473541,-3631.995819242295,-2235.009461864753,-2717.13716479,-3108.126613109997,-3849.403668818572,-2476.1298052903385,-2938.199360939086,-2803.029546995961,-1840.1490238386107,-2730.28612494454,-4018.6053645373877,-936.1225149856784,-1789.704545205095,-389.6625979150012,-2880.996681794978,-2131.3159655984796,-2550.9436790526124,-1948.2014188186124,545.2967848700565,-1375.6726337565103,-1163.2137102089662,-1939.8647887643328,-1702.774824683258,-2120.2113168951555,-619.9409382390701,-904.389593279079,-1732.687578898364,-1499.2715470158528,-204.58543982508374,-1544.6780605640106,-1620.8623285957494,469.4732075920504,-788.3075635855455,-904.774216918337,-602.6150364963684,-124.97762453091465,3944.5966265750067,523.1916918389355,-681.3016363447265,873.7255201727303,-447.3590908393891,1120.2786708631784,-347.55948867635834,-424.5906337355454,-337.90266618883305,-592.7821086045759,-315.00979225974993,-524.046381134996,-232.4517676261402,-226.49643388891226,-106.87687866911553,-252.01585745390145,190.80858153345878,-71.14885099785637,83.09471088589136,-120.29869661174578,-106.67120038121303,-98.50522295841489,-104.51709802315614,-51.71802330069158,-45.06012759036325,-56.84903794316682,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,-106968.15126159246
Jordan Zemura,Left-Back,-214.91780619161548,-1242.165706715616,873.1233677023477,-154.56514599928633,-150.77228081015585,-2664.5561911836817,-1875.7017371597774,-1648.5462950883361,1605.9501668636972,763.2487421096572,1259.4284157776451,281.6154861960835,-1975.4178171245144,-550.3821618259205,-3365.0521669994396,-1851.497473409333,-372.01704682566714,-408.51894370721607,-1628.446835071213,-1247.6852515599255,-172.8352565258286,-1855.3657897631108,-1023.0460057461531,-660.0270042030368,-1960.8498665886098,-2374.9774917229247,-1372.429499283027,-389.6625979150012,-2821.692744323208,-218.89190998038455,-876.9037056087565,315.325688960143,-262.9109498480625,-1145.790099796856,-903.2426891457708,721.4373181354958,-1702.774824683258,-1020.7394152410791,-434.517162117114,-665.6272621651349,382.80876919932746,-1203.5150683413058,-204.58543982508374,438.43530411986995,541.3399935879877,-442.0186340486561,-27.27787149365549,-1399.1801991525383,-460.2124123029507,1269.5132350457538,-494.74601757042456,407.453657663478,221.06063732461863,-195.06377985605076,-447.3590908393891,-793.8252710678362,-469.0735474806454,61.911835290170146,-98.96749058764188,-160.29213542074118,-176.3052152965709,181.29172104129586,-232.4517676261402,521.482505611607,472.6213730091541,74.81720768162697,16.62714373768715,-231.83877297940953,477.20105394469033,46.80577351490464,34.04600066893631,-58.13024268410163,-104.51709802315614,-17.37725582903237,10.05499197036159,-26.456315564533348,-19.184280038044225,-11.23112968611519,-5.031972021899184,-2.609622047814141,,,,,-35516.17737495621
